Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID,Year
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158.0,Group E,5677.0,2021
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158.0,Group F,5678.0,2021
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158.0,Group G,5679.0,2021
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158.0,Group H,5680.0,2021
Champions Tour Korea Stage 3: Challengers,595,Playoffs,1160.0,Grand Final,6685.0,2021
Champions Tour Korea Stage 3: Challengers,595,Playoffs,1160.0,Quarterfinals,6683.0,2021
Champions Tour Korea Stage 3: Challengers,595,Playoffs,1160.0,Semifinals,6684.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Consolation Final,2723.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Grand Final,2682.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Grand Final (A),2641.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Grand Final (B),2646.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Lower Final (A),2640.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Lower Final (B),2645.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Lower Round (A),2639.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Lower Round (B),2644.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Upper Final (A),2638.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Upper Final (B),2643.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Upper Semifinals (A),2637.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAN,569.0,Upper Semifinals (B),2642.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Grand Final,2683.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Grand Final (A),2550.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Grand Final (B),2555.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Lower Final (A),2549.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Lower Final (B),2554.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Lower Round (B),2553.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Runner-Up Finals,2722.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Upper Final (A),2547.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Upper Final (B),2552.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Upper Semifinals (A),2546.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Main Event: LAS,568.0,Upper Semifinals (B),2551.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAN,567.0,Grand Final,2618.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAN,567.0,Quarterfinals,2616.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAN,567.0,Round of 16,2556.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAN,567.0,Semifinals,2617.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAS,566.0,Grand Final,2540.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAS,566.0,Quarterfinals,2538.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAS,566.0,Round of 16,2537.0,2021
Champions Tour LATAM Stage 1: Challengers 1,285,Open Qualifier: LAS,566.0,Semifinals,2539.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Grand Final (A),2765.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Grand Final (B),2770.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Lower Final (A),2764.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Lower Final (B),2769.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Lower Round 1 (A),2763.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Lower Round 1 (B),2768.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Runner-up Final,2772.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Upper Final (A),2762.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Upper Final (B),2767.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Upper Semifinals (A),2761.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Upper Semifinals (B),2766.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAN,606.0,Winner's Final,2926.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Grand Final (A),2862.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Grand Final (AxB),2927.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Grand Final (B),2863.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Lower Final (A),2776.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Lower Final (B),2781.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Lower Round 1 (A),2775.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Lower Round 1 (B),2780.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Runner-up Final,2784.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Upper Final (A),2774.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Upper Final (B),2779.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Upper Semifinals (A),2773.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Main Event: LAS,608.0,Upper Semifinals (B),2778.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAN,607.0,Grand Final,2785.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAN,607.0,Quarterfinals,2735.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAN,607.0,Round of 16,2734.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAN,607.0,Semifinals,2736.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAS,609.0,Grand Final,2742.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAS,609.0,Quarterfinals,2732.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAS,609.0,Round of 16,2731.0,2021
Champions Tour LATAM Stage 1: Challengers 2,302,Open Qualifier: LAS,609.0,Semifinals,2733.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Grand Final (A),3034.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Grand Final (B),3039.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Lower Final (A),3033.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Lower Final (B),3038.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Lower Round 1 (A),3032.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Lower Round 1 (B),3037.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Upper Final (A),3031.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Upper Final (B),3036.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Upper Semifinals (A),3030.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Upper Semifinals (B),3035.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAN,659.0,Winner's Final,3041.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Grand Final (A),3022.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Grand Final (B),3027.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Lower Final (A),3021.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Lower Final (B),3026.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Lower Round 1 (A),3020.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Runner-up Final,3029.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Upper Final (A),3019.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Upper Final (B),3024.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Upper Semifinals (A),3018.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Upper Semifinals (B),3023.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Main Event: LAS,662.0,Winner's Final,3028.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Open Qualifier: LAN,660.0,Quarterfinals,3013.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Open Qualifier: LAN,660.0,Round of 16,3012.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Open Qualifier: LAN,660.0,Semifinals,3042.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Open Qualifier: LAS,661.0,Grand Final,3045.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Open Qualifier: LAS,661.0,Quarterfinals,3015.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Open Qualifier: LAS,661.0,Round of 16,3014.0,2021
Champions Tour LATAM Stage 1: Challengers 3,323,Open Qualifier: LAS,661.0,Semifinals,3044.0,2021
Champions Tour LATAM Stage 1: Masters,340,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Grand Final,3281.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Grand Final (A),3268.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Grand Final (B),3278.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Lower Final (A),3270.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Lower Final (B),3280.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Lower Round 1 (A),3269.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Lower Round 1 (B),3279.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Upper Final (A),3267.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Upper Final (B),3277.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Upper Semifinals (A),3266.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAN,700.0,Upper Semifinals (B),3276.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Grand Final,3287.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group A Grand Final,3284.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group A Lower Bracket Final,3286.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group A Lower Bracket Round 1,3285.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group A Upper Bracket Final,3283.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group A Upper Bracket Semifinals,3282.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group B Grand Final,3273.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group B Lower Bracket Final,3275.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group B Lower Bracket Round 1,3274.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group B Upper Bracket Final,3272.0,2021
Champions Tour LATAM Stage 1: Masters,340,Main Event: LAS,701.0,Group B Upper Bracket Semifinals,3271.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Grand Finals,3860.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Lower Bracket Finals,3859.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Lower Bracket Round 1,3856.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Lower Bracket Round 2,3857.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Lower Bracket Round 3,3858.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Upper Bracket Finals,3855.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Upper Bracket Quarter Finals,3853.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAN,823.0,Upper Bracket Semifinals,3854.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Grand Finals,3868.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Lower Bracket Finals,3867.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Lower Bracket Round 1,3864.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Lower Bracket Round 2,3865.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Lower Bracket Round 3,3866.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Upper Bracket Finals,3863.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Upper Bracket Quarterfinals,3861.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Main Event: LAS,821.0,Upper Bracket Semifinals,3862.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAN,822.0,Quarterfinals,3751.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAN,822.0,Round of 16,3745.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAN,822.0,Semifinals,3752.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820.0,Grand Final (Seeding),3750.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820.0,Quarterfinals (Seeding),3748.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820.0,Round of 16,3746.0,2021
Champions Tour LATAM Stage 2: Challengers 1,396,Open Qualifier: LAS,820.0,Semifinals (Seeding),3749.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Grand Final,4178.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Lower Final,4177.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Lower Round 1,4174.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Lower Round 2,4175.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Lower Round 3,4176.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Upper Bracket Quarterfinals,4171.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Upper Final,4173.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAN,827.0,Upper Semifinals,4172.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Grand Finals,4201.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Lower Bracket Final,4200.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Lower Bracket Round 1,4197.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Lower Bracket Round 2,4198.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Lower Bracket Round 3,4199.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Upper Bracket Final,4196.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Upper Bracket Quarterfinals,4194.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Main Event: LAS,825.0,Upper Bracket Semifinals,4195.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826.0,Grand Final,4106.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826.0,Quarterfinals,4057.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826.0,Round of 16,4056.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAN,826.0,Semifinals,4105.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824.0,5th Place Match,4103.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824.0,Grand Final,4104.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824.0,Quarterfinals,4055.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824.0,Round of 16,4054.0,2021
Champions Tour LATAM Stage 2: Challengers 2,397,Open Qualifier: LAS,824.0,Semifinals,4102.0,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828.0,Grand Finals,4288.0,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828.0,Lower Bracket Final,4346.0,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828.0,Lower Bracket Round 1,4345.0,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828.0,Upper Bracket Final,4344.0,2021
Champions Tour LATAM Stage 2: Challengers Finals,398,Main Event,828.0,Upper Bracket Semifinals,4343.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009.0,Lower Final,5575.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009.0,Lower Round 1,5572.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009.0,Lower Round 2,5573.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009.0,Lower Round 3,5574.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009.0,Upper Final,5571.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009.0,Upper Quarterfinals,5569.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009.0,Upper Semifinals,5570.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011.0,Lower Final,5583.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011.0,Lower Round 1,5580.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011.0,Lower Round 2,5581.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011.0,Lower Round 3,5582.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011.0,Upper Final,5579.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011.0,Upper Quarterfinals,5577.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011.0,Upper Semifinals,5578.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Open Qualifier: LAN,1010.0,Round of 16,4956.0,2021
Champions Tour LATAM Stage 3: Challengers 1,516,Open Qualifier: LAS,1012.0,Round of 16,4960.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013.0,Lower Final,6324.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013.0,Lower Round 1,6321.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013.0,Lower Round 2,6322.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013.0,Lower Round 3,6323.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013.0,Upper Final,6320.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013.0,Upper Quarterfinals,6318.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013.0,Upper Semifinals,6319.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015.0,Lower Final,6270.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015.0,Lower Round 1,6267.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015.0,Lower Round 2,6268.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015.0,Lower Round 3,6269.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015.0,Upper Final,6266.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015.0,Upper Quarterfinals,6264.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015.0,Upper Semifinals,6265.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAN,1014.0,Quarterfinals,6107.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAN,1014.0,Round of 16,6106.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAS,1016.0,Quarterfinals,6108.0,2021
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAS,1016.0,Round of 16,6105.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,All Stages,,All Match Types,,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234.0,Decider,6725.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234.0,Elimination,6724.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234.0,Opening,6722.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234.0,Winner's,6723.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235.0,Decider,6721.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235.0,Elimination,6720.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235.0,Opening,6718.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235.0,Winner's,6719.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236.0,Grand Final,6812.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236.0,Lower Final,6811.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236.0,Lower Round 1,6810.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236.0,Upper Final,6809.0,2021
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236.0,Upper Semifinals,6784.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Grand Finals,2673.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Lower Bracket Final,2671.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Lower Bracket Round 1,2669.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Lower Bracket Round 2,2670.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Lower Bracket Round 3,2672.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Upper Finals,2668.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Upper Quarterfinals,2666.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Main Event,557.0,Upper Semifinals,2667.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Qualifier,554.0,Round of 16,2716.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Qualifier,554.0,Round of 32,2490.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 1,277,Qualifier,554.0,Round of 64,2714.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,All Stages,,All Match Types,,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Grand Finals,3124.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Lower Bracket Final,3128.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Lower Bracket Round 1,3125.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Lower Bracket Round 2,3126.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Lower Bracket Round 3,3127.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Upper Finals,3123.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Upper Quarterfinals,3121.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Playoffs,587.0,Upper Semifinals,3122.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Qualifiers,586.0,Quarter Finals,2877.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Qualifiers,586.0,Round of 16,2876.0,2021
Champions Tour Malaysia & Singapore Stage 1: Challengers 2,293,Qualifiers,586.0,Round of 32,2664.0,2021
