Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID,Year
Strike Arabia Championship: Season 2,469,GCC and Iraq,927.0,Lower Bracket Final,5805.0,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927.0,Lower Bracket Round 1,5719.0,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927.0,Lower Bracket Round 2,5720.0,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927.0,Lower Bracket Round 3,5804.0,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927.0,Upper Bracket Final,5778.0,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927.0,Upper Bracket Quarterfinals,5704.0,2021
Strike Arabia Championship: Season 2,469,GCC and Iraq,927.0,Upper Bracket Semifinals,5718.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Grand Final,5803.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Lower Bracket Final,5801.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Lower Bracket Round 1,5722.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Lower Bracket Round 2,5723.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Lower Bracket Round 3,5802.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Upper Bracket Final,5779.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Upper Bracket Quarterfinals,5706.0,2021
Strike Arabia Championship: Season 2,469,Levant and Egypt,928.0,Upper Bracket Semifinals,5721.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Grand Final,5800.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Lower Bracket Round 1,5725.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Lower Bracket Round 2,5726.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Lower Final,5799.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Lower Round 3,5798.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Upper Bracket Final,5780.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Upper Bracket Quarterfinals,5705.0,2021
Strike Arabia Championship: Season 2,469,North Africa,929.0,Upper Bracket Semifinals,5724.0,2021
Strike Arabia League: Season 1,477,All Stages,,All Match Types,,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 1,4649.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 10,4658.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 11,4659.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 12,4660.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 13,4661.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 14,4662.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 2,4650.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 3,4651.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 4,4652.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 5,4653.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 6,4654.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 7,4655.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 8,4656.0,2021
Strike Arabia League: Season 1,477,GCC and Iraq,942.0,Round 9,4657.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 1,4664.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 10,4673.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 11,4674.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 12,4675.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 13,4676.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 14,4677.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 2,4665.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 3,4666.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 4,4667.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 5,4668.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 6,4669.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 7,4670.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 8,4671.0,2021
Strike Arabia League: Season 1,477,Levant and North Africa,943.0,Round 9,4672.0,2021
Strike Arabia League: Season 3,664,All Stages,,All Match Types,,2021
Strike Arabia League: Season 3,664,GCC and Iraq,1323.0,Group Stage,7201.0,2021
Strike Arabia League: Season 3,664,Levant and North Africa,1324.0,Group Stage,7202.0,2021
Valorant Champions 2021,449,All Stages,,All Match Types,,2021
Valorant Champions 2021,449,Group Stage,945.0,Decider (A),8263.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Decider (B),8267.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Decider (C),8271.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Decider (D),8275.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Elimination (A),8262.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Elimination (B),8266.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Elimination (C),8270.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Elimination (D),8274.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Opening (A),8260.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Opening (B),8264.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Opening (C),8268.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Opening (D),8272.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Winner's (A),8261.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Winner's (B),8265.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Winner's (C),8269.0,2021
Valorant Champions 2021,449,Group Stage,945.0,Winner's (D),8273.0,2021
Valorant Champions 2021,449,Playoffs,1486.0,Grand Final,8278.0,2021
Valorant Champions 2021,449,Playoffs,1486.0,Quarterfinals,8276.0,2021
Valorant Champions 2021,449,Playoffs,1486.0,Semifinals,8277.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,All Stages,,All Match Types,,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Grand Final,4687.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Lower Final,4686.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Lower Round 1,4682.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Lower Round 2,4683.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Lower Round 3,4684.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Lower Round 4,5049.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Upper Final,4681.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Upper Quarterfinals,4679.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Upper Round 1,5050.0,2021
Valorant Champions Tour Stage 2: Masters Reykjavík,353,Main Event,848.0,Upper Semifinals,4680.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,All Stages,,All Match Types,,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Decider (A),7117.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Decider (B),7118.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Decider (C),7119.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Elimination (A),7113.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Elimination (B),7114.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Elimination (C),7115.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Group D,7256.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Opening (A),7105.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Opening (B),7106.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Opening (C),7107.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Winner's (A),7109.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Winner's (B),7110.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921.0,Winner's (C),7111.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303.0,Grand Final,7123.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303.0,Quarterfinals,7121.0,2021
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303.0,Semifinals,7122.0,2021
Valorant Conquerors Championship,557,All Stages,,All Match Types,,2021
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180.0,Grand Final,6490.0,2021
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180.0,Quarterfinals,6488.0,2021
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180.0,Semifinals,6489.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Decider (A),6898.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Decider (B),6902.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Elimination (A),6897.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Elimination (B),6901.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Opening (A),6895.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Opening (B),6899.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Winner's (A),6896.0,2021
Valorant Conquerors Championship,557,Group Stage,1093.0,Winner's (B),6900.0,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176.0,Grand Final,5828.0,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176.0,Quarterfinals,5826.0,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176.0,Round of 16,5825.0,2021
Valorant Conquerors Championship,557,India Qualifier #1,1176.0,Semifinals,5827.0,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182.0,Consolation Final,6726.0,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182.0,Grand Final,6717.0,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182.0,Quarterfinals,6715.0,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182.0,Round of 16,6714.0,2021
Valorant Conquerors Championship,557,India Qualifier #2,1182.0,Semifinals,6716.0,2021
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178.0,Grand Final,6436.0,2021
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178.0,Quarterfinals,6434.0,2021
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178.0,Semifinals,6435.0,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177.0,Grand Final,5947.0,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177.0,Quarterfinals,5945.0,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177.0,Semifinals,5946.0,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181.0,Consolation Final,6688.0,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181.0,Grand Final,6689.0,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181.0,Quarterfinals,6686.0,2021
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181.0,Semifinals,6687.0,2021
Valorant Conquerors Championship,557,Playoffs,1302.0,Grand Final,6984.0,2021
Valorant Conquerors Championship,557,Playoffs,1302.0,Lower Bracket Final,6983.0,2021
Valorant Conquerors Championship,557,Playoffs,1302.0,Lower Bracket Round 1,6982.0,2021
Valorant Conquerors Championship,557,Playoffs,1302.0,Upper Bracket Final,6981.0,2021
Valorant Conquerors Championship,557,Playoffs,1302.0,Upper Bracket Semifinals,6980.0,2021
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179.0,Grand Final,6439.0,2021
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179.0,Quarterfinals,6437.0,2021
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179.0,Semifinals,6438.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Grand Final,6804.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Lower Final,6808.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Lower Round 1,6805.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Lower Round 2,6806.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Lower Round 3,6807.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Upper Final,6803.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Upper Quarterfinals,6801.0,2021
Valorant Conquerors Championship,557,Wildcard Qualifier,1183.0,Upper Semifinals,6802.0,2021
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,All Stages,,All Match Types,,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Decider (A),10009.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Decider (B),10010.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Decider (C),10011.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Decider (D),10012.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Elimination (A),10005.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Elimination (B),10006.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Elimination (C),10007.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Elimination (D),10008.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Opening (A),9997.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Opening (B),9998.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Opening (C),9999.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Opening (D),10000.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Winner's (A),10001.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Winner's (B),10002.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752.0,Winner's (D),10004.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Grand Finals,10016.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Lower Bracket Finals,10020.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Lower Bracket Round 1,10017.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Lower Bracket Round 2,10018.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Lower Bracket Round 3,10019.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Upper Bracket Finals,10015.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Upper Bracket Quarterfinals,10013.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753.0,Upper Bracket Semifinals,10014.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Decider (A),9995.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Decider (B),9996.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Elimination (A),9993.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Elimination (B),9994.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Opening (A),9989.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Opening (B),9990.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Winner's (A),9991.0,2022
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Play-Ins,1778.0,Winner's (B),9992.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,All Stages,,All Match Types,,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Decider (A),12091.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Decider (B),12095.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Decider (C),12099.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Decider (D),12103.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Elimination (A),12090.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Elimination (B),12094.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Elimination (C),12098.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Elimination (D),12102.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Opening (A),12088.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Opening (B),12092.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Opening (C),12096.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Opening (D),12100.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Winner's (A),12089.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Winner's (B),12093.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Winner's (C),12097.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Group Stage,2060.0,Winner's (D),12101.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Decider (A),11888.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Decider (B),11892.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Elimination (A),11887.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Elimination (B),11891.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Opening (A),11885.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Opening (B),11889.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Winner's (A),11886.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Play-Ins,2059.0,Winner's (B),11890.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Grand Final,12162.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Lower Final,12161.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Lower Round 1,12158.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Lower Round 2,12159.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Lower Round 3,12160.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Upper Final,12157.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Upper Quarterfinals,12155.0,2022
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,1063,Playoffs,2061.0,Upper Semifinals,12156.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,All Stages,,All Match Types,,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Grand Final,13196.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Lower Final,13195.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Lower Round 1,13189.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Lower Round 2,13191.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Lower Round 3,13192.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Lower Round 4,13194.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Upper Final,13193.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Upper Quarterfinals,13188.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Upper Round 1,13187.0,2022
Champions Tour Asia-Pacific: Last Chance Qualifier,1084,Main Event,2131.0,Upper Semifinals,13190.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,All Stages,,All Match Types,,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #1,1613.0,Quarterfinals,8890.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #1,1613.0,Semifinals,8891.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #2,1614.0,Quarterfinals,9215.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #2,1614.0,Semifinals,9216.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604.0,Week 1,9571.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604.0,Week 2,9572.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604.0,Week 3,9573.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604.0,Week 4,9574.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604.0,Week 5,9575.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602.0,Quarterfinals,8879.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602.0,Round of 16,8878.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602.0,Round of 32,8877.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602.0,Round of 64,8876.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602.0,Semifinals (Decisive),8880.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603.0,3rd Place Decider,9095.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603.0,Quarterfinals,9093.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603.0,Round of 16,9092.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603.0,Round of 32,9087.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603.0,Round of 64,9086.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603.0,SF,9094.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605.0,Grand Final,10203.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605.0,Lower Final,10206.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605.0,Lower Round 1,10204.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605.0,Lower Round 2,10205.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605.0,Upper Final,10202.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605.0,Upper Round 1,10200.0,2022
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605.0,Upper Semifinals,10201.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Access Series,1808.0,Lower Round 1,10525.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Access Series,1808.0,Lower Round 2,10526.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Access Series,1808.0,Upper Quarterfinals,10523.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Access Series,1808.0,Upper Semifinals,10524.0,2022
Champions Tour Brazil Stage 2: Challengers,911,All Stages,,All Match Types,,2022
Champions Tour Brazil Stage 2: Challengers,911,Closed Qualifier  #2,1807.0,Single BO3,10220.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Closed Qualifier #1,1812.0,Single BO3,10149.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Final Qualifier,1813.0,Lower Round 1,10123.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Final Qualifier,1813.0,Lower Round 2,10124.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Final Qualifier,1813.0,Upper Quarterfinals,10121.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Final Qualifier,1813.0,Upper Semifinals,10122.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Group Stage,1809.0,Week 1,10615.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Group Stage,1809.0,Week 2,10616.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Group Stage,1809.0,Week 3,10617.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Group Stage,1809.0,Week 4,10618.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Group Stage,1809.0,Week 5,10619.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #1,1805.0,Quarterfinals,10107.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #1,1805.0,Round of 16,10106.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #1,1805.0,Round of 32,10104.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #1,1805.0,Round of 64,10103.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #1,1805.0,Semifinals (Decisive),10108.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #2,1806.0,Quarterfinals (Decisive),10219.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #2,1806.0,Round of 16,10218.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #2,1806.0,Round of 32,10217.0,2022
Champions Tour Brazil Stage 2: Challengers,911,Open Qualifier #2,1806.0,Round of 64,10216.0,2022
