Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID,Match Name,Match ID,Map,Game ID,Year
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456,Fire Flux Esports vs Digital Athletics,28921,Bind,46445,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456,Fire Flux Esports vs Digital Athletics,28921,Icebox,46446,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456,FUT Esports vs Thunderbolts Gaming,28923,Split,46450,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456,FUT Esports vs Thunderbolts Gaming,28923,Icebox,46451,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456,OtherSide vs RARE Esports,28922,Bind,46447,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456,OtherSide vs RARE Esports,28922,Breeze,46448,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456,OtherSide vs RARE Esports,28922,Split,46449,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 1,6460,BBL Esports vs Fire Flux Esports,28928,Breeze,46469,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 1,6460,BBL Esports vs Fire Flux Esports,28928,Bind,46470,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 1,6460,BBL Esports vs Fire Flux Esports,28928,Ascent,46471,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 1,6460,OtherSide vs FUT Esports,28929,Haven,46472,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 1,6460,OtherSide vs FUT Esports,28929,Split,47148,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 1,6460,OtherSide vs FUT Esports,28929,Icebox,46474,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Semifinals,6457,Beşiktaş Esports vs Digital Athletics,28924,Icebox,46453,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Semifinals,6457,Beşiktaş Esports vs Digital Athletics,28924,Bind,46454,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Semifinals,6457,Beşiktaş Esports vs Digital Athletics,28924,Split,46455,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Semifinals,6457,RARE Esports vs Thunderbolts Gaming,28925,Icebox,46456,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Semifinals,6457,RARE Esports vs Thunderbolts Gaming,28925,Bind,46457,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Semifinals,6457,RARE Esports vs Thunderbolts Gaming,28925,Ascent,46458,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 2,6461,RARE Esports vs Fire Flux Esports,28930,Ascent,46475,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 2,6461,RARE Esports vs Fire Flux Esports,28930,Breeze,46476,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 2,6461,Beşiktaş Esports vs FUT Esports,28931,Haven,46478,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 2,6461,Beşiktaş Esports vs FUT Esports,28931,Split,46479,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 2,6461,Beşiktaş Esports vs FUT Esports,28931,Ascent,47210,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Final,6458,Digital Athletics vs Thunderbolts Gaming,28926,Bind,46459,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Final,6458,Digital Athletics vs Thunderbolts Gaming,28926,Icebox,46460,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 3,6462,Fire Flux Esports vs Beşiktaş Esports,28932,Ascent,46481,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 3,6462,Fire Flux Esports vs Beşiktaş Esports,28932,Bind,46482,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Final,6463,Thunderbolts Gaming vs Fire Flux Esports,28933,Split,46484,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Final,6463,Thunderbolts Gaming vs Fire Flux Esports,28933,Icebox,46485,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Final,6463,Thunderbolts Gaming vs Fire Flux Esports,28933,Ascent,46486,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Final,6463,Thunderbolts Gaming vs Fire Flux Esports,28933,Bind,46487,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Grand Final,6459,Digital Athletics vs Fire Flux Esports,28927,Split,46464,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Grand Final,6459,Digital Athletics vs Fire Flux Esports,28927,Icebox,46465,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Grand Final,6459,Digital Athletics vs Fire Flux Esports,28927,Breeze,46466,2021
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Grand Final,6459,Digital Athletics vs Fire Flux Esports,28927,Haven,46467,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Ksenox vs BOTSVLR,28399,Split,45620,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Ksenox vs BOTSVLR,28399,Ascent,45621,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,QLF Clan vs Almas Muertas,28400,Haven,45623,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,QLF Clan vs Almas Muertas,28400,Ascent,45624,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,LetsSleep vs Hollywood,28401,Split,45626,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,LetsSleep vs Hollywood,28401,Ascent,45627,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,50Fragov vs Ninja Esport,28402,Bind,45629,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,50Fragov vs Ninja Esport,28402,Icebox,45630,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,368 vs ELSO,28403,Bind,45632,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,368 vs ELSO,28403,Haven,45633,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,bratiki94 vs komand04ka,28404,Haven,45635,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,bratiki94 vs komand04ka,28404,Ascent,45636,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,WLFC vs deathwish,28405,Ascent,45638,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,WLFC vs deathwish,28405,Haven,45639,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Chamomile Esports Camp vs At0m Gaming,28406,Haven,45641,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Chamomile Esports Camp vs At0m Gaming,28406,Ascent,45642,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,eXiLe eSports vs Anyway,28407,Ascent,45644,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,eXiLe eSports vs Anyway,28407,Haven,45645,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,eXiLe eSports vs Anyway,28407,Bind,45646,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,SevenUp vs NoChance,28408,Ascent,45647,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,SevenUp vs NoChance,28408,Breeze,45648,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,human Zeal vs NoAvocado,28410,Bind,45653,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,human Zeal vs NoAvocado,28410,Ascent,45654,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Deja Vu vs Prosti Esli,28411,Ascent,45656,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Deja Vu vs Prosti Esli,28411,Icebox,45657,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Black Flower vs FORMULA 1,28413,Haven,45662,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Black Flower vs FORMULA 1,28413,Split,45663,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Leteam vs nuBo,28414,Haven,45665,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Leteam vs nuBo,28414,Ascent,45666,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Leteam vs nuBo,28414,Bind,45667,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Aspire vs FiRELAND,28415,Ascent,45668,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Aspire vs FiRELAND,28415,Icebox,45669,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,TDCC vs trying to win,28417,Haven,45674,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,TDCC vs trying to win,28417,Ascent,45675,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,zTitans vs Crypto Esports,28419,Haven,45680,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,zTitans vs Crypto Esports,28419,Ascent,45681,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,CRAZY vs SQ,28420,Split,45683,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,CRAZY vs SQ,28420,Haven,45684,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,BezBudushego vs PLUS7,28422,Bind,45689,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,BezBudushego vs PLUS7,28422,Icebox,45690,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,BezBudushego vs PLUS7,28422,Ascent,45691,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,EZ KATKA vs FAST TAXI,28423,Icebox,45692,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,EZ KATKA vs FAST TAXI,28423,Split,45693,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,ArchiGoKill vs MoLoDejKa,28425,Bind,45698,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,ArchiGoKill vs MoLoDejKa,28425,Haven,45699,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,4SV_OVOSHi vs WeDontNeedMana,28426,Ascent,45701,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,4SV_OVOSHi vs WeDontNeedMana,28426,Icebox,45702,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Nomads vs feelmyhack,28427,Bind,45704,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Nomads vs feelmyhack,28427,Ascent,45705,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Nomads vs feelmyhack,28427,Haven,45706,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,BibleThump vs Princeski,28428,Ascent,45707,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,01234 vs Sluper,28430,Haven,45713,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,01234 vs Sluper,28430,Bind,45714,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Try to Hard vs BuyHeart,28624,Bind,46055,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Try to Hard vs BuyHeart,28624,Ascent,46056,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Indigo Children vs Save's eSports,28699,Bind,46226,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378,Indigo Children vs Save's eSports,28699,Icebox,46227,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Ksenox vs QLF Clan,28431,Bind,45716,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Ksenox vs QLF Clan,28431,Breeze,45717,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Hollywood vs 50Fragov,28432,Split,45719,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Hollywood vs 50Fragov,28432,Bind,45720,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,368 vs komand04ka,28433,Haven,45722,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,368 vs komand04ka,28433,Ascent,45723,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,deathwish vs Chamomile Esports Camp,28434,Breeze,45725,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,deathwish vs Chamomile Esports Camp,28434,Bind,45726,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,deathwish vs Chamomile Esports Camp,28434,Haven,45727,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,BuyHeart vs NoAvocado,28436,Breeze,45731,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,BuyHeart vs NoAvocado,28436,Ascent,45732,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Deja Vu vs maybegokill,28437,Bind,45734,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Deja Vu vs maybegokill,28437,Ascent,45735,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,FORMULA 1 vs nuBo,28438,Haven,45737,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,FORMULA 1 vs nuBo,28438,Bind,45738,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Aspire vs ЧИХ-ПЫХ,28439,Ascent,45740,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Aspire vs ЧИХ-ПЫХ,28439,Bind,45741,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,trying to win vs Moscow Five jr,28440,Breeze,45743,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,trying to win vs Moscow Five jr,28440,Bind,45744,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,trying to win vs Moscow Five jr,28440,Split,45745,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Crypto Esports vs SQ,28441,Ascent,45746,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Crypto Esports vs SQ,28441,Split,45747,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,bigmakcombo vs BezBudushego,28442,Ascent,45749,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,bigmakcombo vs BezBudushego,28442,Icebox,45750,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,EZ KATKA vs Poison,28443,Icebox,45752,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,EZ KATKA vs Poison,28443,Ascent,45753,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,ArchiGoKill vs 4SV_OVOSHi,28444,Bind,45755,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,ArchiGoKill vs 4SV_OVOSHi,28444,Ascent,45756,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,feelmyhack vs BibleThump,28445,Ascent,45758,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,feelmyhack vs BibleThump,28445,Haven,45759,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,feelmyhack vs BibleThump,28445,Split,45760,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Save's eSports vs 01234,28446,Bind,45761,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379,Save's eSports vs 01234,28446,Haven,45762,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Ksenox vs Hollywood,28447,Bind,45764,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Ksenox vs Hollywood,28447,Split,45765,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,komand04ka vs deathwish,28448,Ascent,45767,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,komand04ka vs deathwish,28448,Haven,45768,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Anyway vs NoAvocado,28449,Ascent,45770,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Anyway vs NoAvocado,28449,Bind,45771,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Deja Vu vs FORMULA 1,28450,Icebox,45773,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Deja Vu vs FORMULA 1,28450,Haven,45774,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Aspire vs Moscow Five jr,28451,Haven,45776,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Aspire vs Moscow Five jr,28451,Bind,45777,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Aspire vs Moscow Five jr,28451,Breeze,45778,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Crypto Esports vs bigmakcombo,28452,Icebox,45779,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,Crypto Esports vs bigmakcombo,28452,Ascent,45780,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,EZ KATKA vs ArchiGoKill,28453,Ascent,45782,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,EZ KATKA vs ArchiGoKill,28453,Bind,45783,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,feelmyhack vs Save's eSports,28454,Haven,45785,2021
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380,feelmyhack vs Save's eSports,28454,Icebox,45786,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,SMARACIS eSports vs Ksenox,28455,Icebox,45788,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,SMARACIS eSports vs Ksenox,28455,Split,45789,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,Vengeance vs deathwish,28456,Breeze,45791,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,Vengeance vs deathwish,28456,Haven,45792,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,Vengeance vs deathwish,28456,Split,45793,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,AG vs Anyway,28457,Haven,45794,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,AG vs Anyway,28457,Ascent,45795,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,AG vs Anyway,28457,Split,45796,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,tyeasy vs Deja Vu,28458,Split,45797,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,tyeasy vs Deja Vu,28458,Icebox,45798,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,1280x960 vs Aspire,28459,Ascent,45800,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,1280x960 vs Aspire,28459,Haven,45801,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,Aim.Attack vs Crypto Esports,28460,Split,45803,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,Aim.Attack vs Crypto Esports,28460,Ascent,45804,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,Team Divinity vs ArchiGoKill,28461,Split,45806,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,Team Divinity vs ArchiGoKill,28461,Bind,45807,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,GMT Esports vs Save's eSports,28462,Icebox,45809,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381,GMT Esports vs Save's eSports,28462,Breeze,45810,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,1280x960 vs Crypto Esports,28465,Ascent,45818,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,1280x960 vs Crypto Esports,28465,Icebox,45819,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Aspire vs Aim.Attack,28471,Ascent,45836,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Aspire vs Aim.Attack,28471,Bind,45837,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Aspire vs Aim.Attack,28471,Haven,45838,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Team Divinity vs Save's eSports,28472,Icebox,45839,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Team Divinity vs Save's eSports,28472,Bind,45840,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Team Divinity vs Save's eSports,28472,Haven,45841,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,SMARACIS eSports vs deathwish,28463,Breeze,45812,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,SMARACIS eSports vs deathwish,28463,Haven,45813,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,ArchiGoKill vs GMT Esports,28466,Bind,45821,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,ArchiGoKill vs GMT Esports,28466,Icebox,45822,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Ksenox vs Vengeance,28469,Split,45830,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,Ksenox vs Vengeance,28469,Icebox,45831,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,AG vs Deja Vu,28470,Haven,45833,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,AG vs Deja Vu,28470,Icebox,45834,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384,AG vs Deja Vu,28470,Ascent,45835,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,Anyway vs tyeasy,28464,Ascent,45815,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382,Anyway vs tyeasy,28464,Split,45816,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Semifinals,6383,SMARACIS eSports vs tyeasy,28467,Ascent,45824,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Semifinals,6383,SMARACIS eSports vs tyeasy,28467,Icebox,45825,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Semifinals,6383,Crypto Esports vs GMT Esports,28468,Icebox,45827,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Semifinals,6383,Crypto Esports vs GMT Esports,28468,Haven,45828,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 2,6385,ArchiGoKill vs Ksenox,28473,Bind,45842,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 2,6385,ArchiGoKill vs Ksenox,28473,Split,45843,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 2,6385,1280x960 vs AG,28474,Haven,45845,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 2,6385,1280x960 vs AG,28474,Ascent,45846,2021
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 2,6385,Anyway vs Aim.Attack,28475,Ascent,45848,2021
