Tournament,Stage,Match Type,Match Name,Map
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,Six Karma vs E-Xolos LAZER,Split
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,INFINITY vs Border Monsters,Icebox
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,INFINITY vs Border Monsters,Haven
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Opening,INFINITY vs Border Monsters,Breeze
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Elimination,Six Karma vs Border Monsters,Icebox
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Elimination,Six Karma vs Border Monsters,Bind
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Winner's,E-Xolos LAZER vs INFINITY,Icebox
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Winner's,E-Xolos LAZER vs INFINITY,Split
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Decider,E-Xolos LAZER vs Six Karma,Haven
Champions Tour LATAM Stage 3: Challengers Playoffs,LAN Playoffs,Decider,E-Xolos LAZER vs Six Karma,Bind
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,KRÜ Esports vs Six Karma,Bind
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,KRÜ Esports vs Six Karma,Breeze
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,INFINITY vs Australs,Split
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Semifinals,INFINITY vs Australs,Ascent
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Round 1,Six Karma vs INFINITY,Breeze
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Round 1,Six Karma vs INFINITY,Icebox
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Round 1,Six Karma vs INFINITY,Bind
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Final,KRÜ Esports vs Australs,Bind
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Final,KRÜ Esports vs Australs,Split
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Upper Final,KRÜ Esports vs Australs,Breeze
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Final,KRÜ Esports vs Six Karma,Haven
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Lower Final,KRÜ Esports vs Six Karma,Icebox
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Grand Final,Australs vs KRÜ Esports,Haven
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Grand Final,Australs vs KRÜ Esports,Ascent
Champions Tour LATAM Stage 3: Challengers Playoffs,LATAM Playoffs,Grand Final,Australs vs KRÜ Esports,Bind
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Sentinels vs Rise,Breeze
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Sentinels vs Rise,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Sentinels vs Rise,Bind
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Envy vs TSM,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Envy vs TSM,Breeze
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,Envy vs TSM,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,100 Thieves vs FaZe Clan,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,100 Thieves vs FaZe Clan,Breeze
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,XSET vs Luminosity,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Quarterfinals,XSET vs Luminosity,Split
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Sentinels vs Envy,Icebox
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,Sentinels vs Envy,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,100 Thieves vs XSET,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Semifinals,100 Thieves vs XSET,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Rise vs TSM,Split
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Rise vs TSM,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,Rise vs TSM,Breeze
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,FaZe Clan vs Luminosity,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,FaZe Clan vs Luminosity,Split
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 1,FaZe Clan vs Luminosity,Bind
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Envy vs FaZe Clan,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Envy vs FaZe Clan,Bind
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,Envy vs FaZe Clan,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,XSET vs Rise,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,XSET vs Rise,Split
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 2,XSET vs Rise,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Final,Sentinels vs 100 Thieves,Split
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Upper Final,Sentinels vs 100 Thieves,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 3,XSET vs Envy,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Round 3,XSET vs Envy,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,100 Thieves vs Envy,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,100 Thieves vs Envy,Breeze
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,100 Thieves vs Envy,Ascent
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,100 Thieves vs Envy,Icebox
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Lower Final,100 Thieves vs Envy,Split
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Sentinels vs 100 Thieves,Bind
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Sentinels vs 100 Thieves,Breeze
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Sentinels vs 100 Thieves,Haven
Champions Tour North America Stage 3: Challengers Playoffs,Main Event,Grand Final,Sentinels vs 100 Thieves,Split
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Wildcard Gaming vs Altered Edge,Bind
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Wildcard Gaming vs Altered Edge,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Mindfreak vs aaaa,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Mindfreak vs aaaa,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Mindfreak vs aaaa,Bind
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Orgless vs Nebula,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Orgless vs Nebula,Split
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Orgless vs Nebula,Icebox
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,PEACE vs Bizarre Gaming,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,PEACE vs Bizarre Gaming,Split
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Shadownet vs Team Bliss,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Shadownet vs Team Bliss,Icebox
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Shadownet vs Team Bliss,Bind
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Straight Outta The Zoo vs Collateral eSports,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Straight Outta The Zoo vs Collateral eSports,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Kingsmen vs ORDER,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Kingsmen vs ORDER,Bind
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Straight Outta The Zoo vs ORDER,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Straight Outta The Zoo vs ORDER,Bind
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,PEACE vs Team Bliss,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,PEACE vs Team Bliss,Breeze
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,PEACE vs Team Bliss,Split
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Mindfreak vs Orgless,Breeze
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Mindfreak vs Orgless,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Team Bliss vs ORDER,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Team Bliss vs ORDER,Bind
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Villains Esports vs Dire Wolves,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Villains Esports vs Dire Wolves,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,Round of 16,Villains Esports vs Dire Wolves,Split
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Wildcard Gaming vs Villains Esports,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Quarterfinals,Wildcard Gaming vs Villains Esports,Split
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Wildcard Gaming vs Mindfreak,Icebox
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Wildcard Gaming vs Mindfreak,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,Semifinals,Wildcard Gaming vs Mindfreak,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,PEACE vs Straight Outta The Zoo,Bind
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,PEACE vs Straight Outta The Zoo,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,PEACE vs Straight Outta The Zoo,Icebox
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,Villains Esports vs Orgless,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Secondary Semifinals,Villains Esports vs Orgless,Breeze
Oceania Tour: Stage 03,Open Qualifier #1,3rd Place Match,Mindfreak vs Team Bliss,Haven
Oceania Tour: Stage 03,Open Qualifier #1,3rd Place Match,Mindfreak vs Team Bliss,Split
Oceania Tour: Stage 03,Open Qualifier #1,Grand Final,Wildcard Gaming vs ORDER,Haven
Oceania Tour: Stage 03,Open Qualifier #1,Grand Final,Wildcard Gaming vs ORDER,Bind
Oceania Tour: Stage 03,Open Qualifier #1,5th-6th Decider Match,Villains Esports vs PEACE,Haven
Oceania Tour: Stage 03,Open Qualifier #1,5th-6th Decider Match,Villains Esports vs PEACE,Icebox
Oceania Tour: Stage 03,Open Qualifier #1,7th-8th Decider Match,Orgless vs Straight Outta The Zoo,Bind
Oceania Tour: Stage 03,Open Qualifier #1,7th-8th Decider Match,Orgless vs Straight Outta The Zoo,Ascent
Oceania Tour: Stage 03,Open Qualifier #1,7th-8th Decider Match,Orgless vs Straight Outta The Zoo,Haven
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,ORDER vs Orgless,"Bind													


						
													33:02"
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,Mindfreak vs PEACE,"Breeze													


						
													38:42"
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,Wildcard Gaming vs Straight Outta The Zoo,"Bind													


						
													50:43"
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Quarterfinals,Team Bliss vs Villains Esports,"Haven													


						
													39:01"
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Orgless vs Mindfreak,Ascent
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Orgless vs Mindfreak,Bind
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Wildcard Gaming vs Villains Esports,Haven
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 1,Wildcard Gaming vs Villains Esports,Icebox
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,ORDER vs PEACE,Haven
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,ORDER vs PEACE,Icebox
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,Straight Outta The Zoo vs Team Bliss,Icebox
Oceania Tour: Stage 03,Closed Qualifier #1,Upper Semifinals,Straight Outta The Zoo vs Team Bliss,Split
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,Team Bliss vs Mindfreak,Ascent
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,Team Bliss vs Mindfreak,Haven
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,Team Bliss vs Mindfreak,Split
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,PEACE vs Wildcard Gaming,Haven
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,PEACE vs Wildcard Gaming,Icebox
Oceania Tour: Stage 03,Closed Qualifier #1,Lower Round 2,PEACE vs Wildcard Gaming,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Nebula vs Wheels,Icebox
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Nebula vs Wheels,Bind
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Nebula vs POTENT,Icebox
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Nebula vs POTENT,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Senegy Gaming vs Wheels,Bind
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Senegy Gaming vs Wheels,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Hectic Habibs  vs Funky Monkeys,Icebox
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Hectic Habibs  vs Funky Monkeys,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,McTeam vs aaaa,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,McTeam vs aaaa,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Shadownet vs Pigeons Esports,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Shadownet vs Pigeons Esports,Icebox
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Finality vs Altered Edge,Split
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Finality vs Altered Edge,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Finality vs Altered Edge,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Team Kick It vs 95x Esports,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Team Kick It vs 95x Esports,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Funky Monkeys vs aaaa,Bind
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Funky Monkeys vs aaaa,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Pigeons Esports vs Finality,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Pigeons Esports vs Finality,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,Pigeons Esports vs Finality,Split
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Outlaws vs Dire Wolves,Icebox
Oceania Tour: Stage 03,Open Qualifier #2,Round of 16,Outlaws vs Dire Wolves,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,95x Esports vs Dire Wolves,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,95x Esports vs Dire Wolves,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Quarterfinals,95x Esports vs Dire Wolves,Bind
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Pigeons Esports vs Dire Wolves,Icebox
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Pigeons Esports vs Dire Wolves,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Pigeons Esports vs Dire Wolves,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Nebula vs Funky Monkeys,Icebox
Oceania Tour: Stage 03,Open Qualifier #2,Semifinals,Nebula vs Funky Monkeys,Split
Oceania Tour: Stage 03,Open Qualifier #2,Grand Finals,Nebula vs Pigeons Esports,Ascent
Oceania Tour: Stage 03,Open Qualifier #2,Grand Finals,Nebula vs Pigeons Esports,Split
Oceania Tour: Stage 03,Open Qualifier #2,Grand Finals,Nebula vs Pigeons Esports,Bind
Oceania Tour: Stage 03,Open Qualifier #2,Consolation Final,Funky Monkeys vs Dire Wolves,Haven
Oceania Tour: Stage 03,Open Qualifier #2,Consolation Final,Funky Monkeys vs Dire Wolves,Ascent
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,Villains Esports vs Pigeons Esports,"Ascent													


						
													53:15"
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,Orgless vs Nebula,"Breeze													


						
													41:19"
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,PEACE vs Dire Wolves,"Icebox													


						
													40:19"
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Quarterfinals,Mindfreak vs Funky Monkeys,"Bind													


						
													40:28"
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Pigeons Esports vs Dire Wolves,Icebox
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Pigeons Esports vs Dire Wolves,Ascent
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Pigeons Esports vs Dire Wolves,Haven
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Funky Monkeys vs Orgless,Haven
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 1,Funky Monkeys vs Orgless,Icebox
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Mindfreak vs Nebula,Ascent
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Mindfreak vs Nebula,Breeze
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Villains Esports vs PEACE,Icebox
Oceania Tour: Stage 03,Closed Qualifier #2,Upper Bracket Semifinals,Villains Esports vs PEACE,Haven
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Villains Esports vs Funky Monkeys,Haven
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Villains Esports vs Funky Monkeys,Icebox
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Villains Esports vs Funky Monkeys,Ascent
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Mindfreak vs Dire Wolves,Breeze
Oceania Tour: Stage 03,Closed Qualifier #2,Lower Bracket Round 2,Mindfreak vs Dire Wolves,Ascent
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,ORDER vs Funky Monkeys,Ascent
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,ORDER vs Funky Monkeys,Icebox
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Straight Outta The Zoo vs Mindfreak,Ascent
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Straight Outta The Zoo vs Mindfreak,Split
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Team Bliss vs PEACE,Breeze
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Team Bliss vs PEACE,Haven
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Team Bliss vs PEACE,Ascent
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Wildcard Gaming vs Nebula,Bind
Oceania Tour: Stage 03,Finals,Upper Quarterfinals,Wildcard Gaming vs Nebula,Icebox
Oceania Tour: Stage 03,Finals,Upper Semifinals,ORDER vs PEACE,Icebox
Oceania Tour: Stage 03,Finals,Upper Semifinals,ORDER vs PEACE,Breeze
Oceania Tour: Stage 03,Finals,Lower Round 1,VERTEX vs Team Bliss,Haven
Oceania Tour: Stage 03,Finals,Lower Round 1,VERTEX vs Team Bliss,Split
Oceania Tour: Stage 03,Finals,Upper Semifinals,Mindfreak vs Wildcard Gaming,Split
Oceania Tour: Stage 03,Finals,Upper Semifinals,Mindfreak vs Wildcard Gaming,Haven
Oceania Tour: Stage 03,Finals,Lower Round 1,Straight Outta The Zoo vs Nebula,Ascent
Oceania Tour: Stage 03,Finals,Lower Round 1,Straight Outta The Zoo vs Nebula,Bind
Oceania Tour: Stage 03,Finals,Lower Round 2,Mindfreak vs Team Bliss,Breeze
Oceania Tour: Stage 03,Finals,Lower Round 2,Mindfreak vs Team Bliss,Ascent
Oceania Tour: Stage 03,Finals,Lower Round 2,PEACE vs Nebula,Icebox
Oceania Tour: Stage 03,Finals,Lower Round 2,PEACE vs Nebula,Breeze
Oceania Tour: Stage 03,Finals,Lower Round 2,PEACE vs Nebula,Ascent
Oceania Tour: Stage 03,Finals,Upper Final,ORDER vs Wildcard Gaming,Bind
Oceania Tour: Stage 03,Finals,Upper Final,ORDER vs Wildcard Gaming,Icebox
Oceania Tour: Stage 03,Finals,Lower Round 3,Mindfreak vs PEACE,Icebox
Oceania Tour: Stage 03,Finals,Lower Round 3,Mindfreak vs PEACE,Split
Oceania Tour: Stage 03,Finals,Lower Round 3,Mindfreak vs PEACE,Ascent
Oceania Tour: Stage 03,Finals,Lower Final,Wildcard Gaming vs PEACE,Icebox
Oceania Tour: Stage 03,Finals,Lower Final,Wildcard Gaming vs PEACE,Haven
Oceania Tour: Stage 03,Finals,Lower Final,Wildcard Gaming vs PEACE,Ascent
Oceania Tour: Stage 03,Finals,Grand Final,ORDER vs PEACE,Icebox
Oceania Tour: Stage 03,Finals,Grand Final,ORDER vs PEACE,Breeze
Oceania Tour: Stage 03,Finals,Grand Final,ORDER vs PEACE,Ascent
Oceania Tour: Stage 03,Finals,Grand Final,ORDER vs PEACE,Bind
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group A,NUTURN vs Klaus,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group A,NUTURN vs Klaus,Breeze
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,DAMWON Gaming vs Straight Warfare,Bind
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,DAMWON Gaming vs Straight Warfare,Breeze
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,Noble Experience vs Zero Risk,Split
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,Noble Experience vs Zero Risk,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Vision Strikers vs LFT,Icebox
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Vision Strikers vs LFT,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Unknown vs ELNiS Esports,Icebox
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Unknown vs ELNiS Esports,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,GOMA vs Man Of the Match ,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,GOMA vs Man Of the Match ,Breeze
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,Tail Nine Esports vs World Game Star,Breeze
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,Tail Nine Esports vs World Game Star,Split
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group A,NUTURN vs oFby,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group A,NUTURN vs oFby,Icebox
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,DAMWON Gaming vs Zero Risk,Bind
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,DAMWON Gaming vs Zero Risk,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,Straight Warfare vs Noble Experience,Breeze
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,Straight Warfare vs Noble Experience,Bind
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Vision Strikers vs ELNiS Esports,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Vision Strikers vs ELNiS Esports,Icebox
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,LFT vs Unknown,Bind
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,LFT vs Unknown,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,Man Of the Match  vs World Game Star,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,Man Of the Match  vs World Game Star,Split
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,GOMA vs Tail Nine Esports,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,GOMA vs Tail Nine Esports,Breeze
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,DAMWON Gaming vs Noble Experience,Bind
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,DAMWON Gaming vs Noble Experience,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Vision Strikers vs Unknown,Icebox
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,Vision Strikers vs Unknown,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group A,oFby vs Klaus,Split
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group A,oFby vs Klaus,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,Zero Risk vs Straight Warfare,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group B,Zero Risk vs Straight Warfare,Split
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,ELNiS Esports vs LFT,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group C,ELNiS Esports vs LFT,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,Man Of the Match  vs Tail Nine Esports,Split
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,Man Of the Match  vs Tail Nine Esports,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,Man Of the Match  vs Tail Nine Esports,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,World Game Star vs GOMA,Breeze
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,World Game Star vs GOMA,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group D,World Game Star vs GOMA,Haven
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group E,GoNGo Prince vs RYU Gaming ,Ascent
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group E,GoNGo Prince vs RYU Gaming ,Icebox
Champions Tour Korea Stage 3: Challengers,Open Qualifier,Group E,BE INFAMOUS vs Floma Gaming,Haven
