Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Gambit Esports,4,2,0,0,8,1,4,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Icebox,Team Secret,8,1,4,0,4,2,0,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Gambit Esports,11,2,0,0,0,0,0,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Breeze,Team Secret,0,0,0,0,11,2,0,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Gambit Esports,8,2,2,1,4,0,2,0
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Bind,Team Secret,4,0,2,0,8,2,2,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,Sentinels,7,1,3,2,7,0,2,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Ascent,FURIA,7,0,2,0,7,1,3,2
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,Sentinels,5,3,1,1,10,0,2,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Breeze,FURIA,10,0,2,1,5,3,1,1
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,Sentinels,8,0,4,1,6,0,3,0
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Haven,FURIA,6,0,3,0,8,0,4,1
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,KRÜ Esports,5,0,0,0,9,0,4,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Haven,Team Liquid,9,0,4,0,5,0,0,0
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,KRÜ Esports,8,0,0,0,8,2,2,1
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Ascent,Team Liquid,8,2,2,1,8,0,0,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,Vision Strikers,5,2,2,1,5,2,6,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Icebox,FNATIC,5,2,6,0,5,2,2,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,Vision Strikers,8,2,1,2,5,1,3,1
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Haven,FNATIC,5,1,3,1,8,2,1,2
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Fracture,Vision Strikers,2,1,2,1,9,2,2,0
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Fracture,FNATIC,9,2,2,0,2,1,2,1
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Breeze,Envy,9,0,3,1,5,2,0,1
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Breeze,X10 Esports,5,2,0,1,9,0,3,1
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Ascent,Envy,11,1,1,0,5,0,1,1
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Ascent,X10 Esports,5,0,1,1,11,1,1,0
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Split,Gambit Esports,9,1,2,1,3,0,3,0
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Split,Team Vikings,3,0,3,0,9,1,2,1
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Bind,Gambit Esports,1,0,4,0,5,4,4,0
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Bind,Team Vikings,5,4,4,0,1,0,4,0
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Icebox,Gambit Esports,8,0,6,0,5,1,6,0
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Icebox,Team Vikings,5,1,6,0,8,0,6,0
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Breeze,Team Liquid,12,0,1,1,6,1,3,2
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Breeze,Sentinels,6,1,3,2,12,0,1,1
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Bind,Team Liquid,1,0,1,0,6,4,3,0
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Bind,Sentinels,6,4,3,0,1,0,1,0
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Split,Team Liquid,11,0,2,0,6,2,1,1
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Split,Sentinels,6,2,1,1,11,0,2,0
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Icebox,Acend,7,1,1,0,9,1,3,0
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Icebox,Keyd Stars,9,1,3,0,7,1,1,0
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Bind,Acend,6,5,2,0,2,0,1,0
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Bind,Keyd Stars,2,0,1,0,6,5,2,0
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Breeze,Acend,9,1,2,1,6,2,2,0
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Breeze,Keyd Stars,6,2,2,0,9,1,2,1
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Split,Team Secret,10,1,1,1,4,0,1,0
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Split,Crazy Raccoon,4,0,1,0,10,1,1,1
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Haven,Team Secret,11,0,2,0,2,0,0,0
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Haven,Crazy Raccoon,2,0,0,0,11,0,2,0
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Fracture,KRÜ Esports,9,1,1,0,7,1,5,0
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Fracture,FURIA,7,1,5,0,9,1,1,0
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Ascent,KRÜ Esports,10,1,1,1,4,1,2,1
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Ascent,FURIA,4,1,2,1,10,1,1,1
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Haven,KRÜ Esports,11,2,0,0,4,2,3,0
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,Haven,FURIA,4,2,3,0,11,2,0,0
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Split,FULL SENSE,4,0,3,0,9,0,3,1
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Split,Cloud9,9,0,3,1,4,0,3,0
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Breeze,FULL SENSE,11,0,1,0,8,1,4,1
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Breeze,Cloud9,8,1,4,1,11,0,1,0
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Ascent,Acend,8,2,2,1,5,1,2,0
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Ascent,Envy,5,1,2,0,8,2,2,1
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Bind,Acend,5,4,4,0,7,2,2,0
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Bind,Envy,7,2,2,0,5,4,4,0
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Icebox,Keyd Stars,5,0,1,0,8,0,5,0
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Icebox,X10 Esports,8,0,5,0,5,0,1,0
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Haven,Keyd Stars,4,1,0,0,10,3,0,0
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Haven,X10 Esports,10,3,0,0,4,1,0,0
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Fracture,Sentinels,11,0,2,0,4,1,2,0
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Fracture,KRÜ Esports,4,1,2,0,11,0,2,0
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Haven,Sentinels,9,0,2,0,8,2,3,0
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Haven,KRÜ Esports,8,2,3,0,9,0,2,0
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Split,Sentinels,4,5,2,0,13,0,0,0
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Split,KRÜ Esports,13,0,0,0,4,5,2,0
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Ascent,Vision Strikers,8,0,2,0,10,0,3,0
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Ascent,Cloud9,10,0,3,0,8,0,2,0
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Split,Vision Strikers,10,1,1,1,5,1,3,0
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Split,Cloud9,5,1,3,0,10,1,1,1
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Breeze,Vision Strikers,7,1,3,0,9,2,2,0
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Breeze,Cloud9,9,2,2,0,7,1,3,0
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Haven,Team Vikings,4,0,2,0,8,0,3,2
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Haven,Team Secret,8,0,3,2,4,0,2,0
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Icebox,Team Vikings,5,0,2,0,6,1,6,0
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Icebox,Team Secret,6,1,6,0,5,0,2,0
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Icebox,Envy,10,0,3,0,7,3,0,0
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Icebox,X10 Esports,7,3,0,0,10,0,3,0
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Split,Envy,6,0,1,1,8,1,4,0
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Split,X10 Esports,8,1,4,0,6,0,1,1
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Haven,Envy,7,1,4,0,11,0,2,1
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Haven,X10 Esports,11,0,2,1,7,1,4,0
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Icebox,Acend,10,1,2,0,4,0,3,1
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Icebox,Team Secret,4,0,3,1,10,1,2,0
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Breeze,Acend,11,0,2,0,5,0,1,0
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Breeze,Team Secret,5,0,1,0,11,0,2,0
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Bind,Team Liquid,8,1,4,0,5,2,2,1
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Bind,Cloud9,5,2,2,1,8,1,4,0
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Ascent,Team Liquid,9,1,1,2,7,2,1,1
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Ascent,Cloud9,7,2,1,1,9,1,1,2
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Fracture,Gambit Esports,9,2,2,0,5,2,0,0
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Fracture,X10 Esports,5,2,0,0,9,2,2,0
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Ascent,Gambit Esports,5,1,1,0,7,3,2,1
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Ascent,X10 Esports,7,3,2,1,5,1,1,0
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Breeze,Gambit Esports,10,1,2,0,6,1,0,0
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Breeze,X10 Esports,6,1,0,0,10,1,2,0
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Haven,FNATIC,9,2,2,0,9,3,3,0
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Haven,KRÜ Esports,9,3,3,0,9,2,2,0
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Icebox,FNATIC,9,1,3,0,4,0,1,1
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Icebox,KRÜ Esports,4,0,1,1,9,1,3,0
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Split,FNATIC,3,2,3,0,11,1,0,1
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,Split,KRÜ Esports,11,1,0,1,3,2,3,0
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Bind,Acend,12,0,0,1,5,1,0,0
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Bind,Team Liquid,5,1,0,0,12,0,0,1
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Split,Acend,8,0,4,1,3,0,2,0
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Split,Team Liquid,3,0,2,0,8,0,4,1
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Breeze,Gambit Esports,7,0,5,1,6,0,1,1
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Breeze,KRÜ Esports,6,0,1,1,7,0,5,1
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Ascent,Gambit Esports,6,0,1,0,10,2,1,0
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Ascent,KRÜ Esports,10,2,1,0,6,0,1,0
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Bind,Gambit Esports,13,2,2,1,12,0,3,1
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Bind,KRÜ Esports,12,0,3,1,13,2,2,1
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Breeze,Acend,4,1,4,2,13,0,0,0
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Breeze,Gambit Esports,13,0,0,0,4,1,4,2
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Ascent,Acend,10,1,1,1,6,1,0,0
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Ascent,Gambit Esports,6,1,0,0,10,1,1,1
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Fracture,Acend,2,0,1,0,12,0,1,0
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Fracture,Gambit Esports,12,0,1,0,2,0,1,0
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Icebox,Acend,10,1,3,0,11,0,1,0
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Icebox,Gambit Esports,11,0,1,0,10,1,3,0
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Split,Acend,9,2,2,0,7,1,0,0
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Split,Gambit Esports,7,1,0,0,9,2,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Breeze,100 Thieves,7,0,2,1,6,3,3,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Breeze,Gen.G,6,3,3,1,7,0,2,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Split,100 Thieves,11,0,2,0,6,1,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Split,Gen.G,6,1,1,0,11,0,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Icebox,100 Thieves,9,2,2,0,2,0,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Icebox,Gen.G,2,0,2,0,9,2,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Haven,XSET,2,0,0,0,8,0,4,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Haven,Luminosity,8,0,4,1,2,0,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Ascent,XSET,9,0,3,1,5,1,1,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Ascent,Luminosity,5,1,1,1,9,0,3,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Split,XSET,10,0,2,1,7,0,3,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Split,Luminosity,7,0,3,0,10,0,2,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,Split,100 Thieves,6,1,2,0,11,0,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,Split,XSET,11,0,2,0,6,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,Breeze,100 Thieves,11,0,2,0,5,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,Breeze,XSET,5,1,2,0,11,0,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,Ascent,100 Thieves,9,2,2,0,6,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,Ascent,XSET,6,1,2,0,9,2,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Breeze,FaZe Clan,10,1,2,0,5,2,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Breeze,Rise,5,2,1,0,10,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Ascent,FaZe Clan,5,0,2,1,4,3,4,2
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Ascent,Rise,4,3,4,2,5,0,2,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Bind,FaZe Clan,5,1,0,1,7,2,2,2
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Bind,Rise,7,2,2,2,5,1,0,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Breeze,Version1,4,0,0,1,10,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Breeze,Cloud9,10,1,2,0,4,0,0,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Icebox,Version1,6,1,2,0,8,4,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Icebox,Cloud9,8,4,1,0,6,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Ascent,Rise,10,1,1,0,11,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Ascent,Cloud9,11,1,2,0,10,1,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Haven,Rise,9,0,4,0,4,0,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Haven,Cloud9,4,0,0,0,9,0,4,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Breeze,Rise,13,0,2,0,11,1,0,1
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Breeze,Cloud9,11,1,0,1,13,0,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Haven,Gen.G,10,0,2,1,6,3,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Haven,Luminosity,6,3,0,0,10,0,2,1
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Split,Gen.G,12,0,1,0,5,1,3,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Split,Luminosity,5,1,3,0,12,0,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,Icebox,FaZe Clan,7,2,1,0,10,2,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,Icebox,Version1,10,2,1,0,7,2,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,Breeze,FaZe Clan,5,3,2,0,5,2,4,2
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,Breeze,Version1,5,2,4,2,5,3,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Ascent,Cloud9,12,1,0,0,1,0,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Ascent,Gen.G,1,0,0,0,12,1,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Split,Cloud9,7,1,3,1,9,0,5,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Split,Gen.G,9,0,5,0,7,1,3,1
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Breeze,Cloud9,12,1,0,0,6,0,3,1
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Breeze,Gen.G,6,0,3,1,12,1,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,Bind,XSET,10,3,0,0,4,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,Bind,Version1,4,1,2,0,10,3,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,Icebox,XSET,9,0,4,0,2,1,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,Icebox,Version1,2,1,1,0,9,0,4,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Breeze,100 Thieves,7,3,1,0,9,1,3,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Breeze,Rise,9,1,3,0,7,3,1,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Ascent,100 Thieves,8,1,2,2,8,0,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Ascent,Rise,8,0,2,0,8,1,2,2
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Haven,100 Thieves,11,0,0,0,8,2,3,0
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Haven,Rise,8,2,3,0,11,0,0,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,Bind,Cloud9,10,1,2,0,5,0,1,1
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,Bind,XSET,5,0,1,1,10,1,2,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,Ascent,Cloud9,9,1,2,2,7,2,3,0
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,Ascent,XSET,7,2,3,0,9,1,2,2
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,100 Thieves vs Cloud9,Icebox,100 Thieves,9,1,4,0,7,3,2,0
