Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,NRG Esports vs Taipan Esports,Split,Taipan Esports,3,0,0,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,IlluZion vs UYU,Haven,IlluZion,10,0,3,0,5,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,IlluZion vs UYU,Haven,UYU,5,0,2,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,IlluZion vs UYU,Bind,IlluZion,8,2,4,0,7,2,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,IlluZion vs UYU,Bind,UYU,7,2,3,0,8,2,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,VIRTUOSO vs Thrifty,Icebox,VIRTUOSO,12,1,0,0,0,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,VIRTUOSO vs Thrifty,Icebox,Thrifty,0,0,1,0,12,1,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,VIRTUOSO vs Thrifty,Bind,VIRTUOSO,9,4,3,0,11,0,2,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,VIRTUOSO vs Thrifty,Bind,Thrifty,11,0,2,1,9,4,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Fenrir vs Leftovers,Ascent,Fenrir,9,1,3,0,4,0,2,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Fenrir vs Leftovers,Ascent,Leftovers,4,0,2,1,9,1,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Fenrir vs Leftovers,Haven,Fenrir,7,1,5,0,7,1,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Fenrir vs Leftovers,Haven,Leftovers,7,1,3,0,7,1,5,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Immortals vs STORM,Ascent,Immortals,11,0,1,1,3,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Immortals vs STORM,Ascent,STORM,3,0,1,0,11,0,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Immortals vs STORM,Icebox,Immortals,11,1,1,0,2,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Immortals vs STORM,Icebox,STORM,2,0,1,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Last Round Save vs Team Reckaroo,Icebox,Last Round Save,7,2,4,0,4,2,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Last Round Save vs Team Reckaroo,Icebox,Team Reckaroo,4,2,2,0,7,2,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Last Round Save vs Team Reckaroo,Split,Last Round Save,8,1,4,0,5,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Last Round Save vs Team Reckaroo,Split,Team Reckaroo,5,0,2,0,8,1,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Pioneers vs East Hill,Ascent,Pioneers,12,0,1,0,6,0,2,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Pioneers vs East Hill,Ascent,East Hill,6,0,2,1,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Pioneers vs East Hill,Split,Pioneers,13,0,0,0,0,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Pioneers vs East Hill,Split,East Hill,0,0,0,0,13,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Baking Company vs Dark Matter Black,Ascent,Baking Company,10,0,3,0,7,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Baking Company vs Dark Matter Black,Ascent,Dark Matter Black,7,0,1,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Baking Company vs Dark Matter Black,Breeze,Baking Company,11,0,2,0,5,2,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 128,Baking Company vs Dark Matter Black,Breeze,Dark Matter Black,5,2,1,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Envy vs Carpe Noctem,Haven,Envy,10,1,2,0,6,2,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Envy vs Carpe Noctem,Haven,Carpe Noctem,6,2,1,0,10,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Envy vs Carpe Noctem,Ascent,Envy,13,0,0,0,6,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Envy vs Carpe Noctem,Ascent,Carpe Noctem,6,0,3,0,13,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Evil Geniuses vs Bewds Retirement Home,Breeze,Evil Geniuses,7,4,2,0,6,1,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Evil Geniuses vs Bewds Retirement Home,Breeze,Bewds Retirement Home,6,1,4,0,7,4,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Evil Geniuses vs Bewds Retirement Home,Ascent,Evil Geniuses,12,0,1,0,3,2,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Evil Geniuses vs Bewds Retirement Home,Ascent,Bewds Retirement Home,3,2,1,0,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Soniqs vs Down Two Earth,Icebox,Soniqs,6,2,5,0,5,1,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Soniqs vs Down Two Earth,Icebox,Down Two Earth,5,1,4,0,6,2,5,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Soniqs vs Down Two Earth,Ascent,Soniqs,11,0,2,0,2,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Soniqs vs Down Two Earth,Ascent,Down Two Earth,2,0,0,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Renegades vs Able Esports,Breeze,Renegades,11,1,1,0,4,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Renegades vs Able Esports,Breeze,Able Esports,4,1,1,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Renegades vs Able Esports,Bind,Renegades,12,0,1,0,2,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Renegades vs Able Esports,Bind,Able Esports,2,0,0,0,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,FaZe Clan vs Frail Males,Ascent,FaZe Clan,8,0,0,0,6,3,3,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,FaZe Clan vs Frail Males,Ascent,Frail Males,6,3,3,1,8,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,FaZe Clan vs Frail Males,Icebox,FaZe Clan,10,0,3,0,8,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,FaZe Clan vs Frail Males,Icebox,Frail Males,8,0,1,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,FaZe Clan vs Frail Males,Haven,FaZe Clan,10,1,2,0,1,1,0,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,FaZe Clan vs Frail Males,Haven,Frail Males,1,1,0,1,10,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,DarkZero Esports vs CoT,Haven,DarkZero Esports,11,1,3,0,6,2,5,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,DarkZero Esports vs CoT,Haven,CoT,6,2,5,0,11,1,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,DarkZero Esports vs CoT,Ascent,DarkZero Esports,7,1,4,1,6,1,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,DarkZero Esports vs CoT,Ascent,CoT,6,1,3,0,7,1,4,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Brimstone Gaming vs Squirtle Squad,Haven,Brimstone Gaming,4,0,2,0,7,0,5,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Brimstone Gaming vs Squirtle Squad,Haven,Squirtle Squad,7,0,5,1,4,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Brimstone Gaming vs Squirtle Squad,Breeze,Brimstone Gaming,10,0,1,0,11,2,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Brimstone Gaming vs Squirtle Squad,Breeze,Squirtle Squad,11,2,0,0,10,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,T1 vs O.O.D.A Loopers,Icebox,T1,11,1,1,0,3,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,T1 vs O.O.D.A Loopers,Icebox,O.O.D.A Loopers,3,0,2,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,T1 vs O.O.D.A Loopers,Ascent,T1,12,0,1,0,3,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,T1 vs O.O.D.A Loopers,Ascent,O.O.D.A Loopers,3,1,2,0,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Ghost Gaming vs Zero MarksMen,Ascent,Ghost Gaming,10,1,1,1,8,0,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Ghost Gaming vs Zero MarksMen,Ascent,Zero MarksMen,8,0,1,1,10,1,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Ghost Gaming vs Zero MarksMen,Haven,Ghost Gaming,9,0,4,0,2,4,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Ghost Gaming vs Zero MarksMen,Haven,Zero MarksMen,2,4,1,1,9,0,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Luminosity vs Cloud9 White,Icebox,Luminosity,11,0,2,0,6,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Luminosity vs Cloud9 White,Icebox,Cloud9 White,6,0,1,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Luminosity vs Cloud9 White,Haven,Luminosity,10,0,3,0,3,1,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Luminosity vs Cloud9 White,Haven,Cloud9 White,3,1,0,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Complexity vs HorizonGG,Icebox,Complexity,10,0,3,0,0,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Complexity vs HorizonGG,Icebox,HorizonGG,0,0,0,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Complexity vs HorizonGG,Split,Complexity,11,1,1,0,3,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Complexity vs HorizonGG,Split,HorizonGG,3,0,0,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,ez5 vs DNADIFF,Bind,ez5,10,2,1,0,3,0,0,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,ez5 vs DNADIFF,Bind,DNADIFF,3,0,0,1,10,2,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,ez5 vs DNADIFF,Haven,ez5,8,0,2,0,10,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,ez5 vs DNADIFF,Haven,DNADIFF,10,1,2,0,8,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,ez5 vs DNADIFF,Icebox,ez5,11,2,0,0,3,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,ez5 vs DNADIFF,Icebox,DNADIFF,3,0,1,0,11,2,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Gen.G vs Exotic,Haven,Gen.G,10,3,0,0,2,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Gen.G vs Exotic,Haven,Exotic,2,0,1,0,10,3,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Gen.G vs Exotic,Bind,Gen.G,9,0,4,0,1,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Gen.G vs Exotic,Bind,Exotic,1,0,0,0,9,0,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Knights vs Sbread Gaming,Haven,Knights,11,0,2,0,2,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Knights vs Sbread Gaming,Haven,Sbread Gaming,2,1,1,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Knights vs Sbread Gaming,Bind,Knights,11,2,0,0,0,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Knights vs Sbread Gaming,Bind,Sbread Gaming,0,0,1,0,11,2,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Cloud9 vs 303 Esports,Icebox,Cloud9,11,1,1,0,8,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Cloud9 vs 303 Esports,Icebox,303 Esports,8,0,2,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Cloud9 vs 303 Esports,Haven,Cloud9,10,0,3,0,7,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Cloud9 vs 303 Esports,Haven,303 Esports,7,0,2,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Rise vs zesty's money crew,Ascent,Rise,10,0,3,0,4,0,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Rise vs zesty's money crew,Ascent,zesty's money crew,4,0,4,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Rise vs zesty's money crew,Split,Rise,10,0,3,0,5,0,5,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Rise vs zesty's money crew,Split,zesty's money crew,5,0,5,1,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,NRG Esports vs IlluZion,Bind,NRG Esports,9,0,4,0,1,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,NRG Esports vs IlluZion,Bind,IlluZion,1,1,2,0,9,0,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,NRG Esports vs IlluZion,Breeze,NRG Esports,13,0,0,0,1,1,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,NRG Esports vs IlluZion,Breeze,IlluZion,1,1,0,0,13,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Immortals vs Last Round Save,Ascent,Immortals,11,1,1,0,1,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Immortals vs Last Round Save,Ascent,Last Round Save,1,0,1,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Immortals vs Last Round Save,Split,Immortals,12,1,2,0,8,2,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Immortals vs Last Round Save,Split,Last Round Save,8,2,3,0,12,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,TSM vs Levitate,Split,TSM,11,0,1,1,6,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,TSM vs Levitate,Split,Levitate,6,0,2,0,11,0,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,TSM vs Levitate,Haven,TSM,9,1,3,0,4,2,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,TSM vs Levitate,Haven,Levitate,4,2,0,0,9,1,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,OOKERS vs Insight,Bind,OOKERS,10,0,2,1,6,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,OOKERS vs Insight,Bind,Insight,6,1,1,0,10,0,2,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,OOKERS vs Insight,Ascent,OOKERS,8,1,0,1,9,3,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,OOKERS vs Insight,Ascent,Insight,9,3,1,0,8,1,0,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,OOKERS vs Insight,Split,OOKERS,4,1,2,0,8,2,2,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,OOKERS vs Insight,Split,Insight,8,2,2,1,4,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,100 Thieves vs Lazarus,Breeze,100 Thieves,8,3,1,1,6,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,100 Thieves vs Lazarus,Breeze,Lazarus,6,0,2,0,8,3,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,100 Thieves vs Lazarus,Icebox,100 Thieves,11,0,2,0,5,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,100 Thieves vs Lazarus,Icebox,Lazarus,5,0,0,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,SoaR vs Cosmic Divide,Ascent,SoaR,11,0,2,0,4,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,SoaR vs Cosmic Divide,Ascent,Cosmic Divide,4,1,2,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,SoaR vs Cosmic Divide,Haven,SoaR,13,0,0,0,6,2,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,SoaR vs Cosmic Divide,Haven,Cosmic Divide,6,2,2,0,13,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Noble vs Professional Malders,Haven,Noble,9,1,5,1,9,1,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Noble vs Professional Malders,Haven,Professional Malders,9,1,4,0,9,1,5,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Noble vs Professional Malders,Bind,Noble,8,1,4,0,2,5,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Noble vs Professional Malders,Bind,Professional Malders,2,5,2,0,8,1,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Resonate vs YFP Gaming,Breeze,Resonate,7,0,3,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Resonate vs YFP Gaming,Breeze,YFP Gaming,11,0,2,0,7,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Resonate vs YFP Gaming,Icebox,Resonate,11,0,2,0,7,2,0,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Resonate vs YFP Gaming,Icebox,YFP Gaming,7,2,0,1,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Resonate vs YFP Gaming,Split,Resonate,4,2,1,0,8,2,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Resonate vs YFP Gaming,Split,YFP Gaming,8,2,3,0,4,2,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Andbox vs Rock Bottom ,Ascent,Andbox,10,1,1,1,3,1,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Andbox vs Rock Bottom ,Ascent,Rock Bottom ,3,1,0,0,10,1,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Andbox vs Rock Bottom ,Split,Andbox,10,0,3,0,4,1,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Andbox vs Rock Bottom ,Split,Rock Bottom ,4,1,0,0,10,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,BASILISK vs Big Frames,Haven,BASILISK,11,0,1,1,5,0,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,BASILISK vs Big Frames,Haven,Big Frames,5,0,3,0,11,0,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,BASILISK vs Big Frames,Ascent,BASILISK,11,0,2,0,7,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,BASILISK vs Big Frames,Ascent,Big Frames,7,0,0,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,VIRTUOSO vs Fenrir,Ascent,VIRTUOSO,12,0,1,0,4,1,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,VIRTUOSO vs Fenrir,Ascent,Fenrir,4,1,3,0,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,VIRTUOSO vs Fenrir,Bind,VIRTUOSO,7,1,2,0,10,2,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,VIRTUOSO vs Fenrir,Bind,Fenrir,10,2,1,0,7,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,VIRTUOSO vs Fenrir,Breeze,VIRTUOSO,11,1,1,0,7,0,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,VIRTUOSO vs Fenrir,Breeze,Fenrir,7,0,4,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Pioneers vs Baking Company,Bind,Pioneers,10,1,2,0,4,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Pioneers vs Baking Company,Bind,Baking Company,4,0,1,0,10,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Pioneers vs Baking Company,Ascent,Pioneers,11,0,2,0,5,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Pioneers vs Baking Company,Ascent,Baking Company,5,0,0,0,11,0,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,XSET vs TradeLikePros,Icebox,XSET,8,0,5,0,3,1,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,XSET vs TradeLikePros,Icebox,TradeLikePros,3,1,0,0,8,0,5,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,XSET vs TradeLikePros,Split,XSET,12,0,1,0,6,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,XSET vs TradeLikePros,Split,TradeLikePros,6,1,1,0,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Built By Gamers vs La Familia,Ascent,Built By Gamers,11,0,1,1,3,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Built By Gamers vs La Familia,Ascent,La Familia,3,0,0,0,11,0,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Built By Gamers vs La Familia,Bind,Built By Gamers,12,0,1,0,5,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 64,Built By Gamers vs La Familia,Bind,La Familia,5,0,1,0,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,FaZe Clan vs DarkZero Esports,Ascent,FaZe Clan,11,1,1,0,10,1,3,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,FaZe Clan vs DarkZero Esports,Ascent,DarkZero Esports,10,1,3,1,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,FaZe Clan vs DarkZero Esports,Haven,FaZe Clan,8,0,5,0,4,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,FaZe Clan vs DarkZero Esports,Haven,DarkZero Esports,4,0,0,0,8,0,5,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,FaZe Clan vs DarkZero Esports,Icebox,FaZe Clan,8,2,0,0,10,1,2,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,FaZe Clan vs DarkZero Esports,Icebox,DarkZero Esports,10,1,2,0,8,2,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,TSM vs Noble,Haven,TSM,7,1,1,1,8,2,3,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,TSM vs Noble,Haven,Noble,8,2,3,0,7,1,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,TSM vs Noble,Bind,TSM,8,0,3,2,1,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,TSM vs Noble,Bind,Noble,1,0,0,0,8,0,3,2
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,TSM vs Noble,Ascent,TSM,2,0,0,0,7,0,6,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,TSM vs Noble,Ascent,Noble,7,0,6,0,2,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Sentinels vs Evil Geniuses,Icebox,Sentinels,12,0,1,0,9,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Sentinels vs Evil Geniuses,Icebox,Evil Geniuses,9,0,1,0,12,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Sentinels vs Evil Geniuses,Haven,Sentinels,13,0,0,0,5,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Sentinels vs Evil Geniuses,Haven,Evil Geniuses,5,0,1,0,13,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Soniqs vs Renegades,Icebox,Soniqs,9,0,4,0,9,0,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Soniqs vs Renegades,Icebox,Renegades,9,0,1,0,9,0,4,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Soniqs vs Renegades,Breeze,Soniqs,10,0,6,0,10,2,1,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,Soniqs vs Renegades,Breeze,Renegades,10,2,1,1,10,0,6,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,XSET vs Insight,Icebox,XSET,11,1,1,0,5,0,0,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,XSET vs Insight,Icebox,Insight,5,0,0,0,11,1,1,0
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,XSET vs Insight,Split,XSET,10,0,2,1,4,0,2,1
Champions Tour North America Stage 3: Challengers 1,Open Qualifier,Round of 32,XSET vs Insight,Split,Insight,4,0,2,1,10,0,2,1
