Tournament,Stage,Match Type,Match Name,Team,Action,Map
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,FULL SENSE,ban,Fracture
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Vision Strikers,ban,Ascent
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,FULL SENSE,pick,Haven
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Vision Strikers,pick,Breeze
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,FULL SENSE,ban,Bind
Valorant Champions 2021,Group Stage,Opening (D),Vision Strikers vs FULL SENSE,Vision Strikers,ban,Split
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Crazy Raccoon,ban,Bind
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Team Vikings,ban,Ascent
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Crazy Raccoon,pick,Icebox
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Team Vikings,pick,Haven
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Crazy Raccoon,ban,Fracture
Valorant Champions 2021,Group Stage,Opening (C),Team Vikings vs Crazy Raccoon,Team Vikings,ban,Breeze
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,FNATIC,ban,Breeze
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Cloud9,ban,Ascent
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,FNATIC,pick,Icebox
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Cloud9,pick,Split
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,FNATIC,ban,Bind
Valorant Champions 2021,Group Stage,Opening (D),FNATIC vs Cloud9,Cloud9,ban,Haven
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Team Secret,ban,Ascent
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Gambit Esports,ban,Haven
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Team Secret,pick,Icebox
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Gambit Esports,pick,Breeze
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Team Secret,ban,Split
Valorant Champions 2021,Group Stage,Opening (C),Gambit Esports vs Team Secret,Gambit Esports,ban,Fracture
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,FURIA,ban,Bind
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Sentinels,ban,Icebox
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,FURIA,pick,Ascent
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Sentinels,pick,Breeze
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,FURIA,ban,Fracture
Valorant Champions 2021,Group Stage,Opening (B),Sentinels vs FURIA,Sentinels,ban,Split
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,KRÜ Esports,ban,Breeze
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Team Liquid,ban,Fracture
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,KRÜ Esports,pick,Haven
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Team Liquid,pick,Ascent
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,KRÜ Esports,ban,Icebox
Valorant Champions 2021,Group Stage,Opening (B),KRÜ Esports vs Team Liquid,Team Liquid,ban,Bind
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,FNATIC,ban,Breeze
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Vision Strikers,ban,Ascent
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,FNATIC,pick,Icebox
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Vision Strikers,pick,Haven
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,FNATIC,ban,Breeze
Valorant Champions 2021,Group Stage,Winner's (D),Vision Strikers vs FNATIC,Vision Strikers,ban,Bind
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,X10 Esports,ban,Bind
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Envy,ban,Fracture
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,X10 Esports,pick,Breeze
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Envy,pick,Ascent
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,X10 Esports,ban,Split
Valorant Champions 2021,Group Stage,Opening (A),Envy vs X10 Esports,Envy,ban,Icebox
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Gambit Esports,ban,Haven
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Team Vikings,ban,Ascent
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Gambit Esports,pick,Split
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Team Vikings,pick,Bind
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Gambit Esports,ban,Fracture
Valorant Champions 2021,Group Stage,Winner's (C),Gambit Esports vs Team Vikings,Team Vikings,ban,Breeze
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Team Liquid,ban,Fracture
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Sentinels,ban,Icebox
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Team Liquid,pick,Breeze
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Sentinels,pick,Bind
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Team Liquid,ban,Haven
Valorant Champions 2021,Group Stage,Winner's (B),Team Liquid vs Sentinels,Sentinels,ban,Ascent
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Keyd Stars,ban,Ascent
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Acend,ban,Haven
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Keyd Stars,pick,Icebox
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Acend,pick,Bind
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Keyd Stars,ban,Fracture
Valorant Champions 2021,Group Stage,Opening (A),Acend vs Keyd Stars,Acend,ban,Split
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Crazy Raccoon,ban,Bind
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Team Secret,ban,Breeze
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Crazy Raccoon,pick,Split
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Team Secret,pick,Haven
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Crazy Raccoon,ban,Icebox
Valorant Champions 2021,Group Stage,Elimination (C),Team Secret vs Crazy Raccoon,Team Secret,ban,Ascent
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,KRÜ Esports,ban,Icebox
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,FURIA,ban,Bind
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,KRÜ Esports,pick,Fracture
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,FURIA,pick,Ascent
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,KRÜ Esports,ban,Breeze
Valorant Champions 2021,Group Stage,Elimination (B),KRÜ Esports vs FURIA,FURIA,ban,Split
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,FULL SENSE,ban,Fracture
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Cloud9,ban,Ascent
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,FULL SENSE,pick,Split
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Cloud9,pick,Breeze
Valorant Champions 2021,Group Stage,Elimination (D),FULL SENSE vs Cloud9,Cloud9,ban,Bind
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Envy,ban,Fracture
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Acend,ban,Haven
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Envy,pick,Ascent
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Acend,pick,Bind
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Envy,ban,Breeze
Valorant Champions 2021,Group Stage,Winner's (A),Acend vs Envy,Acend,ban,Icebox
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Keyd Stars,ban,Ascent
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,X10 Esports,ban,Bind
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Keyd Stars,pick,Icebox
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,X10 Esports,pick,Haven
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,Keyd Stars,ban,Fracture
Valorant Champions 2021,Group Stage,Elimination (A),Keyd Stars vs X10 Esports,X10 Esports,ban,Split
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,KRÜ Esports,ban,Bind
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Sentinels,ban,Icebox
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,KRÜ Esports,pick,Fracture
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Sentinels,pick,Haven
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,KRÜ Esports,ban,Breeze
Valorant Champions 2021,Group Stage,Decider (B),Sentinels vs KRÜ Esports,Sentinels,ban,Ascent
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Cloud9,ban,Haven
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Vision Strikers,ban,Fracture
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Cloud9,pick,Ascent
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Vision Strikers,pick,Split
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Cloud9,ban,Bind
Valorant Champions 2021,Group Stage,Decider (D),Vision Strikers vs Cloud9,Vision Strikers,ban,Icebox
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Team Secret,ban,Bind
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Team Vikings,ban,Split
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Team Secret,pick,Haven
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Team Vikings,pick,Icebox
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Team Secret,ban,Breeze
Valorant Champions 2021,Group Stage,Decider (C),Team Vikings vs Team Secret,Team Vikings,ban,Fracture
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,X10 Esports,ban,Bind
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Envy,ban,Fracture
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,X10 Esports,pick,Icebox
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Envy,pick,Split
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,X10 Esports,ban,Ascent
Valorant Champions 2021,Group Stage,Decider (A),Envy vs X10 Esports,Envy,ban,Breeze
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Team Secret,ban,Bind
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Acend,ban,Haven
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Team Secret,pick,Icebox
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Acend,pick,Breeze
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Team Secret,ban,Fracture
Valorant Champions 2021,Playoffs,Quarterfinals,Acend vs Team Secret,Acend,ban,Ascent
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Cloud9,ban,Split
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Team Liquid,ban,Fracture
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Cloud9,pick,Bind
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Team Liquid,pick,Ascent
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Cloud9,ban,Icebox
Valorant Champions 2021,Playoffs,Quarterfinals,Team Liquid vs Cloud9,Team Liquid,ban,Haven
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,X10 Esports,ban,Bind
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Gambit Esports,ban,Haven
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,X10 Esports,pick,Fracture
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Gambit Esports,pick,Ascent
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,X10 Esports,ban,Split
Valorant Champions 2021,Playoffs,Quarterfinals,Gambit Esports vs X10 Esports,Gambit Esports,ban,Icebox
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,KRÜ Esports,ban,Fracture
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,FNATIC,ban,Breeze
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,KRÜ Esports,pick,Haven
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,FNATIC,pick,Icebox
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,KRÜ Esports,ban,Bind
Valorant Champions 2021,Playoffs,Quarterfinals,FNATIC vs KRÜ Esports,FNATIC,ban,Ascent
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Acend,ban,Haven
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Team Liquid,ban,Fracture
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Acend,pick,Bind
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Team Liquid,pick,Split
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Acend,ban,Breeze
Valorant Champions 2021,Playoffs,Semifinals,Acend vs Team Liquid,Team Liquid,ban,Icebox
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Gambit Esports,ban,Haven
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,KRÜ Esports,ban,Icebox
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Gambit Esports,pick,Breeze
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,KRÜ Esports,pick,Ascent
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,Gambit Esports,ban,Split
Valorant Champions 2021,Playoffs,Semifinals,Gambit Esports vs KRÜ Esports,KRÜ Esports,ban,Fracture
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Gambit Esports,ban,Bind
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Acend,ban,Haven
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Gambit Esports,pick,Breeze
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Acend,pick,Ascent
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Gambit Esports,pick,Fracture
Valorant Champions 2021,Playoffs,Grand Final,Acend vs Gambit Esports,Acend,pick,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,100 Thieves,ban,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Gen.G,ban,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,100 Thieves,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,Gen.G,pick,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,100 Thieves vs Gen.G,100 Thieves,pick,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,XSET,ban,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Luminosity,ban,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,XSET,pick,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,Luminosity,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,XSET vs Luminosity,XSET,pick,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,XSET,ban,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,100 Thieves,ban,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,XSET,pick,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,100 Thieves,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,100 Thieves vs XSET,XSET,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,FaZe Clan,ban,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Rise,ban,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,FaZe Clan,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,Rise,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Rise,FaZe Clan,pick,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Version1,ban,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Cloud9,ban,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Version1,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Cloud9,pick,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Version1 vs Cloud9,Version1,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Cloud9,ban,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Rise,ban,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Cloud9,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Rise,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,Rise vs Cloud9,Cloud9,pick,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Luminosity,ban,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Gen.G,ban,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Luminosity,pick,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Gen.G,pick,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Gen.G vs Luminosity,Luminosity,pick,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,Version1,ban,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,FaZe Clan,ban,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,Version1,pick,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,FaZe Clan,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,FaZe Clan vs Version1,Version1,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Cloud9,ban,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Gen.G,ban,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Cloud9,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Gen.G,pick,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs Gen.G,Cloud9,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,XSET,ban,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,Version1,ban,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,XSET,pick,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,Version1,pick,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,XSET vs Version1,XSET,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,100 Thieves,ban,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Rise,ban,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,100 Thieves,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,Rise,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,100 Thieves vs Rise,100 Thieves,pick,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,XSET,ban,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,Cloud9,ban,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,XSET,pick,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,Cloud9,pick,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,Cloud9 vs XSET,XSET,pick,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,100 Thieves vs Cloud9,100 Thieves,ban,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,100 Thieves vs Cloud9,Cloud9,ban,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,100 Thieves vs Cloud9,100 Thieves,pick,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,100 Thieves vs Cloud9,Cloud9,pick,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,100 Thieves vs Cloud9,100 Thieves,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Rise vs Cloud9,Rise,ban,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Rise vs Cloud9,Cloud9,pick,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Rise vs Cloud9,Rise,pick,Split
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Rise vs Cloud9,Cloud9,pick,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,Rise vs Cloud9,Rise,pick,Haven
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Sharks Esports vs E-Xolos LAZER,E-Xolos LAZER,ban,Bind
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Sharks Esports vs E-Xolos LAZER,Sharks Esports,ban,Breeze
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Sharks Esports vs E-Xolos LAZER,E-Xolos LAZER,pick,Ascent
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Sharks Esports vs E-Xolos LAZER,Sharks Esports,pick,Haven
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Sharks Esports vs E-Xolos LAZER,E-Xolos LAZER,pick,Icebox
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Australs vs FURIA,Australs,ban,Bind
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Australs vs FURIA,FURIA,ban,Icebox
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Australs vs FURIA,Australs,pick,Split
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Australs vs FURIA,FURIA,pick,Haven
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (A),Australs vs FURIA,Australs,pick,Ascent
Champions Tour South America: Last Chance Qualifier,Group Stage,Winner's (A),Sharks Esports vs Australs,Australs,ban,Bind
Champions Tour South America: Last Chance Qualifier,Group Stage,Winner's (A),Sharks Esports vs Australs,Sharks Esports,ban,Breeze
Champions Tour South America: Last Chance Qualifier,Group Stage,Winner's (A),Sharks Esports vs Australs,Australs,pick,Split
Champions Tour South America: Last Chance Qualifier,Group Stage,Winner's (A),Sharks Esports vs Australs,Sharks Esports,pick,Ascent
Champions Tour South America: Last Chance Qualifier,Group Stage,Winner's (A),Sharks Esports vs Australs,Australs,pick,Icebox
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Six Karma vs Gamelanders Blue,Six Karma,ban,Icebox
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Six Karma vs Gamelanders Blue,Gamelanders Blue,ban,Haven
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Six Karma vs Gamelanders Blue,Six Karma,pick,Split
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Six Karma vs Gamelanders Blue,Gamelanders Blue,pick,Ascent
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Six Karma vs Gamelanders Blue,Six Karma,pick,Breeze
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Liberty vs INFINITY,Liberty,ban,Breeze
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Liberty vs INFINITY,INFINITY,ban,Ascent
Champions Tour South America: Last Chance Qualifier,Group Stage,Opening (B),Liberty vs INFINITY,Liberty,pick,Bind
