Tournament,Stage,Match Type,Match Name,Map
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Ascent
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Pearl
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Icebox
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Ascent
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Fracture
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Pearl
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Bind
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Ascent
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Bind
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Ascent
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Icebox
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Haven
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Bind
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Breeze
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Fracture
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Ascent
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Haven
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Ascent
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Bind
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Breeze
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Icebox
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,TBK Esports vs E-Xolos LAZER,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,TBK Esports vs E-Xolos LAZER,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,TBK Esports vs E-Xolos LAZER,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,9z Team vs TBK Esports,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,9z Team vs TBK Esports,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,Keyd Stars vs Ninjas In Pyjamas,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,Keyd Stars vs Ninjas In Pyjamas,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 2,Keyd Stars vs Ninjas In Pyjamas,Icebox
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 3,Keyd Stars vs TBK Esports,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 3,Keyd Stars vs TBK Esports,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 3,Keyd Stars vs TBK Esports,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Final,FURIA vs KRÜ Esports,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Final,FURIA vs KRÜ Esports,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Final,FURIA vs KRÜ Esports,Icebox
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Final,FURIA vs TBK Esports,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Final,FURIA vs TBK Esports,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Final,FURIA vs TBK Esports,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,The Guard vs Sentinels,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,The Guard vs Sentinels,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,The Guard vs Sentinels,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Evil Geniuses,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Evil Geniuses,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FaZe Clan vs Evil Geniuses,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,NRG Esports vs 100 Thieves,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,NRG Esports vs 100 Thieves,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,NRG Esports vs 100 Thieves,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Shopify Rebellion vs Cloud9,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Shopify Rebellion vs Cloud9,Fracture
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,The Guard vs Cloud9,Fracture
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,The Guard vs Cloud9,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Shopify Rebellion,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Shopify Rebellion,Fracture
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,FaZe Clan vs 100 Thieves,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,FaZe Clan vs 100 Thieves,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Semifinals,FaZe Clan vs 100 Thieves,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Evil Geniuses vs NRG Esports,Bind
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 1,Evil Geniuses vs NRG Esports,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,100 Thieves vs Sentinels,Fracture
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,100 Thieves vs Sentinels,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,100 Thieves vs Sentinels,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs NRG Esports,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 2,Cloud9 vs NRG Esports,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,The Guard vs FaZe Clan,Haven
Champions Tour North America: Last Chance Qualifier,Main Event,Upper Final,The Guard vs FaZe Clan,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,100 Thieves vs Cloud9,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Round 3,100 Thieves vs Cloud9,Fracture
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,FaZe Clan vs 100 Thieves,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,FaZe Clan vs 100 Thieves,Breeze
Champions Tour North America: Last Chance Qualifier,Main Event,Lower Final,FaZe Clan vs 100 Thieves,Ascent
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,The Guard vs 100 Thieves,Icebox
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,The Guard vs 100 Thieves,Fracture
Champions Tour North America: Last Chance Qualifier,Main Event,Grand Final,The Guard vs 100 Thieves,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,G2 Esports vs OG LDN UTD,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,G2 Esports vs OG LDN UTD,Ascent
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,M3 Champions vs Acend,Split
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,M3 Champions vs Acend,Breeze
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,M3 Champions vs Acend,Fracture
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Team Liquid vs BBL Esports,Ascent
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Team Liquid vs BBL Esports,Icebox
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Guild Esports vs Natus Vincere,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Guild Esports vs Natus Vincere,Split
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Quarterfinals,Guild Esports vs Natus Vincere,Icebox
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,G2 Esports vs Acend,Fracture
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,G2 Esports vs Acend,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,G2 Esports vs Acend,Bind
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,BBL Esports vs Guild Esports,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 1,BBL Esports vs Guild Esports,Fracture
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Semifinals,OG LDN UTD vs M3 Champions,Bind
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Semifinals,OG LDN UTD vs M3 Champions,Icebox
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Semifinals,OG LDN UTD vs M3 Champions,Ascent
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Semifinals,Team Liquid vs Natus Vincere,Breeze
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Semifinals,Team Liquid vs Natus Vincere,Fracture
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 2,Natus Vincere vs G2 Esports,Bind
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 2,Natus Vincere vs G2 Esports,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 2,OG LDN UTD vs Guild Esports,Breeze
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 2,OG LDN UTD vs Guild Esports,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Final,M3 Champions vs Team Liquid,Breeze
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Final,M3 Champions vs Team Liquid,Bind
Champions Tour EMEA: Last Chance Qualifier,Main Event,Upper Final,M3 Champions vs Team Liquid,Icebox
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 3,G2 Esports vs OG LDN UTD,Bind
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Round 3,G2 Esports vs OG LDN UTD,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Final,Team Liquid vs G2 Esports,Bind
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Final,Team Liquid vs G2 Esports,Icebox
Champions Tour EMEA: Last Chance Qualifier,Main Event,Lower Final,Team Liquid vs G2 Esports,Haven
Champions Tour EMEA: Last Chance Qualifier,Main Event,Grand Final,M3 Champions vs Team Liquid,Bind
Champions Tour EMEA: Last Chance Qualifier,Main Event,Grand Final,M3 Champions vs Team Liquid,Icebox
Champions Tour EMEA: Last Chance Qualifier,Main Event,Grand Final,M3 Champions vs Team Liquid,Ascent
Champions Tour EMEA: Last Chance Qualifier,Main Event,Grand Final,M3 Champions vs Team Liquid,Breeze
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,EDward Gaming vs Incheon On Sla2ers,Fracture
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,EDward Gaming vs Incheon On Sla2ers,Icebox
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Maru Gaming vs REJECT,Split
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Maru Gaming vs REJECT,Icebox
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Crazy Raccoon vs DAMWON Gaming,Ascent
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Crazy Raccoon vs DAMWON Gaming,Bind
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,Crazy Raccoon vs DAMWON Gaming,Split
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,NORTHEPTION vs KONE eSports Club,Haven
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Quarterfinals,NORTHEPTION vs KONE eSports Club,Split
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,Incheon On Sla2ers vs Maru Gaming,Fracture
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,Incheon On Sla2ers vs Maru Gaming,Bind
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,DAMWON Gaming vs KONE eSports Club,Haven
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 1,DAMWON Gaming vs KONE eSports Club,Ascent
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,EDward Gaming vs REJECT,Fracture
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,EDward Gaming vs REJECT,Bind
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Crazy Raccoon vs NORTHEPTION,Breeze
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Crazy Raccoon vs NORTHEPTION,Haven
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Semifinals,Crazy Raccoon vs NORTHEPTION,Split
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,Crazy Raccoon vs Incheon On Sla2ers,Icebox
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,Crazy Raccoon vs Incheon On Sla2ers,Bind
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,REJECT vs KONE eSports Club,Ascent
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 2,REJECT vs KONE eSports Club,Split
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Final,EDward Gaming vs NORTHEPTION,Ascent
Champions Tour East Asia: Last Chance Qualifier,Main Event,Upper Final,EDward Gaming vs NORTHEPTION,Bind
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 3,Incheon On Sla2ers vs KONE eSports Club,Split
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 3,Incheon On Sla2ers vs KONE eSports Club,Bind
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Round 3,Incheon On Sla2ers vs KONE eSports Club,Haven
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Final,NORTHEPTION vs Incheon On Sla2ers,Bind
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Final,NORTHEPTION vs Incheon On Sla2ers,Split
Champions Tour East Asia: Last Chance Qualifier,Main Event,Lower Final,NORTHEPTION vs Incheon On Sla2ers,Ascent
Champions Tour East Asia: Last Chance Qualifier,Main Event,Grand Final,EDward Gaming vs Incheon On Sla2ers,Fracture
Champions Tour East Asia: Last Chance Qualifier,Main Event,Grand Final,EDward Gaming vs Incheon On Sla2ers,Haven
Champions Tour East Asia: Last Chance Qualifier,Main Event,Grand Final,EDward Gaming vs Incheon On Sla2ers,Split
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Round 1,ORDER vs Fancy United Esports,Ascent
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Round 1,ORDER vs Fancy United Esports,Fracture
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Round 1,CERBERUS Esports vs Alter Ego,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Round 1,CERBERUS Esports vs Alter Ego,Bind
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,Griffin E-Sports vs BOOM Esports,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,Griffin E-Sports vs BOOM Esports,Split
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,Griffin E-Sports vs BOOM Esports,Fracture
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,Made in Thailand vs Team Secret,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,Made in Thailand vs Team Secret,Ascent
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,Made in Thailand vs Team Secret,Bind
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,ONIC G vs ORDER,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,ONIC G vs ORDER,Ascent
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,BLEED vs Alter Ego,Bind
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Quarterfinals,BLEED vs Alter Ego,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 1,Griffin E-Sports vs CERBERUS Esports,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 1,Griffin E-Sports vs CERBERUS Esports,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 1,Griffin E-Sports vs CERBERUS Esports,Bind
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 1,Made in Thailand vs Fancy United Esports,Icebox
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 1,Made in Thailand vs Fancy United Esports,Ascent
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 1,Made in Thailand vs Fancy United Esports,Fracture
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Semifinals,ONIC G vs BOOM Esports,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Semifinals,ONIC G vs BOOM Esports,Fracture
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Semifinals,BLEED vs Team Secret,Icebox
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Semifinals,BLEED vs Team Secret,Bind
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 2,ORDER vs CERBERUS Esports,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 2,ORDER vs CERBERUS Esports,Ascent
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 2,Alter Ego vs Made in Thailand,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 2,Alter Ego vs Made in Thailand,Fracture
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 2,Alter Ego vs Made in Thailand,Bind
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 3,Team Secret vs ORDER,Icebox
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 3,Team Secret vs ORDER,Ascent
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 3,Team Secret vs ORDER,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 3,ONIC G vs Made in Thailand,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 3,ONIC G vs Made in Thailand,Icebox
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Final,BOOM Esports vs BLEED,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Final,BOOM Esports vs BLEED,Bind
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Upper Final,BOOM Esports vs BLEED,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 4,Team Secret vs ONIC G,Fracture
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 4,Team Secret vs ONIC G,Haven
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Round 4,Team Secret vs ONIC G,Breeze
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Final,BLEED vs ONIC G,Ascent
Champions Tour Asia-Pacific: Last Chance Qualifier,Main Event,Lower Final,BLEED vs ONIC G,Icebox
