Tournament,Stage,Match Type,Match Name,Map
Champions Tour Philippines Stage 2: Challengers,Open Qualifier Week 2,Lower Round 4,Team Secret vs DEFY Gaming,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Oasis Gaming vs Action PH,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Oasis Gaming vs Action PH,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,NAOS vs South Built Esports,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,NAOS vs South Built Esports,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Bren Esports vs Rex Regum Qeon,Bind
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Bren Esports vs Rex Regum Qeon,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs South Built Esports,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs South Built Esports,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs South Built Esports,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Alpha Esports Pro vs Action PH,Bind
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Alpha Esports Pro vs Action PH,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs Oasis Gaming,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs Oasis Gaming,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Rex Regum Qeon vs South Built Esports,Ascent
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Rex Regum Qeon vs South Built Esports,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Rex Regum Qeon vs South Built Esports,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Bren Esports vs NAOS,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Bren Esports vs NAOS,Fracture
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Action PH vs South Built Esports,Fracture
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Action PH vs South Built Esports,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Action PH vs South Built Esports,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Alpha Esports Pro vs NAOS,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Alpha Esports Pro vs NAOS,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs Rex Regum Qeon,Bind
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs Rex Regum Qeon,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Team Secret vs Rex Regum Qeon,Ascent
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Oasis Gaming vs NAOS,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Oasis Gaming vs NAOS,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Oasis Gaming vs NAOS,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Alpha Esports Pro vs Bren Esports,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Alpha Esports Pro vs Bren Esports,Ascent
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Alpha Esports Pro vs Bren Esports,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Rex Regum Qeon vs Action PH,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Rex Regum Qeon vs Action PH,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 1,Rex Regum Qeon vs Action PH,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs Oasis Gaming,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs Oasis Gaming,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs Oasis Gaming,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Team Secret vs Bren Esports,Ascent
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Team Secret vs Bren Esports,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs South Built Esports,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs South Built Esports,Bind
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs South Built Esports,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Rex Regum Qeon vs NAOS,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Rex Regum Qeon vs NAOS,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs Oasis Gaming,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs Oasis Gaming,Fracture
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs Oasis Gaming,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Team Secret vs Action PH,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Team Secret vs Action PH,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs Rex Regum Qeon,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs Rex Regum Qeon,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Oasis Gaming vs South Built Esports,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Oasis Gaming vs South Built Esports,Split
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Oasis Gaming vs South Built Esports,Fracture
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Team Secret vs NAOS,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Team Secret vs NAOS,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Team Secret vs NAOS,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs Action PH,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs Action PH,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs Action PH,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Rex Regum Qeon vs Oasis Gaming,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Rex Regum Qeon vs Oasis Gaming,Ascent
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs South Built Esports,Ascent
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs South Built Esports,Bind
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Bren Esports vs South Built Esports,Breeze
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs Team Secret,Haven
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Alpha Esports Pro vs Team Secret,Bind
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Action PH vs NAOS,Bind
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Action PH vs NAOS,Icebox
Champions Tour Philippines Stage 2: Challengers,Group Stage,Week 2,Action PH vs NAOS,Haven
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Round 1,Oasis Gaming vs South Built Esports,Bind
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Round 1,Oasis Gaming vs South Built Esports,Fracture
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Round 1,Alpha Esports Pro vs Bren Esports,Fracture
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Round 1,Alpha Esports Pro vs Bren Esports,Icebox
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Round 1,Alpha Esports Pro vs Bren Esports,Haven
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Semifinals,Team Secret vs South Built Esports,Bind
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Semifinals,Team Secret vs South Built Esports,Haven
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Semifinals,Rex Regum Qeon vs Bren Esports,Bind
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Semifinals,Rex Regum Qeon vs Bren Esports,Icebox
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 1,South Built Esports vs Alpha Esports Pro,Fracture
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 1,South Built Esports vs Alpha Esports Pro,Icebox
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 1,South Built Esports vs Alpha Esports Pro,Split
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 1,Bren Esports vs Oasis Gaming,Haven
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 1,Bren Esports vs Oasis Gaming,Ascent
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 1,Bren Esports vs Oasis Gaming,Breeze
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 2,Oasis Gaming vs South Built Esports,Bind
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 2,Oasis Gaming vs South Built Esports,Icebox
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Round 2,Oasis Gaming vs South Built Esports,Fracture
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Final,Team Secret vs Rex Regum Qeon,Ascent
Champions Tour Philippines Stage 2: Challengers,Playoffs,Upper Final,Team Secret vs Rex Regum Qeon,Split
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Final,Rex Regum Qeon vs Oasis Gaming,Breeze
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Final,Rex Regum Qeon vs Oasis Gaming,Bind
Champions Tour Philippines Stage 2: Challengers,Playoffs,Lower Final,Rex Regum Qeon vs Oasis Gaming,Ascent
Champions Tour Philippines Stage 2: Challengers,Playoffs,Grand Final,Team Secret vs Oasis Gaming,Icebox
Champions Tour Philippines Stage 2: Challengers,Playoffs,Grand Final,Team Secret vs Oasis Gaming,Ascent
Champions Tour Philippines Stage 2: Challengers,Playoffs,Grand Final,Team Secret vs Oasis Gaming,Breeze
Champions Tour Philippines Stage 2: Challengers,Playoffs,Grand Final,Team Secret vs Oasis Gaming,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),The Meaps vs LINJA,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),The Meaps vs LINJA,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Team Joy vs MadHood,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Team Joy vs MadHood,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),The Mad Men vs Team Ronin,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (A),The Mad Men vs Team Ronin,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Kantic 2.0 vs VICTORY,Fracture
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Kantic 2.0 vs VICTORY,Split
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (B),Kantic 2.0 vs VICTORY,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (B),MadHood vs Kantic 2.0,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (B),MadHood vs Kantic 2.0,Bind
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (B),MadHood vs Kantic 2.0,Breeze
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (A),The Meaps vs Team Ronin,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (A),The Meaps vs Team Ronin,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (A),LINJA vs The Mad Men,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (A),LINJA vs The Mad Men,Split
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (B),Team Joy vs VICTORY,Split
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (B),Team Joy vs VICTORY,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (A),Team Ronin vs LINJA,Bind
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (A),Team Ronin vs LINJA,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (B),Team Joy vs Kantic 2.0,Fracture
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (B),Team Joy vs Kantic 2.0,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (A),The Meaps vs Team Ronin,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (A),The Meaps vs Team Ronin,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (B),VICTORY vs Kantic 2.0,Split
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (B),VICTORY vs Kantic 2.0,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (C),Lavie vs Cat Gang,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (C),Lavie vs Cat Gang,Breeze
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (C),Lavie vs Cat Gang,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (D),Lipxitus vs Made In Vietnam,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (D),Lipxitus vs Made In Vietnam,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (D),Fenix Gaming vs Brave Wolves,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Semifinals (D),Fenix Gaming vs Brave Wolves,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (C),Nghiện Thêm Lần Nữ vs Cat Gang,Split
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (C),Nghiện Thêm Lần Nữ vs Cat Gang,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (C),Nghiện Thêm Lần Nữ vs Cat Gang,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (D),Lipxitus vs Fenix Gaming,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Round 1 (D),Lipxitus vs Fenix Gaming,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (C),Penguins and Frogs vs Lavie,Fracture
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (C),Penguins and Frogs vs Lavie,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (D),Made In Vietnam vs Brave Wolves,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Upper Final (D),Made In Vietnam vs Brave Wolves,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (C),Penguins and Frogs vs Nghiện Thêm Lần Nữ,Bind
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (C),Penguins and Frogs vs Nghiện Thêm Lần Nữ,Split
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (C),Penguins and Frogs vs Nghiện Thêm Lần Nữ,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (D),Made In Vietnam vs Fenix Gaming,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (D),Made In Vietnam vs Fenix Gaming,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Lower Final (D),Made In Vietnam vs Fenix Gaming,Icebox
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (C),Lavie vs Nghiện Thêm Lần Nữ,Split
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (C),Lavie vs Nghiện Thêm Lần Nữ,Ascent
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (D),Brave Wolves vs Fenix Gaming,Haven
Champions Tour Vietnam Stage 2: Challengers,First Division,Grand Final (D),Brave Wolves vs Fenix Gaming,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Team Big BAAM,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Team Big BAAM,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Team Big BAAM,Bind
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Nghiện Thêm Lần Nữ vs UBT Esports,Fracture
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Nghiện Thêm Lần Nữ vs UBT Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,VICTORY vs Fancy United Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,VICTORY vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs CERBERUS Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs CERBERUS Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs CERBERUS Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Fancy United Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Fancy United Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Team Ronin vs Team Big BAAM,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Team Ronin vs Team Big BAAM,Icebox
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,CERBERUS Esports vs Fancy United Esports,Bind
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,CERBERUS Esports vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs Team Big BAAM,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs Team Big BAAM,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs Team Big BAAM,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,VICTORY vs Team Ronin,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,VICTORY vs Team Ronin,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,VICTORY vs Team Ronin,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Nghiện Thêm Lần Nữ vs Brave Wolves,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Nghiện Thêm Lần Nữ vs Brave Wolves,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,CERBERUS Esports vs Team Big BAAM,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,CERBERUS Esports vs Team Big BAAM,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,UBT Esports vs Fancy United Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Team Ronin,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Brave Wolves vs Team Ronin,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Nghiện Thêm Lần Nữ vs VICTORY,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 1,Nghiện Thêm Lần Nữ vs VICTORY,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Brave Wolves vs VICTORY,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Brave Wolves vs VICTORY,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Ronin vs CERBERUS Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Ronin vs CERBERUS Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs Team Big BAAM,Bind
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs Team Big BAAM,Icebox
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs CERBERUS Esports,Bind
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs CERBERUS Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Ronin vs Fancy United Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Ronin vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,VICTORY vs UBT Esports,Icebox
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,VICTORY vs UBT Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Big BAAM vs Fancy United Esports,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Big BAAM vs Fancy United Esports,Bind
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,VICTORY vs CERBERUS Esports,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,VICTORY vs CERBERUS Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs Team Ronin,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs Team Ronin,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Brave Wolves vs UBT Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Brave Wolves vs UBT Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Ronin vs UBT Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Team Ronin vs UBT Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Brave Wolves vs CERBERUS Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Brave Wolves vs CERBERUS Esports,Bind
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Brave Wolves vs CERBERUS Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs Fancy United Esports,Split
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,Nghiện Thêm Lần Nữ vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,VICTORY vs Team Big BAAM,Icebox
Champions Tour Vietnam Stage 2: Challengers,Regular Season,Week 2,VICTORY vs Team Big BAAM,Haven
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Team Big BAAM vs Team Ronin,Split
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Team Big BAAM vs Team Ronin,Icebox
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Fancy United Esports vs Brave Wolves,Haven
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Round 1,Fancy United Esports vs Brave Wolves,Ascent
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,UBT Esports vs Team Big BAAM,Haven
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,UBT Esports vs Team Big BAAM,Bind
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,UBT Esports vs Team Big BAAM,Ascent
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,CERBERUS Esports vs Brave Wolves,Bind
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Semifinals,CERBERUS Esports vs Brave Wolves,Ascent
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,UBT Esports vs Fancy United Esports,Split
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,UBT Esports vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,UBT Esports vs Fancy United Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,Brave Wolves vs Team Ronin,Breeze
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,Brave Wolves vs Team Ronin,Ascent
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 1,Brave Wolves vs Team Ronin,Split
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Final,Team Big BAAM vs CERBERUS Esports,Bind
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Final,Team Big BAAM vs CERBERUS Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Finals,Upper Bracket Final,Team Big BAAM vs CERBERUS Esports,Ascent
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 2,Team Ronin vs Fancy United Esports,Breeze
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Round 2,Team Ronin vs Fancy United Esports,Haven
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Final,Team Big BAAM vs Fancy United Esports,Bind
Champions Tour Vietnam Stage 2: Challengers,Finals,Lower Bracket Final,Team Big BAAM vs Fancy United Esports,Icebox
Champions Tour Vietnam Stage 2: Challengers,Finals,Grand Final,CERBERUS Esports vs Fancy United Esports,Bind
Champions Tour Vietnam Stage 2: Challengers,Finals,Grand Final,CERBERUS Esports vs Fancy United Esports,Split
Champions Tour Vietnam Stage 2: Challengers,Finals,Grand Final,CERBERUS Esports vs Fancy United Esports,Haven
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,INTEND vs Sweet Assist,"Split													


						
													48:11"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,JaiSlai vs roar,"Icebox													


						
													32:11"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,ABC vs NOIR,"Haven													


						
													42:23"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,Nova Whale vs LYNX TH,"Icebox													


						
													57:42"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,Lumsum vs Instalock X,"Breeze													


						
													42:24"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,2V5 vs The Kak,"Ascent													


						
													42:36"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,God of War vs No Brimstone,"Split													


						
													35:27"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Bracket Round of 16,Full of sheesh vs Sainuahualouis,"Split													


						
													28:52"
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Quarterfinals,Sweet Assist vs JaiSlai,Bind
Champions Tour Thailand Stage 2: Challengers,Open Qualifier,Upper Quarterfinals,Sweet Assist vs JaiSlai,Fracture
