Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Pearl,Paper Rex,11,0,1,1,7,1,3,0
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Pearl,EDward Gaming,7,1,3,0,11,0,1,1
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,Paper Rex,5,0,0,0,11,2,0,0
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Icebox,EDward Gaming,11,2,0,0,5,0,0,0
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,Paper Rex,9,1,3,0,5,1,1,1
Valorant Champions 2022,Group Stage,Opening (A),Paper Rex vs EDward Gaming,Haven,EDward Gaming,5,1,1,1,9,1,3,0
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,Leviatán,8,0,5,0,6,1,2,1
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Haven,Team Liquid,6,1,2,1,8,0,5,0
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,Leviatán,7,4,2,0,6,1,2,1
Valorant Champions 2022,Group Stage,Opening (A),Leviatán vs Team Liquid,Ascent,Team Liquid,6,1,2,1,7,4,2,0
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,ZETA DIVISION,6,0,1,1,10,1,2,0
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Ascent,LOUD,10,1,2,0,6,0,1,1
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,ZETA DIVISION,6,0,2,1,8,0,5,0
Valorant Champions 2022,Group Stage,Opening (B),ZETA DIVISION vs LOUD,Fracture,LOUD,8,0,5,0,6,0,2,1
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Breeze,OpTic Gaming,10,0,6,0,10,3,5,0
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Breeze,BOOM Esports,10,3,5,0,10,0,6,0
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Bind,OpTic Gaming,11,0,2,0,3,2,0,0
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Bind,BOOM Esports,3,2,0,0,11,0,2,0
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Fracture,OpTic Gaming,7,0,5,1,2,1,0,0
Valorant Champions 2022,Group Stage,Opening (B),OpTic Gaming vs BOOM Esports,Fracture,BOOM Esports,2,1,0,0,7,0,5,1
Valorant Champions 2022,Group Stage,Winner's (A),Paper Rex vs Leviatán,Haven,Paper Rex,3,3,2,0,11,0,2,0
Valorant Champions 2022,Group Stage,Winner's (A),Paper Rex vs Leviatán,Haven,Leviatán,11,0,2,0,3,3,2,0
Valorant Champions 2022,Group Stage,Winner's (A),Paper Rex vs Leviatán,Bind,Paper Rex,5,3,2,1,7,1,5,0
Valorant Champions 2022,Group Stage,Winner's (A),Paper Rex vs Leviatán,Bind,Leviatán,7,1,5,0,5,3,2,1
Valorant Champions 2022,Group Stage,Opening (D),DRX vs FURIA,Ascent,DRX,10,0,4,2,9,0,2,3
Valorant Champions 2022,Group Stage,Opening (D),DRX vs FURIA,Ascent,FURIA,9,0,2,3,10,0,4,2
Valorant Champions 2022,Group Stage,Opening (D),DRX vs FURIA,Haven,DRX,7,3,2,1,3,1,0,0
Valorant Champions 2022,Group Stage,Opening (D),DRX vs FURIA,Haven,FURIA,3,1,0,0,7,3,2,1
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Pearl,FNATIC,6,1,3,0,6,2,5,0
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Pearl,100 Thieves,6,2,5,0,6,1,3,0
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Bind,FNATIC,12,0,0,1,5,1,0,1
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Bind,100 Thieves,5,1,0,1,12,0,0,1
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Haven,FNATIC,4,2,1,0,9,2,1,1
Valorant Champions 2022,Group Stage,Opening (D),FNATIC vs 100 Thieves,Haven,100 Thieves,9,2,1,1,4,2,1,0
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Breeze,OpTic Gaming,5,0,2,0,9,0,4,0
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Breeze,LOUD,9,0,4,0,5,0,2,0
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Fracture,OpTic Gaming,7,1,2,3,5,1,4,0
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Fracture,LOUD,5,1,4,0,7,1,2,3
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Pearl,OpTic Gaming,10,0,0,3,3,0,0,0
Valorant Champions 2022,Group Stage,Winner's (B),OpTic Gaming vs LOUD,Pearl,LOUD,3,0,0,0,10,0,0,3
Valorant Champions 2022,Group Stage,Opening (C),XSET vs XERXIA Esports,Fracture,XSET,6,3,4,0,5,1,5,0
Valorant Champions 2022,Group Stage,Opening (C),XSET vs XERXIA Esports,Fracture,XERXIA Esports,5,1,5,0,6,3,4,0
Valorant Champions 2022,Group Stage,Opening (C),XSET vs XERXIA Esports,Icebox,XSET,8,1,3,1,10,0,0,0
Valorant Champions 2022,Group Stage,Opening (C),XSET vs XERXIA Esports,Icebox,XERXIA Esports,10,0,0,0,8,1,3,1
Valorant Champions 2022,Group Stage,Opening (C),FunPlus Phoenix vs KRÜ Esports,Icebox,FunPlus Phoenix,13,0,1,0,10,1,1,0
Valorant Champions 2022,Group Stage,Opening (C),FunPlus Phoenix vs KRÜ Esports,Icebox,KRÜ Esports,10,1,1,0,13,0,1,0
Valorant Champions 2022,Group Stage,Opening (C),FunPlus Phoenix vs KRÜ Esports,Bind,FunPlus Phoenix,10,0,2,1,6,1,3,0
Valorant Champions 2022,Group Stage,Opening (C),FunPlus Phoenix vs KRÜ Esports,Bind,KRÜ Esports,6,1,3,0,10,0,2,1
Valorant Champions 2022,Group Stage,Winner's (D),DRX vs 100 Thieves,Breeze,DRX,14,2,2,0,11,1,4,0
Valorant Champions 2022,Group Stage,Winner's (D),DRX vs 100 Thieves,Breeze,100 Thieves,11,1,4,0,14,2,2,0
Valorant Champions 2022,Group Stage,Winner's (D),DRX vs 100 Thieves,Fracture,DRX,11,0,2,0,4,3,2,0
Valorant Champions 2022,Group Stage,Winner's (D),DRX vs 100 Thieves,Fracture,100 Thieves,4,3,2,0,11,0,2,0
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Haven,BOOM Esports,9,0,4,0,7,0,4,0
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Haven,ZETA DIVISION,7,0,4,0,9,0,4,0
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Pearl,BOOM Esports,10,0,1,0,7,3,2,1
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Pearl,ZETA DIVISION,7,3,2,1,10,0,1,0
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Fracture,BOOM Esports,2,0,0,0,7,0,6,0
Valorant Champions 2022,Group Stage,Elimination (B),BOOM Esports vs ZETA DIVISION,Fracture,ZETA DIVISION,7,0,6,0,2,0,0,0
Valorant Champions 2022,Group Stage,Elimination (A),EDward Gaming vs Team Liquid,Bind,EDward Gaming,2,2,0,1,8,0,3,2
Valorant Champions 2022,Group Stage,Elimination (A),EDward Gaming vs Team Liquid,Bind,Team Liquid,8,0,3,2,2,2,0,1
Valorant Champions 2022,Group Stage,Elimination (A),EDward Gaming vs Team Liquid,Breeze,EDward Gaming,8,1,2,1,11,0,1,2
Valorant Champions 2022,Group Stage,Elimination (A),EDward Gaming vs Team Liquid,Breeze,Team Liquid,11,0,1,2,8,1,2,1
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Icebox,KRÜ Esports,11,1,1,0,1,0,3,0
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Icebox,XERXIA Esports,1,0,3,0,11,1,1,0
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Haven,KRÜ Esports,3,2,2,0,9,3,0,1
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Haven,XERXIA Esports,9,3,0,1,3,2,2,0
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Ascent,KRÜ Esports,10,2,1,0,5,1,0,0
Valorant Champions 2022,Group Stage,Elimination (C),KRÜ Esports vs XERXIA Esports,Ascent,XERXIA Esports,5,1,0,0,10,2,1,0
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Icebox,FURIA,10,0,3,0,5,0,3,1
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Icebox,FNATIC,5,0,3,1,10,0,3,0
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Breeze,FURIA,5,0,2,0,6,4,2,1
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Breeze,FNATIC,6,4,2,1,5,0,2,0
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Haven,FURIA,6,3,2,0,8,0,5,0
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,Haven,FNATIC,8,0,5,0,6,3,2,0
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Pearl,FunPlus Phoenix,3,1,3,0,9,1,2,1
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Pearl,XSET,9,1,2,1,3,1,3,0
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Fracture,FunPlus Phoenix,11,1,1,0,0,0,3,1
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Fracture,XSET,0,0,3,1,11,1,1,0
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Breeze,FunPlus Phoenix,3,0,2,0,5,0,8,0
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,Breeze,XSET,5,0,8,0,3,0,2,0
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Haven,Paper Rex,8,1,4,0,8,0,6,1
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Haven,Team Liquid,8,0,6,1,8,1,4,0
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Pearl,Paper Rex,8,4,1,0,2,0,2,0
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Pearl,Team Liquid,2,0,2,0,8,4,1,0
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Ascent,Paper Rex,4,1,2,1,8,2,3,0
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Ascent,Team Liquid,8,2,3,0,4,1,2,1
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,Bind,LOUD,9,1,3,0,5,3,3,0
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,Bind,ZETA DIVISION,5,3,3,0,9,1,3,0
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,Ascent,LOUD,10,0,3,0,2,0,2,1
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,Ascent,ZETA DIVISION,2,0,2,1,10,0,3,0
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,Icebox,FunPlus Phoenix,9,1,3,0,6,1,2,0
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,Icebox,KRÜ Esports,6,1,2,0,9,1,3,0
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,Ascent,FunPlus Phoenix,13,0,0,0,3,0,1,0
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,Ascent,KRÜ Esports,3,0,1,0,13,0,0,0
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,Bind,100 Thieves,3,0,2,0,7,3,3,0
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,Bind,FNATIC,7,3,3,0,3,0,2,0
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,Ascent,100 Thieves,6,0,0,1,8,0,4,1
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,Ascent,FNATIC,8,0,4,1,6,0,0,1
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Icebox,Leviatán,3,2,6,1,5,2,7,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Icebox,LOUD,5,2,7,0,3,2,6,1
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Haven,Leviatán,6,0,0,0,7,1,2,3
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Haven,LOUD,7,1,2,3,6,0,0,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,Ascent,DRX,15,1,3,0,14,0,1,2
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,Ascent,FunPlus Phoenix,14,0,1,2,15,1,3,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,Breeze,DRX,12,0,1,0,2,2,1,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,Breeze,FunPlus Phoenix,2,2,1,0,12,0,1,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Breeze,OpTic Gaming,6,1,0,0,8,0,4,1
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Breeze,Team Liquid,8,0,4,1,6,1,0,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Bind,OpTic Gaming,8,2,3,0,4,1,3,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Bind,Team Liquid,4,1,3,0,8,2,3,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Ascent,OpTic Gaming,12,1,0,0,6,2,0,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Ascent,Team Liquid,6,2,0,0,12,1,0,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,Pearl,XSET,6,0,4,3,4,1,3,0
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,Pearl,FNATIC,4,1,3,0,6,0,4,3
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,Fracture,XSET,6,2,5,0,7,2,1,1
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,Fracture,FNATIC,7,2,1,1,6,2,5,0
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Icebox,FunPlus Phoenix,7,4,2,0,3,0,3,0
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Icebox,Leviatán,3,0,3,0,7,4,2,0
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Ascent,FunPlus Phoenix,5,3,3,2,7,2,2,0
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Ascent,Leviatán,7,2,2,0,5,3,3,2
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Bind,Team Liquid,6,0,0,0,10,2,1,0
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Bind,FNATIC,10,2,1,0,6,0,0,0
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Haven,Team Liquid,6,0,1,0,5,3,5,0
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Haven,FNATIC,5,3,5,0,6,0,1,0
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,Breeze,DRX,9,0,1,1,9,2,2,0
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,Breeze,LOUD,9,2,2,0,9,0,1,1
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,Haven,DRX,4,1,0,1,11,0,2,0
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,Haven,LOUD,11,0,2,0,4,1,0,1
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Haven,OpTic Gaming,9,1,1,2,9,0,0,0
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Haven,XSET,9,0,0,0,9,1,1,2
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Ascent,OpTic Gaming,7,0,2,2,9,2,2,0
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Ascent,XSET,9,2,2,0,7,0,2,2
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Pearl,OpTic Gaming,8,3,2,0,4,1,1,2
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,Pearl,XSET,4,1,1,2,8,3,2,0
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Icebox,DRX,1,1,3,2,10,1,2,0
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Icebox,FNATIC,10,1,2,0,1,1,3,2
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Ascent,DRX,7,1,3,3,6,1,4,1
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Ascent,FNATIC,6,1,4,1,7,1,3,3
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Fracture,DRX,7,3,3,0,7,1,1,0
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,Fracture,FNATIC,7,1,1,0,7,3,3,0
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Pearl,XSET,6,1,6,0,9,1,1,0
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Pearl,FunPlus Phoenix,9,1,1,0,6,1,6,0
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Bind,XSET,6,0,2,2,8,3,1,1
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Bind,FunPlus Phoenix,8,3,1,1,6,0,2,2
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Ascent,XSET,9,0,2,0,10,1,1,1
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,Ascent,FunPlus Phoenix,10,1,1,1,9,0,2,0
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Bind,LOUD,6,2,4,1,8,1,0,1
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Bind,OpTic Gaming,8,1,0,1,6,2,4,1
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Ascent,LOUD,9,3,1,0,2,0,1,0
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,Ascent,OpTic Gaming,2,0,1,0,9,3,1,0
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Icebox,FunPlus Phoenix,8,1,2,0,9,1,2,1
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Icebox,DRX,9,1,2,1,8,1,2,0
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Haven,FunPlus Phoenix,4,0,5,0,5,1,7,0
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,Haven,DRX,5,1,7,0,4,0,5,0
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Bind,OpTic Gaming,9,3,0,1,5,0,3,0
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Bind,DRX,5,0,3,0,9,3,0,1
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Breeze,OpTic Gaming,10,1,2,0,2,2,1,0
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Breeze,DRX,2,2,1,0,10,1,2,0
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Fracture,OpTic Gaming,5,0,3,0,8,2,2,1
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Fracture,DRX,8,2,2,1,5,0,3,0
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Ascent,OpTic Gaming,2,2,1,1,10,2,1,0
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Ascent,DRX,10,2,1,0,2,2,1,1
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Haven,OpTic Gaming,13,0,0,0,6,2,2,0
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,Haven,DRX,6,2,2,0,13,0,0,0
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Ascent,LOUD,12,0,3,0,11,1,1,0
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Ascent,OpTic Gaming,11,1,1,0,12,0,3,0
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Bind,LOUD,3,2,1,0,7,3,2,1
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Bind,OpTic Gaming,7,3,2,1,3,2,1,0
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Breeze,LOUD,7,3,6,0,4,4,5,1
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Breeze,OpTic Gaming,4,4,5,1,7,3,6,0
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Haven,LOUD,8,1,4,0,5,0,0,0
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,Haven,OpTic Gaming,5,0,0,0,8,1,4,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Haven,Ninjas In Pyjamas,4,1,3,0,8,4,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Haven,9z Team,8,4,1,0,4,1,3,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Ascent,Ninjas In Pyjamas,10,2,1,0,2,0,2,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Ascent,9z Team,2,0,2,0,10,2,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Fracture,Ninjas In Pyjamas,11,1,0,0,9,4,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Fracture,9z Team,9,4,1,0,11,1,0,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Ascent,FUSION,3,0,4,0,11,1,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Ascent,FURIA,11,1,1,0,3,0,4,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Fracture,FUSION,1,5,1,0,10,1,2,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,Fracture,FURIA,10,1,2,0,1,5,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Bind,Keyd Stars,9,1,3,0,8,0,2,1
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Bind,E-Xolos LAZER,8,0,2,1,9,1,3,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Fracture,Keyd Stars,10,0,3,0,2,1,3,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Fracture,E-Xolos LAZER,2,1,3,0,10,0,3,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Breeze,KRÜ Esports,8,4,1,0,1,0,4,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Breeze,TBK Esports,1,0,4,0,8,4,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Haven,KRÜ Esports,1,1,2,0,11,1,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Haven,TBK Esports,11,1,1,0,1,1,2,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Ascent,KRÜ Esports,12,1,1,0,6,0,5,1
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,Ascent,TBK Esports,6,0,5,1,12,1,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Ascent,9z Team,2,1,4,0,9,1,2,1
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Ascent,FURIA,9,1,2,1,2,1,4,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Bind,9z Team,3,0,0,0,11,2,0,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,Bind,FURIA,11,2,0,0,3,0,0,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Breeze,KRÜ Esports,9,1,3,0,6,3,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Breeze,Keyd Stars,6,3,1,0,9,1,3,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Fracture,KRÜ Esports,9,1,0,3,7,0,1,0
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Fracture,Keyd Stars,7,0,1,0,9,1,0,3
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Breeze,Ninjas In Pyjamas,10,0,2,1,9,0,2,0
