Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,World Game Star vs CNJ Esports,Fracture,World Game Star,12,0,1,0,2,2,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,World Game Star vs CNJ Esports,Fracture,CNJ Esports,2,2,1,0,12,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,World Game Star vs CNJ Esports,Icebox,World Game Star,4,1,2,0,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,World Game Star vs CNJ Esports,Icebox,CNJ Esports,9,2,2,0,4,1,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,World Game Star vs CNJ Esports,Ascent,World Game Star,9,3,1,0,9,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,World Game Star vs CNJ Esports,Ascent,CNJ Esports,9,0,1,0,9,3,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs Tartarus,Breeze,SPEAR GAMING,11,1,1,0,5,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs Tartarus,Breeze,Tartarus,5,0,0,0,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs Tartarus,Fracture,SPEAR GAMING,4,0,0,0,8,1,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs Tartarus,Fracture,Tartarus,8,1,4,0,4,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs Tartarus,Ascent,SPEAR GAMING,7,3,3,0,4,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs Tartarus,Ascent,Tartarus,4,1,1,0,7,3,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs DAMWON Gaming,Breeze,Maru Gaming,9,0,4,0,6,1,3,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs DAMWON Gaming,Breeze,DAMWON Gaming,6,1,3,1,9,0,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs DAMWON Gaming,Fracture,Maru Gaming,7,1,3,1,9,1,3,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs DAMWON Gaming,Fracture,DAMWON Gaming,9,1,3,1,7,1,3,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs DAMWON Gaming,Haven,Maru Gaming,8,2,1,0,11,0,0,2
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Maru Gaming vs DAMWON Gaming,Haven,DAMWON Gaming,11,0,0,2,8,2,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Incheon On Sla2ers vs DRX,Breeze,Incheon On Sla2ers,5,2,1,0,9,3,0,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Incheon On Sla2ers vs DRX,Breeze,DRX,9,3,0,1,5,2,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Incheon On Sla2ers vs DRX,Ascent,Incheon On Sla2ers,2,2,2,0,8,2,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Incheon On Sla2ers vs DRX,Ascent,DRX,8,2,3,0,2,2,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Tartarus vs CNJ Esports,Fracture,Tartarus,8,0,4,1,3,0,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Tartarus vs CNJ Esports,Fracture,CNJ Esports,3,0,2,0,8,0,4,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Tartarus vs CNJ Esports,Icebox,Tartarus,2,0,2,2,8,1,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Tartarus vs CNJ Esports,Icebox,CNJ Esports,8,1,4,0,2,0,2,2
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Tartarus vs CNJ Esports,Split,Tartarus,9,1,2,1,6,0,1,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,Tartarus vs CNJ Esports,Split,CNJ Esports,6,0,1,1,9,1,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs World Game Star,Bind,SPEAR GAMING,3,0,0,0,13,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs World Game Star,Bind,World Game Star,13,0,0,0,3,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs World Game Star,Haven,SPEAR GAMING,11,0,2,0,3,1,6,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs World Game Star,Haven,World Game Star,3,1,6,0,11,0,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs World Game Star,Ascent,SPEAR GAMING,9,1,2,1,2,0,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 1,SPEAR GAMING vs World Game Star,Ascent,World Game Star,2,0,2,0,9,1,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Incheon On Sla2ers vs SPEAR GAMING,Breeze,Incheon On Sla2ers,8,1,4,0,6,1,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Incheon On Sla2ers vs SPEAR GAMING,Breeze,SPEAR GAMING,6,1,3,0,8,1,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Incheon On Sla2ers vs SPEAR GAMING,Ascent,Incheon On Sla2ers,9,0,4,0,2,2,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Incheon On Sla2ers vs SPEAR GAMING,Ascent,SPEAR GAMING,2,2,0,0,9,0,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs DAMWON Gaming,Breeze,CNJ Esports,6,1,2,1,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs DAMWON Gaming,Breeze,DAMWON Gaming,9,2,2,0,6,1,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs DAMWON Gaming,Split,CNJ Esports,7,1,2,0,10,2,0,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs DAMWON Gaming,Split,DAMWON Gaming,10,2,0,1,7,1,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs DRX,Bind,World Game Star,5,0,1,0,12,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs DRX,Bind,DRX,12,0,1,0,5,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs DRX,Breeze,World Game Star,3,1,1,0,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs DRX,Breeze,DRX,11,1,1,0,3,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs Maru Gaming,Haven,Tartarus,10,0,1,0,9,1,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs Maru Gaming,Haven,Maru Gaming,9,1,3,0,10,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs Maru Gaming,Fracture,Tartarus,5,0,1,0,11,0,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs Maru Gaming,Fracture,Maru Gaming,11,0,2,0,5,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,SPEAR GAMING vs DAMWON Gaming,Ascent,SPEAR GAMING,3,2,1,1,12,0,0,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,SPEAR GAMING vs DAMWON Gaming,Ascent,DAMWON Gaming,12,0,0,1,3,2,1,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,SPEAR GAMING vs DAMWON Gaming,Bind,SPEAR GAMING,4,0,1,0,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,SPEAR GAMING vs DAMWON Gaming,Bind,DAMWON Gaming,9,2,2,0,4,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs Incheon On Sla2ers,Breeze,CNJ Esports,1,0,1,0,11,2,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs Incheon On Sla2ers,Breeze,Incheon On Sla2ers,11,2,0,0,1,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs Incheon On Sla2ers,Ascent,CNJ Esports,5,0,5,1,9,0,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,CNJ Esports vs Incheon On Sla2ers,Ascent,Incheon On Sla2ers,9,0,4,0,5,0,5,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs Maru Gaming,Bind,World Game Star,10,2,1,0,0,0,1,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs Maru Gaming,Bind,Maru Gaming,0,0,1,1,10,2,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs Maru Gaming,Breeze,World Game Star,6,0,3,0,6,3,2,2
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs Maru Gaming,Breeze,Maru Gaming,6,3,2,2,6,0,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs Maru Gaming,Haven,World Game Star,4,1,1,0,11,0,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,World Game Star vs Maru Gaming,Haven,Maru Gaming,11,0,2,0,4,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs DRX,Split,Tartarus,8,0,1,0,12,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs DRX,Split,DRX,12,0,1,0,8,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs DRX,Breeze,Tartarus,3,2,4,0,10,1,1,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 2,Tartarus vs DRX,Breeze,DRX,10,1,1,1,3,2,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,World Game Star vs Tartarus,Fracture,World Game Star,13,0,0,0,3,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,World Game Star vs Tartarus,Fracture,Tartarus,3,0,1,0,13,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,World Game Star vs Tartarus,Haven,World Game Star,5,0,7,1,1,1,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,World Game Star vs Tartarus,Haven,Tartarus,1,1,0,0,5,0,7,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs Incheon On Sla2ers,Breeze,DAMWON Gaming,9,3,1,0,1,0,0,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs Incheon On Sla2ers,Breeze,Incheon On Sla2ers,1,0,0,1,9,3,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs Incheon On Sla2ers,Bind,DAMWON Gaming,6,1,1,2,7,3,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs Incheon On Sla2ers,Bind,Incheon On Sla2ers,7,3,2,1,6,1,1,2
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs Incheon On Sla2ers,Fracture,DAMWON Gaming,2,0,1,0,7,3,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs Incheon On Sla2ers,Fracture,Incheon On Sla2ers,7,3,3,0,2,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DRX vs Maru Gaming,Haven,DRX,11,1,1,0,3,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DRX vs Maru Gaming,Haven,Maru Gaming,3,0,1,0,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DRX vs Maru Gaming,Ascent,DRX,8,3,0,2,3,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DRX vs Maru Gaming,Ascent,Maru Gaming,3,0,1,0,8,3,0,2
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,CNJ Esports vs SPEAR GAMING,Ascent,CNJ Esports,7,3,3,0,5,1,1,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,CNJ Esports vs SPEAR GAMING,Ascent,SPEAR GAMING,5,1,1,1,7,3,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,CNJ Esports vs SPEAR GAMING,Icebox,CNJ Esports,6,2,2,1,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,CNJ Esports vs SPEAR GAMING,Icebox,SPEAR GAMING,11,1,1,0,6,2,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,CNJ Esports vs SPEAR GAMING,Haven,CNJ Esports,6,1,3,0,7,2,3,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,CNJ Esports vs SPEAR GAMING,Haven,SPEAR GAMING,7,2,3,1,6,1,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,Incheon On Sla2ers vs Tartarus,Bind,Incheon On Sla2ers,9,2,2,0,1,0,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,Incheon On Sla2ers vs Tartarus,Bind,Tartarus,1,0,2,0,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,Incheon On Sla2ers vs Tartarus,Breeze,Incheon On Sla2ers,9,1,1,2,1,0,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,Incheon On Sla2ers vs Tartarus,Breeze,Tartarus,1,0,3,0,9,1,1,2
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs World Game Star,Bind,DAMWON Gaming,7,1,1,0,8,2,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs World Game Star,Bind,World Game Star,8,2,2,1,7,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs World Game Star,Split,DAMWON Gaming,8,3,1,1,3,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs World Game Star,Split,World Game Star,3,0,0,0,8,3,1,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs World Game Star,Ascent,DAMWON Gaming,10,2,1,0,3,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 3,DAMWON Gaming vs World Game Star,Ascent,World Game Star,3,0,1,0,10,2,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs CNJ Esports,Split,DRX,9,1,3,0,7,1,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs CNJ Esports,Split,CNJ Esports,7,1,2,1,9,1,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs CNJ Esports,Ascent,DRX,13,2,2,0,10,2,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs CNJ Esports,Ascent,CNJ Esports,10,2,2,1,13,2,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs SPEAR GAMING,Fracture,Maru Gaming,9,1,3,0,4,1,2,2
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs SPEAR GAMING,Fracture,SPEAR GAMING,4,1,2,2,9,1,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs SPEAR GAMING,Bind,Maru Gaming,4,2,2,1,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs SPEAR GAMING,Bind,SPEAR GAMING,9,2,2,0,4,2,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs SPEAR GAMING,Breeze,Maru Gaming,10,1,1,1,10,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs SPEAR GAMING,Breeze,SPEAR GAMING,10,0,0,0,10,1,1,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DAMWON Gaming vs Tartarus,Bind,DAMWON Gaming,10,0,3,0,8,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DAMWON Gaming vs Tartarus,Bind,Tartarus,8,1,1,0,10,0,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DAMWON Gaming vs Tartarus,Breeze,DAMWON Gaming,11,1,1,0,3,1,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DAMWON Gaming vs Tartarus,Breeze,Tartarus,3,1,2,0,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Incheon On Sla2ers vs World Game Star,Bind,Incheon On Sla2ers,6,3,4,0,3,1,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Incheon On Sla2ers vs World Game Star,Bind,World Game Star,3,1,0,0,6,3,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Incheon On Sla2ers vs World Game Star,Split,Incheon On Sla2ers,5,0,2,1,8,0,5,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Incheon On Sla2ers vs World Game Star,Split,World Game Star,8,0,5,0,5,0,2,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Incheon On Sla2ers vs World Game Star,Icebox,Incheon On Sla2ers,3,0,0,0,8,0,5,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Incheon On Sla2ers vs World Game Star,Icebox,World Game Star,8,0,5,0,3,0,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs SPEAR GAMING,Fracture,DRX,10,2,1,0,1,1,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs SPEAR GAMING,Fracture,SPEAR GAMING,1,1,2,0,10,2,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs SPEAR GAMING,Haven,DRX,12,1,0,0,2,0,3,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,DRX vs SPEAR GAMING,Haven,SPEAR GAMING,2,0,3,0,12,1,0,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs CNJ Esports,Fracture,Maru Gaming,2,0,1,0,9,0,4,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs CNJ Esports,Fracture,CNJ Esports,9,0,4,0,2,0,1,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs CNJ Esports,Split,Maru Gaming,9,0,3,1,7,0,0,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs CNJ Esports,Split,CNJ Esports,7,0,0,1,9,0,3,1
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs CNJ Esports,Ascent,Maru Gaming,3,1,3,0,8,3,2,0
Champions Tour Korea Stage 2: Challengers,Group Stage,Week 4,Maru Gaming vs CNJ Esports,Ascent,CNJ Esports,8,3,2,0,3,1,3,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,World Game Star vs Maru Gaming,Bind,World Game Star,5,1,1,0,7,2,4,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,World Game Star vs Maru Gaming,Bind,Maru Gaming,7,2,4,0,5,1,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,World Game Star vs Maru Gaming,Haven,World Game Star,12,1,0,0,11,0,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,World Game Star vs Maru Gaming,Haven,Maru Gaming,11,0,0,0,12,1,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,World Game Star vs Maru Gaming,Fracture,World Game Star,9,1,1,2,4,1,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,World Game Star vs Maru Gaming,Fracture,Maru Gaming,4,1,1,0,9,1,1,2
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,DAMWON Gaming vs SPEAR GAMING,Breeze,DAMWON Gaming,9,1,3,0,4,2,5,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,DAMWON Gaming vs SPEAR GAMING,Breeze,SPEAR GAMING,4,2,5,0,9,1,3,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,DAMWON Gaming vs SPEAR GAMING,Bind,DAMWON Gaming,7,1,5,0,5,0,6,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Round 1 ,DAMWON Gaming vs SPEAR GAMING,Bind,SPEAR GAMING,5,0,6,0,7,1,5,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,DRX vs World Game Star,Bind,DRX,11,1,1,0,5,1,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,DRX vs World Game Star,Bind,World Game Star,5,1,1,0,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,DRX vs World Game Star,Haven,DRX,9,2,2,0,0,0,3,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,DRX vs World Game Star,Haven,World Game Star,0,0,3,0,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,Incheon On Sla2ers vs DAMWON Gaming,Bind,Incheon On Sla2ers,9,1,2,1,0,3,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,Incheon On Sla2ers vs DAMWON Gaming,Bind,DAMWON Gaming,0,3,0,0,9,1,2,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,Incheon On Sla2ers vs DAMWON Gaming,Haven,Incheon On Sla2ers,2,4,5,0,8,1,3,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,Incheon On Sla2ers vs DAMWON Gaming,Haven,DAMWON Gaming,8,1,3,1,2,4,5,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,Incheon On Sla2ers vs DAMWON Gaming,Ascent,Incheon On Sla2ers,1,0,2,0,9,3,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Semifinals ,Incheon On Sla2ers vs DAMWON Gaming,Ascent,DAMWON Gaming,9,3,1,0,1,0,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,Incheon On Sla2ers vs Maru Gaming,Bind,Incheon On Sla2ers,9,1,1,0,9,0,4,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,Incheon On Sla2ers vs Maru Gaming,Bind,Maru Gaming,9,0,4,0,9,1,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,Incheon On Sla2ers vs Maru Gaming,Fracture,Incheon On Sla2ers,3,0,0,0,10,0,3,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,Incheon On Sla2ers vs Maru Gaming,Fracture,Maru Gaming,10,0,3,0,3,0,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,World Game Star vs SPEAR GAMING,Split,World Game Star,14,0,0,0,9,0,2,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,World Game Star vs SPEAR GAMING,Split,SPEAR GAMING,9,0,2,1,14,0,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,World Game Star vs SPEAR GAMING,Bind,World Game Star,9,1,0,0,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,World Game Star vs SPEAR GAMING,Bind,SPEAR GAMING,9,2,2,0,9,1,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,World Game Star vs SPEAR GAMING,Haven,World Game Star,7,4,2,0,4,0,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 1 ,World Game Star vs SPEAR GAMING,Haven,SPEAR GAMING,4,0,2,0,7,4,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Final ,DRX vs DAMWON Gaming,Fracture,DRX,8,2,2,1,7,1,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Final ,DRX vs DAMWON Gaming,Fracture,DAMWON Gaming,7,1,0,0,8,2,2,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Final ,DRX vs DAMWON Gaming,Split,DRX,11,0,1,1,10,0,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Upper Final ,DRX vs DAMWON Gaming,Split,DAMWON Gaming,10,0,0,0,11,0,1,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 2 ,Maru Gaming vs World Game Star,Breeze,Maru Gaming,7,2,4,0,6,0,0,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 2 ,Maru Gaming vs World Game Star,Breeze,World Game Star,6,0,0,1,7,2,4,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 2 ,Maru Gaming vs World Game Star,Bind,Maru Gaming,6,1,6,0,6,0,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Round 2 ,Maru Gaming vs World Game Star,Bind,World Game Star,6,0,1,0,6,1,6,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Ascent,DAMWON Gaming,7,0,1,1,10,1,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Ascent,Maru Gaming,10,1,2,0,7,0,1,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Haven,DAMWON Gaming,11,1,1,0,5,0,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Haven,Maru Gaming,5,0,1,0,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Split,DAMWON Gaming,3,0,0,0,8,1,4,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Split,Maru Gaming,8,1,4,0,3,0,0,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Breeze,DAMWON Gaming,10,0,3,1,11,1,4,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Lower Final ,DAMWON Gaming vs Maru Gaming,Breeze,Maru Gaming,11,1,4,0,10,0,3,1
Champions Tour Korea Stage 2: Challengers,Playoffs,Grand Final ,DRX vs Maru Gaming,Split,DRX,11,1,1,0,2,0,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Grand Final ,DRX vs Maru Gaming,Split,Maru Gaming,2,0,2,0,11,1,1,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Grand Final ,DRX vs Maru Gaming,Haven,DRX,9,2,2,0,5,0,4,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Grand Final ,DRX vs Maru Gaming,Haven,Maru Gaming,5,0,4,0,9,2,2,0
Champions Tour Korea Stage 2: Challengers,Playoffs,Grand Final ,DRX vs Maru Gaming,Ascent,DRX,12,1,0,0,0,0,3,0
