Tournament,Stage,Match Type,Match Name,Team,Action,Map
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,FURIA,pick,Breeze
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,FNATIC,ban,Fracture
Valorant Champions 2022,Group Stage,Elimination (D),FURIA vs FNATIC,FURIA,ban,Bind
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,XSET,ban,Bind
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,FunPlus Phoenix,ban,Haven
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,XSET,pick,Pearl
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,FunPlus Phoenix,pick,Fracture
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,XSET,ban,Ascent
Valorant Champions 2022,Group Stage,Winner's (C),FunPlus Phoenix vs XSET,FunPlus Phoenix,ban,Icebox
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Team Liquid,ban,Fracture
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Paper Rex,ban,Breeze
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Team Liquid,pick,Haven
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Paper Rex,pick,Pearl
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Team Liquid,ban,Bind
Valorant Champions 2022,Group Stage,Decider (A),Paper Rex vs Team Liquid,Paper Rex,ban,Icebox
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,ZETA DIVISION,ban,Breeze
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,LOUD,ban,Pearl
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,ZETA DIVISION,pick,Bind
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,LOUD,pick,Ascent
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,ZETA DIVISION,ban,Icebox
Valorant Champions 2022,Group Stage,Decider (B),LOUD vs ZETA DIVISION,LOUD,ban,Fracture
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,KRÜ Esports,ban,Fracture
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,FunPlus Phoenix,ban,Breeze
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,KRÜ Esports,pick,Icebox
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,FunPlus Phoenix,pick,Ascent
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,KRÜ Esports,ban,Haven
Valorant Champions 2022,Group Stage,Decider (C),FunPlus Phoenix vs KRÜ Esports,FunPlus Phoenix,ban,Pearl
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,FNATIC,ban,Haven
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,100 Thieves,ban,Icebox
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,FNATIC,pick,Bind
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,100 Thieves,pick,Ascent
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,FNATIC,ban,Breeze
Valorant Champions 2022,Group Stage,Decider (D),100 Thieves vs FNATIC,100 Thieves,ban,Fracture
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,LOUD,ban,Pearl
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Leviatán,ban,Fracture
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,LOUD,pick,Icebox
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Leviatán,pick,Haven
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,LOUD,ban,Bind
Valorant Champions 2022,Playoffs,Upper Quarterfinals,Leviatán vs LOUD,Leviatán,ban,Breeze
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,FunPlus Phoenix,ban,Haven
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,DRX,ban,Pearl
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,FunPlus Phoenix,pick,Ascent
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,DRX,pick,Breeze
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,FunPlus Phoenix,ban,Bind
Valorant Champions 2022,Playoffs,Upper Quarterfinals,DRX vs FunPlus Phoenix,DRX,ban,Fracture
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Team Liquid,ban,Fracture
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,OpTic Gaming,ban,Haven
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Team Liquid,pick,Breeze
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,OpTic Gaming,pick,Bind
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,Team Liquid,ban,Pearl
Valorant Champions 2022,Playoffs,Upper Quarterfinals,OpTic Gaming vs Team Liquid,OpTic Gaming,ban,Icebox
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,XSET,ban,Bind
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,FNATIC,ban,Haven
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,XSET,pick,Pearl
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,FNATIC,pick,Fracture
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,XSET,ban,Icebox
Valorant Champions 2022,Playoffs,Upper Quarterfinals,XSET vs FNATIC,FNATIC,ban,Breeze
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,FunPlus Phoenix,ban,Haven
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Leviatán,ban,Fracture
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,FunPlus Phoenix,pick,Icebox
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Leviatán,pick,Ascent
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,FunPlus Phoenix,ban,Breeze
Valorant Champions 2022,Playoffs,Lower Round 1,FunPlus Phoenix vs Leviatán,Leviatán,ban,Pearl
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,FNATIC,ban,Breeze
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Team Liquid,ban,Fracture
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,FNATIC,pick,Bind
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Team Liquid,pick,Haven
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,FNATIC,ban,Pearl
Valorant Champions 2022,Playoffs,Lower Round 1,Team Liquid vs FNATIC,Team Liquid,ban,Icebox
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,LOUD,ban,Pearl
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,DRX,ban,Ascent
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,LOUD,pick,Breeze
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,DRX,pick,Haven
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,LOUD,ban,Fracture
Valorant Champions 2022,Playoffs,Upper Semifinals,DRX vs LOUD,DRX,ban,Bind
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,XSET,ban,Bind
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,OpTic Gaming,ban,Breeze
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,XSET,pick,Haven
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,OpTic Gaming,pick,Ascent
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,XSET,ban,Fracture
Valorant Champions 2022,Playoffs,Upper Semifinals,OpTic Gaming vs XSET,OpTic Gaming,ban,Icebox
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,FNATIC,ban,Breeze
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,DRX,ban,Bind
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,FNATIC,pick,Icebox
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,DRX,pick,Ascent
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,FNATIC,ban,Pearl
Valorant Champions 2022,Playoffs,Lower Round 2,DRX vs FNATIC,DRX,ban,Haven
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,XSET,ban,Fracture
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,FunPlus Phoenix,ban,Breeze
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,XSET,pick,Pearl
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,FunPlus Phoenix,pick,Bind
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,XSET,ban,Icebox
Valorant Champions 2022,Playoffs,Lower Round 2,XSET vs FunPlus Phoenix,FunPlus Phoenix,ban,Haven
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,OpTic Gaming,ban,Icebox
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,LOUD,ban,Pearl
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,OpTic Gaming,pick,Bind
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,LOUD,pick,Ascent
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,OpTic Gaming,ban,Haven
Valorant Champions 2022,Playoffs,Upper Final,LOUD vs OpTic Gaming,LOUD,ban,Fracture
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,FunPlus Phoenix,ban,Breeze
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,DRX,ban,Bind
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,FunPlus Phoenix,pick,Icebox
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,DRX,pick,Haven
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,FunPlus Phoenix,ban,Ascent
Valorant Champions 2022,Playoffs,Lower Round 3,FunPlus Phoenix vs DRX,DRX,ban,Pearl
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,OpTic Gaming,ban,Icebox
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,DRX,ban,Pearl
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,OpTic Gaming,pick,Bind
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,DRX,pick,Breeze
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,OpTic Gaming,pick,Fracture
Valorant Champions 2022,Playoffs,Lower Final,OpTic Gaming vs DRX,DRX,pick,Ascent
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,LOUD,ban,Pearl
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,LOUD,ban,Fracture
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,LOUD,pick,Ascent
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,OpTic Gaming,pick,Bind
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,LOUD,pick,Breeze
Valorant Champions 2022,Playoffs,Grand Final,LOUD vs OpTic Gaming,OpTic Gaming,pick,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,9z Team,ban,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Ninjas In Pyjamas,ban,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,9z Team,pick,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Ninjas In Pyjamas,pick,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,9z Team,ban,Split
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Ninjas In Pyjamas vs 9z Team,Ninjas In Pyjamas,ban,Icebox
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,FURIA,ban,Split
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,FUSION,ban,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,FURIA,pick,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,FUSION,pick,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,FURIA,ban,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,FUSION vs FURIA,FUSION,ban,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Keyd Stars,ban,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,E-Xolos LAZER,ban,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Keyd Stars,pick,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,E-Xolos LAZER,pick,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,Keyd Stars,ban,Split
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,Keyd Stars vs E-Xolos LAZER,E-Xolos LAZER,ban,Icebox
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,KRÜ Esports,ban,Split
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,TBK Esports,ban,Icebox
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,KRÜ Esports,pick,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,TBK Esports,pick,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,KRÜ Esports,ban,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Quarterfinals,KRÜ Esports vs TBK Esports,TBK Esports,ban,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,FURIA,ban,Split
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,9z Team,ban,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,FURIA,pick,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,9z Team,pick,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,FURIA,ban,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,9z Team vs FURIA,9z Team,ban,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,KRÜ Esports,ban,Split
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Keyd Stars,ban,Haven
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,KRÜ Esports,pick,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Keyd Stars,pick,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,KRÜ Esports,ban,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Upper Semifinals,KRÜ Esports vs Keyd Stars,Keyd Stars,ban,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Ninjas In Pyjamas,ban,Bind
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,FUSION,ban,Ascent
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Ninjas In Pyjamas,pick,Breeze
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,FUSION,pick,Icebox
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,Ninjas In Pyjamas,ban,Fracture
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,Ninjas In Pyjamas vs FUSION,FUSION,ban,Split
Champions Tour South America: Last Chance Qualifier,Main Event,Lower Round 1,TBK Esports vs E-Xolos LAZER,E-Xolos LAZER,ban,Breeze
