Tournament,Stage,Match Type,Match Name,Team,Action,Map
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (B),Rex Regum Qeon vs Team Big BAAM,Rex Regum Qeon,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (B),Rex Regum Qeon vs Team Big BAAM,Team Big BAAM,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (B),Rex Regum Qeon vs Team Big BAAM,Rex Regum Qeon,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),Made in Thailand vs Enigma Gaming,Made in Thailand,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),Made in Thailand vs Enigma Gaming,Enigma Gaming,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),Made in Thailand vs Enigma Gaming,Made in Thailand,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),Made in Thailand vs Enigma Gaming,Enigma Gaming,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),Made in Thailand vs Enigma Gaming,Made in Thailand,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Opening (A),Made in Thailand vs Enigma Gaming,Enigma Gaming,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (A),BOOM Esports vs Made in Thailand,Made in Thailand,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (A),BOOM Esports vs Made in Thailand,BOOM Esports,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (A),BOOM Esports vs Made in Thailand,Made in Thailand,pick,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (A),BOOM Esports vs Made in Thailand,BOOM Esports,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (A),BOOM Esports vs Made in Thailand,Made in Thailand,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (A),BOOM Esports vs Made in Thailand,BOOM Esports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (B),BLEED vs Rex Regum Qeon,BLEED,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (B),BLEED vs Rex Regum Qeon,Rex Regum Qeon,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (B),BLEED vs Rex Regum Qeon,BLEED,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (B),BLEED vs Rex Regum Qeon,Rex Regum Qeon,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (B),BLEED vs Rex Regum Qeon,BLEED,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Winner's (B),BLEED vs Rex Regum Qeon,Rex Regum Qeon,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (A),CERBERUS Esports vs Enigma Gaming,CERBERUS Esports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (A),CERBERUS Esports vs Enigma Gaming,Enigma Gaming,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (A),CERBERUS Esports vs Enigma Gaming,CERBERUS Esports,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (A),CERBERUS Esports vs Enigma Gaming,Enigma Gaming,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (A),CERBERUS Esports vs Enigma Gaming,CERBERUS Esports,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (A),CERBERUS Esports vs Enigma Gaming,Enigma Gaming,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (B),Ghetto Artist vs Team Big BAAM,Ghetto Artist,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (B),Ghetto Artist vs Team Big BAAM,Team Big BAAM,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (B),Ghetto Artist vs Team Big BAAM,Ghetto Artist,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (B),Ghetto Artist vs Team Big BAAM,Team Big BAAM,pick,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (B),Ghetto Artist vs Team Big BAAM,Ghetto Artist,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Elimination (B),Ghetto Artist vs Team Big BAAM,Team Big BAAM,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (A),BOOM Esports vs CERBERUS Esports,BOOM Esports,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (A),BOOM Esports vs CERBERUS Esports,CERBERUS Esports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (A),BOOM Esports vs CERBERUS Esports,BOOM Esports,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (A),BOOM Esports vs CERBERUS Esports,CERBERUS Esports,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (A),BOOM Esports vs CERBERUS Esports,BOOM Esports,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (A),BOOM Esports vs CERBERUS Esports,CERBERUS Esports,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (B),Rex Regum Qeon vs Ghetto Artist,Ghetto Artist,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (B),Rex Regum Qeon vs Ghetto Artist,Rex Regum Qeon,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (B),Rex Regum Qeon vs Ghetto Artist,Ghetto Artist,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (B),Rex Regum Qeon vs Ghetto Artist,Rex Regum Qeon,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (B),Rex Regum Qeon vs Ghetto Artist,Ghetto Artist,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Play-Ins,Decider (B),Rex Regum Qeon vs Ghetto Artist,Rex Regum Qeon,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),Gaimin Gladiators vs Griffin E-Sports,Griffin E-Sports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),Gaimin Gladiators vs Griffin E-Sports,Griffin E-Sports,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),Gaimin Gladiators vs Griffin E-Sports,Griffin E-Sports,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),Alter Ego vs Global Esports,Alter Ego,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),Alter Ego vs Global Esports,Global Esports,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),Alter Ego vs Global Esports,Alter Ego,pick,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),Alter Ego vs Global Esports,Global Esports,pick,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),Alter Ego vs Global Esports,Alter Ego,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),Alter Ego vs Global Esports,Global Esports,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Oasis Gaming vs ORDER,ORDER,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Oasis Gaming vs ORDER,Oasis Gaming,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Oasis Gaming vs ORDER,ORDER,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Oasis Gaming vs ORDER,Oasis Gaming,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Oasis Gaming vs ORDER,ORDER,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Oasis Gaming vs ORDER,Oasis Gaming,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),FW Esports vs Fancy United Esports,FW Esports,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),FW Esports vs Fancy United Esports,Fancy United Esports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),FW Esports vs Fancy United Esports,FW Esports,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),FW Esports vs Fancy United Esports,Fancy United Esports,pick,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),FW Esports vs Fancy United Esports,FW Esports,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),FW Esports vs Fancy United Esports,Fancy United Esports,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),ONIC G vs Made in Thailand,ONIC G,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),ONIC G vs Made in Thailand,Made in Thailand,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),ONIC G vs Made in Thailand,ONIC G,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),ONIC G vs Made in Thailand,Made in Thailand,pick,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),ONIC G vs Made in Thailand,ONIC G,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (A),ONIC G vs Made in Thailand,Made in Thailand,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),XERXIA Esports vs Rex Regum Qeon,Rex Regum Qeon,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),XERXIA Esports vs Rex Regum Qeon,XERXIA Esports,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),XERXIA Esports vs Rex Regum Qeon,Rex Regum Qeon,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),XERXIA Esports vs Rex Regum Qeon,XERXIA Esports,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),XERXIA Esports vs Rex Regum Qeon,Rex Regum Qeon,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (B),XERXIA Esports vs Rex Regum Qeon,XERXIA Esports,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Paper Rex vs BOOM Esports,BOOM Esports,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Paper Rex vs BOOM Esports,Paper Rex,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Paper Rex vs BOOM Esports,BOOM Esports,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Paper Rex vs BOOM Esports,Paper Rex,pick,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Paper Rex vs BOOM Esports,BOOM Esports,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (C),Paper Rex vs BOOM Esports,Paper Rex,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),Team Secret vs BLEED,BLEED,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),Team Secret vs BLEED,Team Secret,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),Team Secret vs BLEED,BLEED,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),Team Secret vs BLEED,Team Secret,pick,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),Team Secret vs BLEED,BLEED,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Opening (D),Team Secret vs BLEED,Team Secret,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (A),Made in Thailand vs Griffin E-Sports,Made in Thailand,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (A),Made in Thailand vs Griffin E-Sports,Griffin E-Sports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (A),Made in Thailand vs Griffin E-Sports,Made in Thailand,pick,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (A),Made in Thailand vs Griffin E-Sports,Griffin E-Sports,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (A),Made in Thailand vs Griffin E-Sports,Made in Thailand,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (A),Made in Thailand vs Griffin E-Sports,Griffin E-Sports,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (B),Rex Regum Qeon vs Global Esports,Rex Regum Qeon,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (B),Rex Regum Qeon vs Global Esports,Global Esports,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (B),Rex Regum Qeon vs Global Esports,Rex Regum Qeon,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (B),Rex Regum Qeon vs Global Esports,Global Esports,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (B),Rex Regum Qeon vs Global Esports,Rex Regum Qeon,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (B),Rex Regum Qeon vs Global Esports,Global Esports,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (C),BOOM Esports vs Oasis Gaming,Oasis Gaming,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (C),BOOM Esports vs Oasis Gaming,BOOM Esports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (C),BOOM Esports vs Oasis Gaming,Oasis Gaming,pick,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (C),BOOM Esports vs Oasis Gaming,BOOM Esports,pick,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (C),BOOM Esports vs Oasis Gaming,Oasis Gaming,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (C),BOOM Esports vs Oasis Gaming,BOOM Esports,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (D),Team Secret vs FW Esports,Team Secret,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (D),Team Secret vs FW Esports,FW Esports,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (D),Team Secret vs FW Esports,Team Secret,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (D),Team Secret vs FW Esports,FW Esports,pick,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (D),Team Secret vs FW Esports,Team Secret,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Elimination (D),Team Secret vs FW Esports,FW Esports,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (A),ONIC G vs Gaimin Gladiators,ONIC G,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (A),ONIC G vs Gaimin Gladiators,Gaimin Gladiators,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (A),ONIC G vs Gaimin Gladiators,ONIC G,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (A),ONIC G vs Gaimin Gladiators,Gaimin Gladiators,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (A),ONIC G vs Gaimin Gladiators,ONIC G,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (A),ONIC G vs Gaimin Gladiators,Gaimin Gladiators,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (B),XERXIA Esports vs Alter Ego,Alter Ego,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (B),XERXIA Esports vs Alter Ego,XERXIA Esports,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (B),XERXIA Esports vs Alter Ego,Alter Ego,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (B),XERXIA Esports vs Alter Ego,XERXIA Esports,pick,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (B),XERXIA Esports vs Alter Ego,Alter Ego,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (B),XERXIA Esports vs Alter Ego,XERXIA Esports,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (C),Paper Rex vs ORDER,ORDER,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (C),Paper Rex vs ORDER,Paper Rex,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (C),Paper Rex vs ORDER,ORDER,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (C),Paper Rex vs ORDER,Paper Rex,pick,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (C),Paper Rex vs ORDER,ORDER,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (C),Paper Rex vs ORDER,Paper Rex,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (D),BLEED vs Fancy United Esports,BLEED,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (D),BLEED vs Fancy United Esports,Fancy United Esports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (D),BLEED vs Fancy United Esports,BLEED,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (D),BLEED vs Fancy United Esports,Fancy United Esports,pick,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (D),BLEED vs Fancy United Esports,BLEED,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Winner's (D),BLEED vs Fancy United Esports,Fancy United Esports,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (A),Gaimin Gladiators vs Griffin E-Sports,Griffin E-Sports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (A),Gaimin Gladiators vs Griffin E-Sports,Griffin E-Sports,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (A),Gaimin Gladiators vs Griffin E-Sports,Gaimin Gladiators,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (A),Gaimin Gladiators vs Griffin E-Sports,Griffin E-Sports,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (B),Alter Ego vs Rex Regum Qeon,Alter Ego,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (B),Alter Ego vs Rex Regum Qeon,Rex Regum Qeon,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (B),Alter Ego vs Rex Regum Qeon,Alter Ego,pick,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (B),Alter Ego vs Rex Regum Qeon,Rex Regum Qeon,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (B),Alter Ego vs Rex Regum Qeon,Alter Ego,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (B),Alter Ego vs Rex Regum Qeon,Rex Regum Qeon,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (C),ORDER vs BOOM Esports,ORDER,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (C),ORDER vs BOOM Esports,BOOM Esports,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (C),ORDER vs BOOM Esports,ORDER,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (C),ORDER vs BOOM Esports,BOOM Esports,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (C),ORDER vs BOOM Esports,ORDER,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (C),ORDER vs BOOM Esports,BOOM Esports,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (D),Fancy United Esports vs Team Secret,Team Secret,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (D),Fancy United Esports vs Team Secret,Fancy United Esports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (D),Fancy United Esports vs Team Secret,Team Secret,pick,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (D),Fancy United Esports vs Team Secret,Fancy United Esports,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (D),Fancy United Esports vs Team Secret,Team Secret,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Group Stage,Decider (D),Fancy United Esports vs Team Secret,Fancy United Esports,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs Alter Ego,Alter Ego,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs Alter Ego,Paper Rex,ban,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs Alter Ego,Alter Ego,pick,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs Alter Ego,Paper Rex,pick,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs Alter Ego,Alter Ego,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,Paper Rex vs Alter Ego,Paper Rex,ban,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,BLEED vs Griffin E-Sports,BLEED,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,BLEED vs Griffin E-Sports,Griffin E-Sports,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,BLEED vs Griffin E-Sports,BLEED,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,BLEED vs Griffin E-Sports,Griffin E-Sports,pick,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,BLEED vs Griffin E-Sports,BLEED,ban,Icebox
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,BLEED vs Griffin E-Sports,Griffin E-Sports,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,ONIC G vs BOOM Esports,ONIC G,ban,Bind
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,ONIC G vs BOOM Esports,BOOM Esports,ban,Breeze
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,ONIC G vs BOOM Esports,ONIC G,pick,Ascent
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,ONIC G vs BOOM Esports,BOOM Esports,pick,Split
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,ONIC G vs BOOM Esports,ONIC G,ban,Fracture
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,ONIC G vs BOOM Esports,BOOM Esports,ban,Haven
Champions Tour Asia-Pacific Stage 2: Challengers Playoffs,Playoffs,Upper Quarterfinals,XERXIA Esports vs Team Secret,Team Secret,ban,Icebox
