Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,raze,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,killjoy,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,skye,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,viper,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,breach,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,brimstone,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Fracture,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,raze,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,killjoy,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,skye,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,omen,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,breach,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,harbor,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,gekko,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Lotus,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,raze,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,killjoy,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,skye,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,omen,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,viper,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,astra,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,kayo,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Split,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,jett,67%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,killjoy,67%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,raze,58%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,omen,58%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,breach,42%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,viper,33%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,skye,33%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,astra,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,sova,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,kayo,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,fade,17%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,cypher,17%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,brimstone,17%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,harbor,8%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,gekko,8%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,All Maps,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,jett,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,killjoy,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,raze,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,omen,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,breach,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,viper,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,skye,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,astra,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,fade,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,cypher,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Split,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,jett,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,killjoy,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,raze,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,omen,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,viper,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,skye,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,astra,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,sova,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,kayo,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Ascent,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,jett,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,killjoy,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,raze,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,breach,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,viper,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,skye,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,astra,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,fade,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,brimstone,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,harbor,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Fracture,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,jett,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,killjoy,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,raze,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,omen,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,breach,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,viper,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,skye,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,astra,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,sova,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,kayo,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,fade,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,cypher,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,brimstone,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,harbor,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,gekko,50%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,deadlock,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,reyna,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,chamber,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Lotus,yoru,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,jett,100%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,killjoy,75%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,skye,63%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,omen,38%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,brimstone,38%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,astra,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,viper,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,fade,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,harbor,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,raze,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,breach,25%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,sova,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,reyna,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,kayo,13%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,neon,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,phoenix,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,iso,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,gekko,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,sage,0%
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,All Maps,deadlock,0%
