Tournament,Stage,Match Type,Map,Team,Agent Picked,Total Wins By Map,Total Loss By Map,Total Maps Played
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Cloud9,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Cloud9,breach,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Cloud9,cypher,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Sentinels,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Sentinels,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Sentinels,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Sentinels,astra,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Sentinels,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Leviatán,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Leviatán,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Leviatán,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Leviatán,astra,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,Leviatán,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,KRÜ Esports,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,KRÜ Esports,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,KRÜ Esports,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,KRÜ Esports,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Split,KRÜ Esports,chamber,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,Leviatán,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,Leviatán,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,Leviatán,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,Leviatán,omen,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,Leviatán,fade,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,KRÜ Esports,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,KRÜ Esports,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,KRÜ Esports,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,KRÜ Esports,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Lotus,KRÜ Esports,omen,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,Cloud9,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,Cloud9,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,Cloud9,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,Cloud9,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,Cloud9,omen,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,KRÜ Esports,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,KRÜ Esports,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,KRÜ Esports,omen,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,KRÜ Esports,sova,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Ascent,KRÜ Esports,kayo,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,Cloud9,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,Cloud9,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,Cloud9,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,Cloud9,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,Cloud9,harbor,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,KRÜ Esports,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,KRÜ Esports,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,KRÜ Esports,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,KRÜ Esports,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Pearl,KRÜ Esports,harbor,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,Cloud9,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,Cloud9,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,Cloud9,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,Cloud9,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,Cloud9,omen,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,KRÜ Esports,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,KRÜ Esports,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,KRÜ Esports,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,KRÜ Esports,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Haven,KRÜ Esports,chamber,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,KRÜ Esports,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,KRÜ Esports,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,KRÜ Esports,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,KRÜ Esports,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,KRÜ Esports,chamber,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,Leviatán,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,Leviatán,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,Leviatán,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,Leviatán,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Split,Leviatán,astra,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,KRÜ Esports,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,KRÜ Esports,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,KRÜ Esports,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,KRÜ Esports,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,KRÜ Esports,harbor,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,Leviatán,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,Leviatán,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,Leviatán,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,Leviatán,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Pearl,Leviatán,harbor,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,KRÜ Esports,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,KRÜ Esports,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,KRÜ Esports,omen,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,KRÜ Esports,sova,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,KRÜ Esports,kayo,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,Leviatán,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,Leviatán,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,Leviatán,omen,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,Leviatán,sova,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Ascent,Leviatán,kayo,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,KRÜ Esports,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,KRÜ Esports,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,KRÜ Esports,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,KRÜ Esports,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,KRÜ Esports,omen,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,Leviatán,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,Leviatán,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,Leviatán,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,Leviatán,omen,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Grand Final,Lotus,Leviatán,fade,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Sentinels,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Sentinels,brimstone,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Sentinels,breach,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Sentinels,kayo,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Sentinels,cypher,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Leviatán,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Leviatán,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Leviatán,brimstone,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Leviatán,breach,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Fracture,Leviatán,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Sentinels,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Sentinels,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Sentinels,astra,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Sentinels,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Sentinels,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Leviatán,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Leviatán,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Leviatán,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Leviatán,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Split,Leviatán,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Cloud9,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Cloud9,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Cloud9,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Cloud9,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Cloud9,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Leviatán,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Leviatán,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Leviatán,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Leviatán,omen,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Lotus,Leviatán,fade,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Cloud9,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Cloud9,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Cloud9,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Cloud9,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Cloud9,harbor,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Leviatán,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Leviatán,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Leviatán,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Leviatán,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Pearl,Leviatán,harbor,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Cloud9,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Cloud9,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Cloud9,astra,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Cloud9,breach,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Cloud9,cypher,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Leviatán,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Leviatán,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Leviatán,viper,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Leviatán,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Split,Leviatán,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Cloud9,killjoy,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Cloud9,jett,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Cloud9,breach,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Cloud9,sova,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Cloud9,omen,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Leviatán,killjoy,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Leviatán,astra,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Leviatán,jett,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Leviatán,breach,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Haven,Leviatán,sova,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Cloud9,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Cloud9,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Cloud9,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Cloud9,astra,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Cloud9,cypher,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Leviatán,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Leviatán,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Leviatán,harbor,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Leviatán,brimstone,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Bind,Leviatán,chamber,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,KRÜ Esports,skye,2,0,2
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,KRÜ Esports,viper,2,0,2
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,KRÜ Esports,raze,2,0,2
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,KRÜ Esports,brimstone,2,0,2
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,KRÜ Esports,cypher,2,0,2
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Leviatán,skye,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Leviatán,raze,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Leviatán,brimstone,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Leviatán,harbor,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Leviatán,chamber,1,0,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Cloud9,skye,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Cloud9,viper,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Cloud9,raze,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Cloud9,astra,0,1,1
Champions Tour 2023: Americas Last Chance Qualifier,All Stages,All Match Types,Bind,Cloud9,cypher,0,1,1
