Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Upper Semifinals (A),11279
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Upper Semifinals (B),11280
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Upper Final (A),11281
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Upper Final (B),11282
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Round 1 (A),11283
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Round 1 (B),11284
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Round 2 (A),11285
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Round 2 (B),11286
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Round 3 (A),11287
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Round 3 (B),11288
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Final (A),11289
Champions Tour Thailand Stage 2: Challengers,972,Closed Qualifier,1906,Lower Final (B),11290
Champions Tour Thailand Stage 2: Challengers,972,Open Qualifier,1905,Upper Bracket Round of 16,11074
Champions Tour Thailand Stage 2: Challengers,972,Open Qualifier,1905,Upper Quarterfinals,11144
Champions Tour Thailand Stage 2: Challengers,972,Open Qualifier,1905,Lower Round 1,11145
Champions Tour Thailand Stage 2: Challengers,972,All Stages,,All Match Types,
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Playoffs,1884,Upper Round 1,10697
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Playoffs,1884,Upper Semifinals,10698
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Playoffs,1884,Upper Final,10699
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Playoffs,1884,Grand Final,10700
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Playoffs,1884,Lower Round 1,10701
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Playoffs,1884,Lower Round 2,10702
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Playoffs,1884,Lower Final,10703
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 1,10689
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 2,10690
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 3,10691
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 4,10692
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 5,10693
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 6,10694
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 7,10695
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Group Stage,1883,Day 8,10696
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Upper Round of 32,11039
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Upper Round of 16,11040
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Upper Quarterfinals,11041
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Upper Semifinals,11042
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 3,11043
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 4,11044
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 5,11045
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 6,11046
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 7,11047
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 8,11048
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 2,11049
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,Open Qualifier (Elimination),1885,Lower Round 1,11050
Champions Tour Malaysia & Singapore Stage 2: Challengers,963,All Stages,,All Match Types,
Champions Tour Japan Stage 2: Challengers Week 1,997,Main Event,1965,Semifinals,11618
Champions Tour Japan Stage 2: Challengers Week 1,997,Main Event,1965,Grand Final,11619
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Quarterfinals (A),11196
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Semifinals (A),11197
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Grand Final (A),11198
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Quarterfinals (B),11199
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Semifinals (B),11200
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Grand Final (B),11201
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Quarterfinals (C),11202
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Semifinals (C),11203
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Grand Final (C),11204
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Quarterfinals (D),11205
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Semifinals (D),11206
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Grand Final (D),11207
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Quarterfinals (E),11208
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Semifinals (E),11209
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Grand Final (E),11210
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Quarterfinals (F),11211
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Semifinals (F),11212
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Grand Final (F),11213
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Quarterfinals (G),11214
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Semifinals (G),11215
Champions Tour Japan Stage 2: Challengers Week 1,997,Open Qualifier,1966,Grand Final (G),11216
Champions Tour Japan Stage 2: Challengers Week 1,997,All Stages,,All Match Types,
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Upper Bracket Quarterfinals,11423
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Lower Bracket Round 1,11424
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Upper Bracket Semifinals,11425
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Lower Bracket Round 2,11426
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Upper Bracket Final,11427
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Lower Bracket Round 3,11428
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Lower Bracket Final,11429
Oceania Tour: Stage 2,960,Regional Playoffs,1876,Grand Final,11430
Oceania Tour: Stage 2,960,Group Stage,1875,Week 1,10998
Oceania Tour: Stage 2,960,Group Stage,1875,Week 2,10999
Oceania Tour: Stage 2,960,Open Qualifier,1874,Round of 16,10660
Oceania Tour: Stage 2,960,Open Qualifier,1874,Quarterfinals,10661
Oceania Tour: Stage 2,960,Open Qualifier,1874,Semifinals,10676
Oceania Tour: Stage 2,960,Open Qualifier,1874,Lower Bracket Semifinals,10679
Oceania Tour: Stage 2,960,Open Qualifier,1874,Lower Bracket Final,10680
Oceania Tour: Stage 2,960,Open Qualifier,1874,Lower Bracket Bronze Match,10681
Oceania Tour: Stage 2,960,All Stages,,All Match Types,
Road to VCT 2022: Stage 2,955,Round 3,1913,Semifinals,10808
Road to VCT 2022: Stage 2,955,Round 3,1913,3rd Place Match,10809
Road to VCT 2022: Stage 2,955,Round 3,1913,Grand Final,10810
Road to VCT 2022: Stage 2,955,Round 2,1881,Semifinals,10673
Road to VCT 2022: Stage 2,955,Round 2,1881,Grand Final,10674
Road to VCT 2022: Stage 2,955,Round 2,1881,Decider Match,10675
Road to VCT 2022: Stage 2,955,Round 1,1863,Semifinals,10612
Road to VCT 2022: Stage 2,955,Round 1,1863,Grand Final,10613
Road to VCT 2022: Stage 2,955,Round 1,1863,Decider Match,10614
Road to VCT 2022: Stage 2,955,All Stages,,All Match Types,
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Upper Quarterfinals,10620
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Upper Semifinals,10621
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Upper Final,10622
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Grand Final,10623
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Lower Round 1,10624
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Lower Round 2,10625
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Lower Round 3,10626
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Playoffs,1843,Lower Final,10627
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Opening (A),10555
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Winner's (A),10556
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Elimination (A),10557
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Decider (A),10558
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Opening (B),10559
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Winner's (B),10560
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Elimination (B),10561
Valorant Champions Tour Stage 1: Masters Reykjavík,926,Group Stage,1842,Decider (B),10562
Valorant Champions Tour Stage 1: Masters Reykjavík,926,All Stages,,All Match Types,
Champions Tour Stage 1: EMEA Promotion,885,Promotion,1757,Round of 6,10577
Champions Tour Stage 1: EMEA Promotion,885,Promotion,1757,Upper Semifinals,10578
Champions Tour Stage 1: EMEA Promotion,885,Promotion,1757,Upper Final,10579
Champions Tour Stage 1: EMEA Promotion,885,Promotion,1757,Lower Round 1,10580
Champions Tour Stage 1: EMEA Promotion,885,Promotion,1757,Lower Round 2,10581
Champions Tour Stage 1: EMEA Promotion,885,Promotion,1757,Lower Final,10582
Champions Tour Stage 1: EMEA Promotion,885,Play-In,1755,Opening (A),10496
Champions Tour Stage 1: EMEA Promotion,885,Play-In,1755,Winner's (A),10497
Champions Tour Stage 1: EMEA Promotion,885,Play-In,1755,Elimination (A),10498
Champions Tour Stage 1: EMEA Promotion,885,Play-In,1755,Decider (A),10499
Champions Tour Stage 1: EMEA Promotion,885,Play-In,1755,Group B,10500
Champions Tour Stage 1: EMEA Promotion,885,All Stages,,All Match Types,
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,948,Main Event,1852,Decider,10477
Champions Tour LATAM/BR Stage 1: Last Chance Qualifier,948,All Stages,,All Match Types,
Champions Tour Latin America Stage 1: Playoffs,925,Regional Finals,1832,Upper Bracket Quarterfinals,10311
Champions Tour Latin America Stage 1: Playoffs,925,Regional Finals,1832,Lower Bracket Round 1,10312
Champions Tour Latin America Stage 1: Playoffs,925,Regional Finals,1832,Upper Bracket Final,10313
Champions Tour Latin America Stage 1: Playoffs,925,Regional Finals,1832,Lower Bracket Final,10314
Champions Tour Latin America Stage 1: Playoffs,925,Regional Finals,1832,Grand Final,10315
Champions Tour Latin America Stage 1: Playoffs,925,All Stages,,All Match Types,
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605,Upper Round 1,10200
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605,Upper Semifinals,10201
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605,Upper Final,10202
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605,Grand Final,10203
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605,Lower Round 1,10204
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605,Lower Round 2,10205
Champions Tour Brazil Stage 1: Challengers 1,829,Playoffs,1605,Lower Final,10206
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 1,9571
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 2,9572
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 3,9573
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 4,9574
Champions Tour Brazil Stage 1: Challengers 1,829,Group Stage,1604,Week 5,9575
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #2,1614,Quarterfinals,9215
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #2,1614,Semifinals,9216
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,Round of 64,9086
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,Round of 32,9087
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,Round of 16,9092
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,Quarterfinals,9093
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,SF,9094
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #2,1603,3rd Place Decider,9095
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #1,1613,Quarterfinals,8890
Champions Tour Brazil Stage 1: Challengers 1,829,Closed Qualifier #1,1613,Semifinals,8891
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Round of 64,8876
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Round of 32,8877
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Round of 16,8878
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Quarterfinals,8879
Champions Tour Brazil Stage 1: Challengers 1,829,Open Qualifier #1,1602,Semifinals (Decisive),8880
Champions Tour Brazil Stage 1: Challengers 1,829,All Stages,,All Match Types,
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Upper Quarterfinals,10189
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Upper Semifinals,10190
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Upper Final,10191
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Grand Final,10192
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Lower Round 1,10193
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Lower Round 2,10194
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Lower Round 3,10195
Champions Tour North America Stage 1: Challengers,799,Main Event,1737,Lower Final,10196
Champions Tour North America Stage 1: Challengers,799,Group Stage,1559,Week 1,9566
Champions Tour North America Stage 1: Challengers,799,Group Stage,1559,Week 2,9567
Champions Tour North America Stage 1: Challengers,799,Group Stage,1559,Week 3,9568
Champions Tour North America Stage 1: Challengers,799,Group Stage,1559,Week 4,9569
Champions Tour North America Stage 1: Challengers,799,Group Stage,1559,Week 5,9570
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Round of 128,9481
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Round of 64,9482
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Upper Round of 32,9483
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Upper Round of 16,9484
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Upper Quarterfinals,9485
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Upper Semifinals,9486
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Lower Round 1,9487
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Lower Round 2,9488
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Lower Round 3,9489
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Lower Round 4,9490
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Lower Round 5,9491
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #2,1736,Lower Round 6,9492
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Round of 128,9287
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Round of 64,9288
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Upper Round of 32,9321
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Upper Round of 16,9322
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Upper Quarterfinals,9323
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Upper Semifinals,9324
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Lower Round 1,9325
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Lower Round 2,9326
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Lower Round 3,9327
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Lower Round 4,9328
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Lower Round 5,9329
Champions Tour North America Stage 1: Challengers,799,Open Qualifier #1,1558,Lower Round 6,9330
Champions Tour North America Stage 1: Challengers,799,All Stages,,All Match Types,
Champions Tour Stage 1: EMEA Challengers,854,Playoffs,1670,Upper Round 1,10402
Champions Tour Stage 1: EMEA Challengers,854,Playoffs,1670,Upper Semifinals,10403
Champions Tour Stage 1: EMEA Challengers,854,Playoffs,1670,Upper Final,10404
Champions Tour Stage 1: EMEA Challengers,854,Playoffs,1670,Grand Final,10405
Champions Tour Stage 1: EMEA Challengers,854,Playoffs,1670,Lower Round 1,10406
Champions Tour Stage 1: EMEA Challengers,854,Playoffs,1670,Lower Round 2,10407
Champions Tour Stage 1: EMEA Challengers,854,Playoffs,1670,Lower Final,10408
Champions Tour Stage 1: EMEA Challengers,854,Group Stage,1669,Week 1,9516
Champions Tour Stage 1: EMEA Challengers,854,Group Stage,1669,Week 2,9517
Champions Tour Stage 1: EMEA Challengers,854,Group Stage,1669,Week 3,9518
Champions Tour Stage 1: EMEA Challengers,854,Group Stage,1669,Week 4,9519
Champions Tour Stage 1: EMEA Challengers,854,Group Stage,1669,Week 5,9520
Champions Tour Stage 1: EMEA Challengers,854,All Stages,,All Match Types,
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Upper Bracket Quarterfinals,10178
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Upper Bracket Semifinals,10179
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Upper Bracket Final,10180
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Lower Bracket Round 1,10181
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Lower Bracket Round 2,10182
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Lower Bracket Round 3,10183
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Lower Bracket Final,10184
Champions Tour Japan Stage 1: Challengers Playoffs,853,Playoffs,1668,Grand Final,10185
Champions Tour Japan Stage 1: Challengers Playoffs,853,All Stages,,All Match Types,
Champions Tour Korea Stage 1: Challengers,850,Playoffs,1662,Upper Round 1,8882
Champions Tour Korea Stage 1: Challengers,850,Playoffs,1662,Upper Semifinals,8884
Champions Tour Korea Stage 1: Challengers,850,Playoffs,1662,Upper Final,8885
Champions Tour Korea Stage 1: Challengers,850,Playoffs,1662,Grand Final,8886
Champions Tour Korea Stage 1: Challengers,850,Playoffs,1662,Lower Round 1,8887
Champions Tour Korea Stage 1: Challengers,850,Playoffs,1662,Lower Round 2,8888
Champions Tour Korea Stage 1: Challengers,850,Playoffs,1662,Lower Final,8889
Champions Tour Korea Stage 1: Challengers,850,Group Stage,1661,Week 1,9778
Champions Tour Korea Stage 1: Challengers,850,Group Stage,1661,Week 2,9779
Champions Tour Korea Stage 1: Challengers,850,Group Stage,1661,Week 3,9780
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Opening (A),9533
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Opening (B),9534
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Opening (C),9539
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Opening (D),9544
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Winner's (A),9551
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Winner's (B),9552
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Winner's (C),9553
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Winner's (D),9554
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Elimination (A),9555
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Elimination (B),9556
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Elimination (C),9557
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Elimination (D),9558
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Decider (A),9559
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Decider (B),9560
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Decider (C),9561
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 16,1758,Group Stage: Decider (D),9562
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Opening (A),9523
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Opening (B),9524
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Opening (C),9525
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Opening (D),9526
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Opening (E),9527
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Opening (F),9528
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Winner's (A),9529
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Winner's (B),9530
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Winner's (C),9531
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Winner's (D),9532
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Elimination (A),9535
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Elimination (B),9536
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Elimination (C),9537
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Elimination (D),9538
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Decider (A),9540
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Decider (B),9541
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Decider (C),9542
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Decider (D),9543
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Winner's (E),9545
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Winner's (F),9546
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Elimination (E),9547
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Elimination (F),9548
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Decider (E),9549
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 24,1663,Group Stage: Decider (F),9550
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group A,9504
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group B,9505
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group C,9506
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group D,9507
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group E,9508
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group F,9509
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group G,9510
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group H,9511
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group I,9512
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group K,9513
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group L,9514
Champions Tour Korea Stage 1: Challengers,850,Open Qualifier: Round of 42,1660,Group J,9515
Champions Tour Korea Stage 1: Challengers,850,All Stages,,All Match Types,
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Upper Bracket Quarterfinals,10013
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Upper Bracket Semifinals,10014
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Upper Bracket Finals,10015
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Grand Finals,10016
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Round 1,10017
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Round 2,10018
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Round 3,10019
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Knockouts,1753,Lower Bracket Finals,10020
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (A),9997
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (B),9998
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (C),9999
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Opening (D),10000
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Winner's (A),10001
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Winner's (B),10002
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Winner's (D),10004
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Elimination (A),10005
Champions Tour Asia-Pacific Stage 1: Challengers Playoffs,884,Group Stage,1752,Elimination (B),10006
