Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 64,Bind,9,39%,61%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 64,Breeze,9,50%,50%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,All Maps,39,52%,48%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,Ascent,11,55%,45%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,Haven,11,48%,52%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,Icebox,5,52%,48%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,Breeze,4,57%,43%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,Bind,3,47%,53%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,Fracture,3,53%,47%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 32,Split,2,47%,53%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 16,All Maps,19,50%,50%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 16,Haven,5,54%,46%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 16,Ascent,4,46%,54%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 16,Fracture,3,60%,40%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 16,Icebox,3,46%,54%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 16,Breeze,2,30%,70%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Round of 16,Split,2,64%,36%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Quarterfinals,All Maps,9,55%,45%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Ascent,2,40%,60%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Breeze,2,48%,52%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Haven,2,58%,42%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Icebox,2,55%,45%
Champions Tour Europe Stage 1: Challengers 2,Open Qualifier,Quarterfinals,Fracture,1,88%,13%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,All Maps,550,49%,51%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Ascent,132,46%,54%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Icebox,115,50%,50%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Haven,96,50%,50%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Bind,71,46%,54%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Split,60,51%,49%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Breeze,49,49%,51%
Champions Tour Europe Stage 1: Challengers 2,All Stages,All Match Types,Fracture,27,50%,50%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,All Maps,11,51%,49%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Ascent,3,46%,54%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Bind,3,40%,60%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Breeze,1,52%,48%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Fracture,1,67%,33%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Haven,1,42%,58%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Icebox,1,79%,21%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Quarterfinals,Split,1,71%,29%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,All Maps,5,50%,50%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Ascent,1,29%,71%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Bind,1,43%,57%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Fracture,1,50%,50%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Haven,1,67%,33%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Semifinals,Icebox,1,61%,39%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Final,All Maps,2,55%,45%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Final,Split,1,57%,43%
Champions Tour North America Stage 1: Challengers,Main Event,Upper Final,Bind,1,53%,47%
Champions Tour North America Stage 1: Challengers,Main Event,Grand Final,All Maps,5,46%,54%
Champions Tour North America Stage 1: Challengers,Main Event,Grand Final,Ascent,1,41%,59%
Champions Tour North America Stage 1: Challengers,Main Event,Grand Final,Breeze,1,33%,67%
Champions Tour North America Stage 1: Challengers,Main Event,Grand Final,Haven,1,71%,29%
Champions Tour North America Stage 1: Challengers,Main Event,Grand Final,Icebox,1,41%,59%
Champions Tour North America Stage 1: Challengers,Main Event,Grand Final,Split,1,35%,65%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,All Maps,5,45%,55%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,Ascent,1,41%,59%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,Breeze,1,55%,45%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,Fracture,1,38%,62%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,Haven,1,45%,55%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 1,Split,1,48%,52%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 2,All Maps,5,49%,51%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 2,Ascent,2,54%,46%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 2,Breeze,2,46%,54%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 2,Fracture,1,45%,55%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 3,All Maps,3,27%,73%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 3,Ascent,1,33%,67%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 3,Haven,1,6%,94%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Round 3,Split,1,38%,63%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Final,All Maps,3,38%,62%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Final,Haven,1,50%,50%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Final,Icebox,1,42%,58%
Champions Tour North America Stage 1: Challengers,Main Event,Lower Final,Split,1,26%,74%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,All Maps,14,48%,52%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Bind,3,37%,63%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Haven,3,60%,40%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Ascent,2,51%,49%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Breeze,2,46%,54%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Fracture,2,49%,51%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Icebox,1,67%,33%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 1,Split,1,30%,70%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,All Maps,16,48%,52%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Bind,3,49%,51%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Breeze,3,43%,57%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Ascent,2,35%,65%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Fracture,2,68%,32%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Haven,2,71%,29%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Icebox,2,44%,56%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 2,Split,2,30%,70%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,All Maps,17,46%,54%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Fracture,4,47%,53%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Bind,3,38%,62%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Haven,3,52%,48%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Ascent,2,41%,59%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Breeze,2,51%,49%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Icebox,2,48%,52%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 3,Split,1,41%,59%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,All Maps,16,50%,50%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Haven,5,55%,45%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Bind,3,47%,53%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Breeze,2,58%,43%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Fracture,2,52%,48%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Icebox,2,48%,52%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Ascent,1,33%,67%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 4,Split,1,29%,71%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,All Maps,13,56%,44%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Haven,4,63%,38%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Ascent,3,55%,45%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Bind,2,60%,40%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Breeze,2,57%,43%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Fracture,1,35%,65%
Champions Tour North America Stage 1: Challengers,Group Stage,Week 5,Split,1,46%,54%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,All Maps,136,50%,50%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Haven,32,47%,53%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Ascent,30,50%,50%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Icebox,22,53%,47%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Breeze,17,53%,47%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Split,15,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Bind,13,52%,48%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 128,Fracture,7,50%,50%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,All Maps,70,49%,51%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Haven,15,49%,51%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Icebox,14,51%,49%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Ascent,13,40%,60%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Breeze,13,48%,52%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Bind,7,59%,41%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Split,6,47%,53%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Round of 64,Fracture,2,62%,38%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,All Maps,37,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Breeze,8,38%,62%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Haven,7,55%,45%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Icebox,7,37%,63%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Split,7,48%,52%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Bind,4,42%,58%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Ascent,2,56%,44%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 32,Fracture,2,39%,61%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,All Maps,20,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Breeze,5,52%,48%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Split,4,31%,69%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Ascent,3,47%,53%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Icebox,3,55%,45%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Bind,2,56%,44%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Haven,2,37%,63%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Round of 16,Fracture,1,38%,62%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,All Maps,11,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Ascent,3,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Bind,3,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Breeze,2,50%,50%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Fracture,1,43%,57%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Haven,1,46%,54%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Quarterfinals,Split,1,32%,68%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Semifinals,All Maps,5,46%,54%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Semifinals,Split,2,58%,42%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Semifinals,Ascent,2,36%,64%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Upper Semifinals,Bind,1,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,All Maps,18,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Breeze,5,38%,62%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Haven,4,39%,61%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Ascent,3,41%,59%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Icebox,3,67%,33%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Split,2,47%,53%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 1,Fracture,1,53%,47%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,All Maps,21,54%,46%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Icebox,5,53%,47%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Breeze,4,54%,46%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Bind,3,51%,49%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Fracture,3,60%,40%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Haven,3,63%,38%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Ascent,2,50%,50%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 2,Split,1,33%,67%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,All Maps,12,50%,50%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Haven,3,52%,48%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Ascent,2,40%,60%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Breeze,2,53%,47%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Fracture,2,63%,38%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Split,2,37%,63%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 3,Bind,1,57%,43%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,All Maps,9,49%,51%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Haven,3,49%,51%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Icebox,2,50%,50%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Split,2,49%,51%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Ascent,1,41%,59%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 4,Bind,1,59%,41%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 5,All Maps,5,44%,56%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 5,Split,2,43%,58%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 5,Icebox,2,43%,57%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 5,Bind,1,48%,52%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,All Maps,6,44%,56%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,Breeze,2,30%,70%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,Ascent,1,45%,55%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,Bind,1,46%,54%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,Haven,1,77%,23%
Champions Tour North America Stage 1: Challengers,Open Qualifier #2,Lower Round 6,Split,1,31%,69%
