Tournament,Stage,Match Type,Player,Team,Agents,Rounds Played,Rating,Average Combat Score,Kills:Deaths,"Kill, Assist, Trade, Survive %",Average Damage Per Round,Kills Per Round,Assists Per Round,First Kills Per Round,First Deaths Per Round,Headshot %,Clutch Success %,Clutches (won/played),Maximum Kills in a Single Map,Kills,Deaths,Assists,First Kills,First Deaths
Champions Tour 2023: EMEA League,All Stages,All Match Types,sh1n,Karmine Corp,"skye, viper, sova, gekko, fade",393,0.85,164.8,0.82,66%,106.8,0.58,0.26,0.05,0.07,30%,17%,6/36,20,229,280,101,21,29
Champions Tour 2023: EMEA League,All Stages,All Match Types,ScreaM,Karmine Corp,jett,156,0.87,212.3,0.89,69%,140,0.74,0.16,0.21,0.16,39%,13%,1/8,23,116,130,25,33,25
Champions Tour 2023: EMEA League,All Stages,All Match Types,ScreaM,Karmine Corp,kayo,72,1.04,228.7,1,74%,158.3,0.79,0.31,0.21,0.1,28%,22%,2/9,33,57,57,22,15,7
Champions Tour 2023: EMEA League,All Stages,All Match Types,ScreaM,Karmine Corp,raze,165,0.92,211.4,1.02,69%,146.7,0.73,0.16,0.2,0.18,25%,,0/11,26,121,119,26,33,30
Champions Tour 2023: EMEA League,All Stages,All Match Types,ScreaM,Karmine Corp,"raze, jett, kayo",393,0.92,214.5,0.96,70%,146.2,0.75,0.19,0.21,0.16,30%,11%,3/28,33,294,306,73,81,62
Champions Tour 2023: EMEA League,All Stages,All Match Types,Brave,BBL Esports,astra,102,0.78,174.2,0.71,64%,114.6,0.58,0.27,0.06,0.1,34%,12%,2/17,15,59,83,28,6,10
Champions Tour 2023: EMEA League,All Stages,All Match Types,Brave,BBL Esports,brimstone,21,0.81,184,0.76,67%,117.7,0.62,0.24,0.1,0.1,20%,,0/1,13,13,17,5,2,2
Champions Tour 2023: EMEA League,All Stages,All Match Types,Brave,BBL Esports,omen,191,1.09,192.7,1.11,79%,124.4,0.68,0.42,0.08,0.08,36%,46%,6/13,20,130,117,80,16,16
Champions Tour 2023: EMEA League,All Stages,All Match Types,Brave,BBL Esports,viper,130,1.04,219.8,1.01,75%,141,0.74,0.33,0.12,0.08,33%,33%,4/12,24,96,95,43,15,11
Champions Tour 2023: EMEA League,All Stages,All Match Types,Brave,BBL Esports,"brimstone, astra, viper, omen",444,0.99,195.6,0.96,73%,126.7,0.67,0.35,0.09,0.09,34%,28%,12/43,24,298,312,156,39,39
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,breach,23,1,183,1,78%,134.2,0.65,0.57,0.17,0.09,29%,50%,1/2,15,15,15,13,4,2
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,cypher,64,0.69,165.3,0.72,70%,111.6,0.56,0.11,0.11,0.11,26%,17%,2/12,15,36,50,7,7,7
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,fade,59,0.87,144,0.75,76%,91.3,0.51,0.32,0.08,0.08,31%,,0/7,14,30,40,19,5,5
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,gekko,16,0.99,224,0.86,63%,154.9,0.75,0.19,0,0.13,32%,,0/3,12,12,14,3,0,2
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,harbor,18,0.43,97,0.33,61%,59.5,0.28,0.39,0,0.11,17%,,0/1,5,5,15,7,0,2
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,killjoy,74,1.2,222.3,1.1,77%,148.4,0.76,0.22,0.11,0.09,36%,17%,2/12,26,56,51,16,8,7
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,sova,190,0.92,155.7,0.84,73%,105.9,0.52,0.39,0.06,0.07,26%,13%,4/32,16,98,117,74,11,14
Champions Tour 2023: EMEA League,All Stages,All Match Types,SouhcNi,BBL Esports,"sova, gekko, harbor, killjoy, cypher, breach, fade",444,0.9,166.7,0.83,73%,113.2,0.57,0.31,0.08,0.09,29%,13%,9/69,26,252,302,139,35,39
Champions Tour 2023: EMEA League,All Stages,All Match Types,Turko,BBL Esports,breach,175,0.94,173.8,0.88,77%,119.8,0.63,0.34,0.06,0.04,33%,9%,2/22,23,110,125,60,10,7
Champions Tour 2023: EMEA League,All Stages,All Match Types,Turko,BBL Esports,kayo,116,1.03,176.3,1,77%,110.6,0.64,0.54,0.06,0.09,26%,23%,3/13,19,74,74,63,7,10
Champions Tour 2023: EMEA League,All Stages,All Match Types,Turko,BBL Esports,skye,79,0.98,156,0.92,71%,95.4,0.57,0.47,0.08,0.04,35%,6%,1/17,17,45,49,37,6,3
Champions Tour 2023: EMEA League,All Stages,All Match Types,Turko,BBL Esports,sova,74,0.96,148,0.82,73%,104.2,0.54,0.18,0.01,0.08,32%,27%,3/11,20,40,49,13,1,6
Champions Tour 2023: EMEA League,All Stages,All Match Types,Turko,BBL Esports,"skye, breach, kayo, sova",444,0.98,167.4,0.91,75%,110.5,0.61,0.39,0.05,0.06,31%,14%,9/63,23,269,297,173,24,26
Champions Tour 2023: EMEA League,All Stages,All Match Types,AsLanM4shadoW,BBL Esports,brimstone,38,1,196,1,76%,122,0.68,0.34,0.11,0.13,25%,25%,1/4,18,26,26,13,4,5
Champions Tour 2023: EMEA League,All Stages,All Match Types,AsLanM4shadoW,BBL Esports,killjoy,268,0.99,221.5,1.08,71%,150,0.81,0.14,0.09,0.08,28%,19%,5/27,28,216,200,37,25,21
Champions Tour 2023: EMEA League,All Stages,All Match Types,AsLanM4shadoW,BBL Esports,raze,16,0.4,113,0.25,50%,84.4,0.25,0.31,0.06,0.44,11%,,0/1,4,4,16,5,1,7
Champions Tour 2023: EMEA League,All Stages,All Match Types,AsLanM4shadoW,BBL Esports,sage,122,0.95,200.2,1.01,66%,125.1,0.7,0.26,0.06,0.11,29%,17%,2/12,22,86,85,32,7,13
Champions Tour 2023: EMEA League,All Stages,All Match Types,AsLanM4shadoW,BBL Esports,"killjoy, brimstone, raze, sage",444,0.96,208.9,1.02,70%,138.4,0.75,0.2,0.08,0.1,27%,18%,8/44,28,332,327,87,37,46
Champions Tour 2023: EMEA League,All Stages,All Match Types,QutionerX,BBL Esports,jett,300,1.16,259.6,1.28,75%,166.5,0.94,0.17,0.25,0.17,27%,9%,2/22,28,282,221,51,75,51
Champions Tour 2023: EMEA League,All Stages,All Match Types,QutionerX,BBL Esports,omen,59,0.92,197.5,0.93,59%,141.2,0.69,0.31,0.14,0.19,30%,50%,3/6,26,41,44,18,8,11
Champions Tour 2023: EMEA League,All Stages,All Match Types,QutionerX,BBL Esports,raze,69,0.9,213.7,0.85,68%,153.4,0.68,0.16,0.1,0.1,19%,11%,1/9,18,47,55,11,7,7
Champions Tour 2023: EMEA League,All Stages,All Match Types,QutionerX,BBL Esports,sage,16,0.67,166,0.67,56%,101.9,0.63,0.13,0.06,0.06,36%,,0/2,10,10,15,2,1,1
Champions Tour 2023: EMEA League,All Stages,All Match Types,QutionerX,BBL Esports,"omen, jett, raze, sage",444,1.08,242.7,1.13,71%,158.8,0.86,0.18,0.2,0.16,26%,15%,6/39,28,380,335,82,91,70
Champions Tour 2023: EMEA League,All Stages,All Match Types,MOLSI,Team Vitality,breach,135,0.95,152.5,0.82,70%,98.2,0.55,0.41,0.05,0.11,26%,7%,1/15,16,74,90,55,7,15
Champions Tour 2023: EMEA League,All Stages,All Match Types,MOLSI,Team Vitality,fade,106,0.94,183,0.91,67%,126.4,0.68,0.3,0.07,0.04,31%,7%,1/14,23,72,79,32,7,4
Champions Tour 2023: EMEA League,All Stages,All Match Types,MOLSI,Team Vitality,kayo,83,1.07,183,0.83,71%,126.7,0.6,0.72,0.05,0.1,25%,9%,1/11,18,50,60,60,4,8
Champions Tour 2023: EMEA League,All Stages,All Match Types,MOLSI,Team Vitality,killjoy,66,0.83,144.7,0.82,70%,111.2,0.55,0.14,0.05,0.09,20%,18%,2/11,18,36,44,9,3,6
Champions Tour 2023: EMEA League,All Stages,All Match Types,MOLSI,Team Vitality,raze,154,1.01,209.1,0.99,71%,143,0.7,0.23,0.14,0.06,18%,6%,1/16,22,108,109,36,22,9
Champions Tour 2023: EMEA League,All Stages,All Match Types,MOLSI,Team Vitality,skye,19,1,265,1.13,68%,163.7,0.95,0.21,0.11,0.11,47%,,0/3,18,18,16,4,2,2
Champions Tour 2023: EMEA League,All Stages,All Match Types,MOLSI,Team Vitality,"skye, raze, killjoy, kayo, breach, fade",563,0.97,181.7,0.9,70%,123.7,0.64,0.35,0.08,0.08,24%,9%,6/70,23,358,398,196,45,44
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,breach,40,0.81,173,0.78,70%,111.1,0.63,0.28,0.05,0.13,29%,13%,1/8,18,25,32,11,2,5
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,brimstone,66,0.71,153,0.64,62%,100.7,0.52,0.41,0.06,0.09,25%,,0/7,17,34,53,27,4,6
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,fade,81,0.93,160.3,0.81,68%,106.2,0.57,0.33,0.04,0.06,28%,,0/6,16,46,57,27,3,5
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,omen,137,0.95,169.2,0.78,69%,106.4,0.58,0.5,0.09,0.12,32%,23%,3/13,20,80,103,68,13,16
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,sage,109,0.93,180.6,0.87,71%,112.5,0.62,0.28,0.12,0.1,31%,25%,2/8,17,68,78,31,13,11
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,skye,45,0.76,138.5,0.69,60%,96.7,0.49,0.22,0.04,0.16,37%,25%,1/4,12,22,32,10,2,7
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,sova,85,1.08,203.3,1.02,62%,132.8,0.68,0.39,0.11,0.12,25%,27%,3/11,21,58,57,33,9,10
Champions Tour 2023: EMEA League,All Stages,All Match Types,BONECOLD,Team Vitality,"brimstone, skye, sova, omen, sage, breach, fade",563,0.91,171.3,0.81,67%,110.4,0.59,0.37,0.08,0.11,29%,18%,10/57,21,333,412,207,46,60
Champions Tour 2023: EMEA League,All Stages,All Match Types,Destrian,Team Vitality,breach,66,0.56,127.7,0.49,64%,78.1,0.41,0.39,0.02,0.12,26%,,0/4,12,27,55,26,1,8
Champions Tour 2023: EMEA League,All Stages,All Match Types,Destrian,Team Vitality,brimstone,45,0.66,147.5,0.58,69%,90.1,0.47,0.31,0.11,0.07,15%,,0/5,11,21,36,14,5,3
Champions Tour 2023: EMEA League,All Stages,All Match Types,Destrian,Team Vitality,gekko,19,0.77,131,0.53,63%,109.7,0.42,0.26,0,0.11,23%,,0/2,8,8,15,5,0,2
Champions Tour 2023: EMEA League,All Stages,All Match Types,Destrian,Team Vitality,harbor,40,0.71,153.5,0.61,68%,95.1,0.48,0.38,0.08,0.13,23%,,0/1,11,19,31,15,3,5
Champions Tour 2023: EMEA League,All Stages,All Match Types,Destrian,Team Vitality,omen,275,1.1,188.9,1.03,74%,122,0.65,0.49,0.05,0.09,25%,11%,3/28,24,180,174,136,15,24
Champions Tour 2023: EMEA League,All Stages,All Match Types,Destrian,Team Vitality,sova,118,1.1,204.2,1.04,70%,136.1,0.72,0.29,0.07,0.12,25%,17%,3/18,20,85,82,34,8,14
Champions Tour 2023: EMEA League,All Stages,All Match Types,Destrian,Team Vitality,"brimstone, sova, omen, gekko, harbor, breach",563,0.96,176.7,0.87,71%,114.9,0.6,0.41,0.06,0.1,24%,10%,6/58,24,340,393,230,32,56
Champions Tour 2023: EMEA League,All Stages,All Match Types,ceNder,Team Vitality,cypher,149,0.96,206.1,0.97,68%,136.4,0.73,0.19,0.11,0.09,28%,17%,4/23,18,109,112,28,16,14
Champions Tour 2023: EMEA League,All Stages,All Match Types,ceNder,Team Vitality,killjoy,284,1,201.2,0.99,68%,140,0.69,0.19,0.08,0.07,26%,9%,4/43,21,197,198,55,24,20
Champions Tour 2023: EMEA League,All Stages,All Match Types,ceNder,Team Vitality,viper,130,1.04,204.5,1.07,72%,138.3,0.71,0.3,0.08,0.1,32%,15%,3/20,20,92,86,39,10,13
Champions Tour 2023: EMEA League,All Stages,All Match Types,ceNder,Team Vitality,"cypher, killjoy, viper",563,1,203.3,1.01,69%,138.7,0.71,0.22,0.09,0.08,28%,13%,11/86,21,398,396,122,50,47
Champions Tour 2023: EMEA League,All Stages,All Match Types,Twisten,Team Vitality,jett,346,0.91,199.3,0.94,66%,126.2,0.71,0.13,0.16,0.17,23%,16%,5/32,26,244,260,46,56,58
Champions Tour 2023: EMEA League,All Stages,All Match Types,Twisten,Team Vitality,raze,172,1.15,254.5,1.27,65%,173.6,0.92,0.17,0.16,0.15,21%,22%,4/18,33,159,125,29,28,26
Champions Tour 2023: EMEA League,All Stages,All Match Types,Twisten,Team Vitality,sage,45,1.26,239.5,1.34,78%,143.3,0.87,0.31,0.2,0.11,33%,,0/6,22,39,29,14,9,5
Champions Tour 2023: EMEA League,All Stages,All Match Types,Twisten,Team Vitality,"jett, raze, sage",563,1.01,219.4,1.07,67%,142,0.79,0.16,0.17,0.16,23%,16%,9/56,33,442,414,89,93,89
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Boaster,FNATIC,astra,41,1.11,212,1.12,78%,123.8,0.71,0.27,0.15,0.1,15%,,,15,29,26,11,6,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Boaster,FNATIC,brimstone,24,1.02,179,0.94,71%,119.1,0.63,0.38,0.13,0.08,23%,,,15,15,16,9,3,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Boaster,FNATIC,"brimstone, astra",65,1.08,201,1.05,75%,122.1,0.68,0.31,0.14,0.09,17%,,,15,44,42,20,9,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Chronicle,FNATIC,breach,48,1.12,179,1.07,83%,116.9,0.67,0.54,0.02,0.13,30%,,0/5,19,32,30,26,1,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Chronicle,FNATIC,viper,17,1.2,182,1.75,71%,124.4,0.82,0.24,0.06,0.12,37%,,,14,14,8,4,1,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Chronicle,FNATIC,"viper, breach",65,1.14,180,1.21,80%,118.9,0.71,0.46,0.03,0.12,32%,,0/5,19,46,38,30,2,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Leo,FNATIC,fade,41,1.19,180,1.4,80%,120.5,0.68,0.29,0.07,0.02,11%,67%,4/6,18,28,20,12,3,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Leo,FNATIC,sova,24,1.41,270,1.77,79%,163.4,0.96,0.25,0.04,0,17%,,0/2,23,23,13,6,1,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Leo,FNATIC,"sova, fade",65,1.26,210,1.55,80%,136.3,0.78,0.28,0.06,0.02,13%,50%,4/8,23,51,33,18,4,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Derke,FNATIC,jett,24,1.06,233,1.36,67%,163.4,0.79,0.17,0.13,0.29,28%,25%,1/4,19,19,14,4,3,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Derke,FNATIC,raze,41,1.06,236,1,78%,153.8,0.76,0.24,0.17,0.22,23%,,0/3,18,31,31,10,7,9
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Derke,FNATIC,"jett, raze",65,1.06,235,1.11,74%,157.4,0.77,0.22,0.15,0.25,25%,14%,1/7,19,50,45,14,10,16
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Alfajer,FNATIC,killjoy,65,1.13,214.7,1.32,71%,137.2,0.77,0.2,0.06,0.08,24%,,0/8,19,50,38,13,4,5
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Rb,DRX,astra,20,1.1,186,1.27,80%,113.8,0.7,0.35,0.05,0.05,39%,20%,1/5,14,14,11,7,1,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Rb,DRX,killjoy,42,0.66,148.5,0.61,57%,99.7,0.48,0.1,0,0.07,21%,25%,1/4,10,20,33,4,0,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Rb,DRX,skye,18,0.88,187,0.87,67%,123.1,0.72,0.17,0.17,0.06,21%,,0/1,13,13,15,3,3,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Rb,DRX,"killjoy, skye, astra",100,0.87,177,0.86,67%,116.5,0.62,0.18,0.07,0.08,23%,18%,2/11,15,62,72,18,7,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,stax,DRX,breach,20,0.76,120,0.6,65%,69.2,0.45,0.4,0.05,0.05,13%,,,9,9,15,8,1,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,stax,DRX,harbor,39,0.73,167.5,0.67,56%,119.5,0.51,0.28,0.08,0.1,20%,,0/2,12,20,30,11,3,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,stax,DRX,kayo,21,0.97,160,0.85,52%,115.2,0.52,0.24,0,0.24,14%,50%,2/4,11,11,13,5,0,5
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,stax,DRX,skye,20,1.13,234,1.38,75%,138.8,0.9,0.2,0.05,0,28%,50%,2/4,18,18,13,4,1,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,stax,DRX,"harbor, skye, breach, kayo",100,0.86,169.8,0.82,61%,112.4,0.58,0.28,0.05,0.1,19%,40%,4/10,18,58,71,28,5,10
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,MaKo,DRX,brimstone,20,1.62,329,2.4,85%,203.9,1.2,0.65,0.15,0.05,26%,33%,1/3,24,24,10,13,3,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,MaKo,DRX,omen,21,1.28,268,1.46,81%,161.6,0.9,0.62,0.1,0.1,22%,,0/2,19,19,13,13,2,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,MaKo,DRX,viper,59,0.96,214.3,0.91,71%,135.2,0.73,0.42,0.1,0.14,23%,27%,3/11,16,43,47,25,6,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,MaKo,DRX,"brimstone, viper, omen",100,1.16,248,1.23,76%,154.5,0.86,0.51,0.11,0.11,24%,25%,4/16,24,86,70,51,11,11
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Zest,DRX,fade,20,0.85,115,0.75,70%,79.5,0.45,0.2,0,0.1,19%,33%,1/3,9,9,12,4,0,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Zest,DRX,kayo,20,0.82,172,0.79,70%,119.6,0.55,0.35,0.05,0.25,22%,,,11,11,14,7,1,5
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Zest,DRX,killjoy,18,0.68,156,0.62,72%,107.3,0.44,0.22,0.06,0.06,22%,,0/6,8,8,13,4,1,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Zest,DRX,sova,42,0.8,155,0.72,64%,102.4,0.55,0.21,0.05,0.05,27%,,0/6,12,23,32,9,2,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Zest,DRX,"sova, killjoy, kayo, fade",100,0.79,150.6,0.72,68%,102.2,0.51,0.24,0.04,0.1,23%,7%,1/15,12,51,71,24,4,10
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,BuZz,DRX,jett,60,0.74,200.3,0.82,62%,125.4,0.68,0.17,0.17,0.22,25%,13%,1/8,21,41,50,10,10,13
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,BuZz,DRX,killjoy,20,1.43,282,1.82,95%,180.1,1,0.25,0.25,0.05,20%,,0/2,20,20,11,5,5,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,BuZz,DRX,raze,20,1.29,275,1.29,85%,176.1,0.9,0.4,0.1,0.15,21%,,,18,18,14,8,2,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,BuZz,DRX,"killjoy, jett, raze",100,0.99,231.6,1.05,73%,146.5,0.79,0.23,0.17,0.17,22%,10%,1/10,21,79,75,23,17,17
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,astra,20,0.86,146,0.63,75%,95.1,0.5,0.55,0.1,0,40%,,0/6,10,10,16,11,2,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,brimstone,20,0.98,198,0.8,75%,127.8,0.6,0.6,0,0.05,28%,17%,1/6,12,12,15,12,0,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,harbor,39,0.93,142,0.84,72%,98.7,0.54,0.44,0.03,0.05,27%,,0/1,14,21,25,17,1,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,omen,21,1.23,161,0.92,86%,100.7,0.52,0.71,0.1,0,27%,25%,1/4,11,11,12,15,2,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,tuyz,LOUD,"brimstone, harbor, astra, omen",100,0.99,157.8,0.79,76%,104.2,0.54,0.55,0.05,0.03,30%,12%,2/17,14,54,68,55,5,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cauanzin,LOUD,breach,20,1.04,226,1.13,65%,136.9,0.9,0.35,0.1,0.05,36%,,0/2,18,18,16,7,2,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cauanzin,LOUD,skye,80,1.17,213,1.2,75%,131.6,0.81,0.41,0.09,0.09,29%,40%,2/5,22,65,54,33,7,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cauanzin,LOUD,"skye, breach",100,1.14,215.6,1.19,73%,132.7,0.83,0.4,0.09,0.08,30%,29%,2/7,22,83,70,40,9,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,aspas,LOUD,jett,100,1.29,265.2,1.39,72%,164,0.93,0.2,0.21,0.1,26%,25%,2/8,27,93,67,20,21,10
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Less,LOUD,killjoy,41,0.97,178.5,0.96,76%,132.4,0.66,0.05,0.15,0.07,35%,,0/5,18,27,28,2,6,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Less,LOUD,viper,59,1.07,222.3,1.15,75%,148.6,0.76,0.34,0.07,0.07,31%,17%,2/12,17,45,39,20,4,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Less,LOUD,"killjoy, viper",100,1.03,204.8,1.07,75%,142,0.72,0.22,0.1,0.07,33%,12%,2/17,18,72,67,22,10,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,killjoy,39,0.91,150.5,0.74,77%,106.4,0.44,0.23,0.13,0.15,21%,33%,1/3,11,17,23,9,5,6
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,raze,40,0.92,214,0.87,73%,145.6,0.65,0.23,0.1,0.2,21%,,0/3,13,26,30,9,4,8
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,viper,21,1.02,185,1.17,86%,119,0.67,0.29,0.1,0.1,18%,,,14,14,12,6,2,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,saadhak,LOUD,"killjoy, viper, raze",100,0.93,182.8,0.88,77%,124.7,0.57,0.24,0.11,0.16,21%,17%,1/6,14,57,65,24,11,16
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Shao,Natus Vincere,fade,17,0.78,155,0.77,71%,101.4,0.59,0.18,0,0.06,50%,,0/4,10,10,13,3,0,1
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Shao,Natus Vincere,omen,48,1.08,181.5,1.07,81%,112.2,0.65,0.35,0.13,0.06,40%,13%,2/15,18,31,29,17,6,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Shao,Natus Vincere,"omen, fade",65,0.98,172.7,0.98,78%,109.4,0.63,0.31,0.09,0.06,42%,11%,2/19,18,41,42,20,6,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cNed,Natus Vincere,jett,24,0.8,195,0.84,71%,128.5,0.67,0.17,0.17,0.17,19%,50%,1/2,16,16,19,4,4,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cNed,Natus Vincere,raze,41,0.81,202,0.76,66%,142.4,0.63,0.17,0.15,0.07,19%,,0/4,16,26,34,7,6,3
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,cNed,Natus Vincere,"jett, raze",65,0.81,199.7,0.79,68%,137.3,0.65,0.17,0.15,0.11,19%,17%,1/6,16,42,53,11,10,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Zyppan,Natus Vincere,kayo,65,0.87,149.3,0.83,65%,107.2,0.58,0.34,0.09,0.11,30%,,0/5,20,38,46,22,6,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,SUYGETSU,Natus Vincere,killjoy,41,0.92,218,0.94,68%,151.9,0.73,0.22,0.1,0.05,41%,,0/4,18,30,32,9,4,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,SUYGETSU,Natus Vincere,viper,24,1.08,204,1.06,67%,155.3,0.71,0.17,0.13,0,50%,33%,1/3,17,17,16,4,3,0
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,SUYGETSU,Natus Vincere,"killjoy, viper",65,0.97,213.3,0.98,68%,153.1,0.72,0.2,0.11,0.03,44%,14%,1/7,18,47,48,13,7,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,ANGE1,Natus Vincere,omen,17,0.71,161,0.64,41%,111.2,0.53,0.24,0.12,0.24,39%,,0/2,9,9,14,4,2,4
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,ANGE1,Natus Vincere,sova,24,0.79,114,0.44,75%,79.1,0.33,0.46,0.08,0.08,30%,,0/2,8,8,18,11,2,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,ANGE1,Natus Vincere,"omen, sova",65,0.7,127.3,0.54,58%,86.9,0.43,0.26,0.11,0.14,38%,,0/4,11,28,52,17,7,9
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,astra,21,1.22,235,1.36,71%,131.1,0.9,0.24,0.19,0.1,32%,,0/1,19,19,14,5,4,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,brimstone,20,0.97,191,1.15,80%,110.1,0.75,0.35,0,0.1,34%,33%,1/3,15,15,13,7,0,2
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,omen,43,1,178,0.86,77%,107.7,0.58,0.49,0.05,0.16,15%,25%,1/4,14,25,29,21,2,7
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,Boaster,FNATIC,viper,26,0.95,180,0.89,81%,125.2,0.62,0.31,0.08,0.12,21%,,0/3,16,16,18,8,2,3
