Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Name,Match ID,Map,Game ID
Valorant Champions 2021,449,Group Stage,945,Winner's (B),Team Liquid vs Sentinels,51274,Breeze,57924
Valorant Champions 2021,449,Group Stage,945,Winner's (B),Team Liquid vs Sentinels,51274,Bind,57925
Valorant Champions 2021,449,Group Stage,945,Winner's (B),Team Liquid vs Sentinels,51274,Split,57926
Valorant Champions 2021,449,Group Stage,945,Opening (A),Acend vs Keyd Stars,51266,Icebox,57903
Valorant Champions 2021,449,Group Stage,945,Opening (A),Acend vs Keyd Stars,51266,Bind,57904
Valorant Champions 2021,449,Group Stage,945,Opening (A),Acend vs Keyd Stars,51266,Breeze,59254
Valorant Champions 2021,449,Group Stage,945,Elimination (C),Team Secret vs Crazy Raccoon,51280,Split,57942
Valorant Champions 2021,449,Group Stage,945,Elimination (C),Team Secret vs Crazy Raccoon,51280,Haven,57943
Valorant Champions 2021,449,Group Stage,945,Elimination (B),KRÜ Esports vs FURIA,51275,Fracture,57927
Valorant Champions 2021,449,Group Stage,945,Elimination (B),KRÜ Esports vs FURIA,51275,Ascent,57928
Valorant Champions 2021,449,Group Stage,945,Elimination (B),KRÜ Esports vs FURIA,51275,Haven,57929
Valorant Champions 2021,449,Group Stage,945,Elimination (D),FULL SENSE vs Cloud9,51285,Split,57957
Valorant Champions 2021,449,Group Stage,945,Elimination (D),FULL SENSE vs Cloud9,51285,Breeze,57958
Valorant Champions 2021,449,Group Stage,945,Winner's (A),Acend vs Envy,51268,Ascent,57909
Valorant Champions 2021,449,Group Stage,945,Winner's (A),Acend vs Envy,51268,Bind,57910
Valorant Champions 2021,449,Group Stage,945,Elimination (A),Keyd Stars vs X10 Esports,51269,Icebox,57912
Valorant Champions 2021,449,Group Stage,945,Elimination (A),Keyd Stars vs X10 Esports,51269,Haven,57913
Valorant Champions 2021,449,Group Stage,945,Decider (B),Sentinels vs KRÜ Esports,51276,Fracture,57930
Valorant Champions 2021,449,Group Stage,945,Decider (B),Sentinels vs KRÜ Esports,51276,Haven,57931
Valorant Champions 2021,449,Group Stage,945,Decider (B),Sentinels vs KRÜ Esports,51276,Split,57932
Valorant Champions 2021,449,Group Stage,945,Decider (D),Vision Strikers vs Cloud9,51286,Ascent,57960
Valorant Champions 2021,449,Group Stage,945,Decider (D),Vision Strikers vs Cloud9,51286,Split,57961
Valorant Champions 2021,449,Group Stage,945,Decider (D),Vision Strikers vs Cloud9,51286,Breeze,57962
Valorant Champions 2021,449,Group Stage,945,Decider (C),Team Vikings vs Team Secret,51281,Haven,57945
Valorant Champions 2021,449,Group Stage,945,Decider (C),Team Vikings vs Team Secret,51281,Icebox,57946
Valorant Champions 2021,449,Group Stage,945,Decider (A),Envy vs X10 Esports,51270,Icebox,57915
Valorant Champions 2021,449,Group Stage,945,Decider (A),Envy vs X10 Esports,51270,Split,57916
Valorant Champions 2021,449,Group Stage,945,Decider (A),Envy vs X10 Esports,51270,Haven,57917
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,Acend vs Team Secret,51290,Icebox,57963
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,Acend vs Team Secret,51290,Breeze,57964
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,Team Liquid vs Cloud9,51291,Bind,57966
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,Team Liquid vs Cloud9,51291,Ascent,57967
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,Gambit Esports vs X10 Esports,51292,Fracture,57969
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,Gambit Esports vs X10 Esports,51292,Ascent,57970
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,Gambit Esports vs X10 Esports,51292,Breeze,57971
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,FNATIC vs KRÜ Esports,51293,Haven,57972
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,FNATIC vs KRÜ Esports,51293,Icebox,57973
Valorant Champions 2021,449,Playoffs,1486,Quarterfinals,FNATIC vs KRÜ Esports,51293,Split,57974
Valorant Champions 2021,449,Playoffs,1486,Semifinals,Acend vs Team Liquid,51294,Bind,57975
Valorant Champions 2021,449,Playoffs,1486,Semifinals,Acend vs Team Liquid,51294,Split,57976
Valorant Champions 2021,449,Playoffs,1486,Semifinals,Gambit Esports vs KRÜ Esports,51295,Breeze,57978
Valorant Champions 2021,449,Playoffs,1486,Semifinals,Gambit Esports vs KRÜ Esports,51295,Ascent,57979
Valorant Champions 2021,449,Playoffs,1486,Semifinals,Gambit Esports vs KRÜ Esports,51295,Bind,57980
Valorant Champions 2021,449,Playoffs,1486,Grand Final,Acend vs Gambit Esports,51296,Breeze,57981
Valorant Champions 2021,449,Playoffs,1486,Grand Final,Acend vs Gambit Esports,51296,Ascent,57982
Valorant Champions 2021,449,Playoffs,1486,Grand Final,Acend vs Gambit Esports,51296,Fracture,57983
Valorant Champions 2021,449,Playoffs,1486,Grand Final,Acend vs Gambit Esports,51296,Icebox,57984
Valorant Champions 2021,449,Playoffs,1486,Grand Final,Acend vs Gambit Esports,51296,Split,57985
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,100 Thieves vs Gen.G,43764,Breeze,53279
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,100 Thieves vs Gen.G,43764,Split,53280
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,100 Thieves vs Gen.G,43764,Icebox,53281
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,XSET vs Luminosity,43765,Haven,53282
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,XSET vs Luminosity,43765,Ascent,53283
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,XSET vs Luminosity,43765,Split,53284
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Semifinals,100 Thieves vs XSET,43768,Split,53291
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Semifinals,100 Thieves vs XSET,43768,Breeze,53292
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Semifinals,100 Thieves vs XSET,43768,Ascent,53293
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,FaZe Clan vs Rise,43766,Breeze,53285
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,FaZe Clan vs Rise,43766,Ascent,53286
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,FaZe Clan vs Rise,43766,Bind,53287
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,Version1 vs Cloud9,43767,Breeze,53288
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Quarterfinals,Version1 vs Cloud9,43767,Icebox,53289
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Semifinals,Rise vs Cloud9,43769,Breeze,55526
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Semifinals,Rise vs Cloud9,43769,Ascent,53295
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Semifinals,Rise vs Cloud9,43769,Haven,53296
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 1,Gen.G vs Luminosity,43772,Haven,53305
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 1,Gen.G vs Luminosity,43772,Split,53306
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 1,FaZe Clan vs Version1,43773,Icebox,53308
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 1,FaZe Clan vs Version1,43773,Breeze,53309
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 2,Cloud9 vs Gen.G,43774,Ascent,53311
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 2,Cloud9 vs Gen.G,43774,Split,53312
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 2,Cloud9 vs Gen.G,43774,Breeze,53313
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 2,XSET vs Version1,43775,Bind,53314
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 2,XSET vs Version1,43775,Icebox,53315
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Final,100 Thieves vs Rise,43770,Breeze,53297
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Final,100 Thieves vs Rise,43770,Ascent,53298
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Upper Final,100 Thieves vs Rise,43770,Haven,53299
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 3,Cloud9 vs XSET,43776,Bind,53317
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Round 3,Cloud9 vs XSET,43776,Ascent,53318
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Final,100 Thieves vs Cloud9,43777,Icebox,53320
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Final,100 Thieves vs Cloud9,43777,Haven,53322
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Lower Final,100 Thieves vs Cloud9,43777,Breeze,53321
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Grand Final,Rise vs Cloud9,43771,Breeze,53300
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Grand Final,Rise vs Cloud9,43771,Split,53301
Champions Tour North America: Last Chance Qualifier,558,Main Event,1094,Grand Final,Rise vs Cloud9,43771,Bind,53302
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (A),Sharks Esports vs E-Xolos LAZER,42173,Ascent,51875
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (A),Sharks Esports vs E-Xolos LAZER,42173,Haven,51876
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (A),Australs vs FURIA,42174,Split,51878
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (A),Australs vs FURIA,42174,Haven,51879
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (A),Australs vs FURIA,42174,Ascent,51880
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Winner's (A),Sharks Esports vs Australs,42175,Split,51881
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Winner's (A),Sharks Esports vs Australs,42175,Ascent,51882
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Winner's (A),Sharks Esports vs Australs,42175,Icebox,51883
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (B),Six Karma vs Gamelanders Blue,42178,Split,51890
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (B),Six Karma vs Gamelanders Blue,42178,Ascent,51891
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (B),Six Karma vs Gamelanders Blue,42178,Breeze,51892
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (B),Liberty vs INFINITY,42179,Bind,51893
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (B),Liberty vs INFINITY,42179,Icebox,51894
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Winner's (B),Gamelanders Blue vs Liberty,42180,Bind,51896
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Winner's (B),Gamelanders Blue vs Liberty,42180,Icebox,51897
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Elimination (A),E-Xolos LAZER vs FURIA,42176,Haven,51884
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Elimination (A),E-Xolos LAZER vs FURIA,42176,Icebox,51885
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Elimination (B),Six Karma vs INFINITY,42181,Bind,51899
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Elimination (B),Six Karma vs INFINITY,42181,Breeze,51900
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Elimination (B),Six Karma vs INFINITY,42181,Split,51901
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Decider (A),Sharks Esports vs FURIA,42177,Haven,51887
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Decider (A),Sharks Esports vs FURIA,42177,Ascent,51888
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Decider (B),Liberty vs Six Karma,42182,Bind,51902
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Decider (B),Liberty vs Six Karma,42182,Split,51903
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Decider (B),Liberty vs Six Karma,42182,Ascent,51904
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Semifinals,Australs vs Liberty,42185,Split,51905
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Semifinals,Australs vs Liberty,42185,Icebox,51906
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Semifinals,Gamelanders Blue vs FURIA,42186,Icebox,51908
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Semifinals,Gamelanders Blue vs FURIA,42186,Ascent,51909
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Semifinals,Gamelanders Blue vs FURIA,42186,Split,51910
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Grand Final,Australs vs FURIA,42187,Icebox,51911
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Grand Final,Australs vs FURIA,42187,Ascent,51912
Champions Tour South America: Last Chance Qualifier,561,Playoffs,1376,Grand Final,Australs vs FURIA,42187,Split,51913
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,G2 Esports vs Anubis Gaming,42198,Bind,51920
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,G2 Esports vs Anubis Gaming,42198,Breeze,51921
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,FUT Esports vs Oxygen Esports,42199,Split,51923
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,FUT Esports vs Oxygen Esports,42199,Ascent,51924
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,Papara SuperMassive vs Guild Esports,42200,Breeze,51926
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,Papara SuperMassive vs Guild Esports,42200,Icebox,51927
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,Papara SuperMassive vs Guild Esports,42200,Split,51928
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,Team Liquid vs One Breath Gaming,42201,Ascent,51929
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Quarterfinals,Team Liquid vs One Breath Gaming,42201,Haven,51930
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 1,Anubis Gaming vs Oxygen Esports,42206,Split,51944
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 1,Anubis Gaming vs Oxygen Esports,42206,Ascent,51945
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 1,Papara SuperMassive vs One Breath Gaming,42207,Breeze,51947
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 1,Papara SuperMassive vs One Breath Gaming,42207,Split,51948
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 1,Papara SuperMassive vs One Breath Gaming,42207,Haven,51949
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Semifinals,G2 Esports vs FUT Esports,42202,Icebox,51934
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Semifinals,G2 Esports vs FUT Esports,42202,Breeze,51933
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Semifinals,G2 Esports vs FUT Esports,42202,Ascent,51932
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Semifinals,Guild Esports vs Team Liquid,42203,Bind,51935
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Semifinals,Guild Esports vs Team Liquid,42203,Split,51936
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 2,Guild Esports vs Oxygen Esports,42208,Split,51950
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 2,Guild Esports vs Oxygen Esports,42208,Breeze,51951
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 2,FUT Esports vs Papara SuperMassive,42209,Split,51953
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 2,FUT Esports vs Papara SuperMassive,42209,Haven,51954
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 2,FUT Esports vs Papara SuperMassive,42209,Icebox,51955
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Final,G2 Esports vs Team Liquid,42204,Ascent,51938
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Final,G2 Esports vs Team Liquid,42204,Bind,51939
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Upper Final,G2 Esports vs Team Liquid,42204,Haven,51940
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 3,Guild Esports vs FUT Esports,42210,Haven,51956
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Round 3,Guild Esports vs FUT Esports,42210,Icebox,51957
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Final,G2 Esports vs Guild Esports,42211,Bind,51959
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Lower Final,G2 Esports vs Guild Esports,42211,Haven,51960
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Grand Final,Team Liquid vs Guild Esports,42205,Haven,51941
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Grand Final,Team Liquid vs Guild Esports,42205,Ascent,51942
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Grand Final,Team Liquid vs Guild Esports,42205,Split,51943
Champions Tour EMEA: Last Chance Qualifier,559,Main Event,1095,Grand Final,Team Liquid vs Guild Esports,42205,Breeze,52077
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Round 1,BOOM Esports vs FENNEL,39489,Ascent,51494
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Round 1,BOOM Esports vs FENNEL,39489,Icebox,51495
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Round 1,Global Esports vs DAMWON Gaming,39490,Haven,51497
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Round 1,Global Esports vs DAMWON Gaming,39490,Ascent,51498
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Round 1,Global Esports vs DAMWON Gaming,39490,Split,51499
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,FULL SENSE vs REJECT,39491,Ascent,51500
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,FULL SENSE vs REJECT,39491,Breeze,51501
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,FULL SENSE vs REJECT,39491,Bind,51502
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,F4Q vs NORTHEPTION,39493,Ascent,51506
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,F4Q vs NORTHEPTION,39493,Icebox,51507
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,NUTURN vs BOOM Esports,39494,Bind,51509
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,NUTURN vs BOOM Esports,39494,Haven,51510
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,Paper Rex vs Global Esports,39492,Icebox,51503
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,Paper Rex vs Global Esports,39492,Split,51504
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 1,REJECT vs DAMWON Gaming,43112,Bind,52912
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 1,REJECT vs DAMWON Gaming,43112,Ascent,52913
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 1,F4Q vs FENNEL,43113,Split,52915
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 1,F4Q vs FENNEL,43113,Bind,52916
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 1,F4Q vs FENNEL,43113,Haven,52917
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Semifinals,NUTURN vs FULL SENSE,43109,Bind,52903
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Semifinals,NUTURN vs FULL SENSE,43109,Haven,52904
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Semifinals,NUTURN vs FULL SENSE,43109,Ascent,52905
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Semifinals,Paper Rex vs NORTHEPTION,43110,Icebox,52906
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Semifinals,Paper Rex vs NORTHEPTION,43110,Ascent,52907
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 2,BOOM Esports vs DAMWON Gaming,43114,Bind,52918
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 2,BOOM Esports vs DAMWON Gaming,43114,Ascent,52919
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 2,Global Esports vs F4Q,43115,Haven,52921
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 2,Global Esports vs F4Q,43115,Bind,52922
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 2,Global Esports vs F4Q,43115,Split,52923
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Final,FULL SENSE vs NORTHEPTION,43111,Ascent,52909
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Final,FULL SENSE vs NORTHEPTION,43111,Bind,52910
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Final,FULL SENSE vs NORTHEPTION,43111,Haven,52911
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,Paper Rex vs DAMWON Gaming,43116,Bind,52924
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,Paper Rex vs DAMWON Gaming,43116,Breeze,52925
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,Paper Rex vs DAMWON Gaming,43116,Ascent,52926
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,NUTURN vs F4Q,43117,Bind,52927
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,NUTURN vs F4Q,43117,Haven,52928
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,NUTURN vs F4Q,43117,Ascent,52929
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 4,DAMWON Gaming vs NUTURN,43118,Ascent,52930
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 4,DAMWON Gaming vs NUTURN,43118,Bind,52931
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Final,FULL SENSE vs DAMWON Gaming,43119,Bind,52933
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Final,FULL SENSE vs DAMWON Gaming,43119,Ascent,52934
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Grand Final,NORTHEPTION vs FULL SENSE,43120,Ascent,52936
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Grand Final,NORTHEPTION vs FULL SENSE,43120,Icebox,52937
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Grand Final,NORTHEPTION vs FULL SENSE,43120,Bind,52938
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Grand Final,NORTHEPTION vs FULL SENSE,43120,Split,52939
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Grand Final,NORTHEPTION vs FULL SENSE,43120,Haven,52940
Strike Arabia Championship: Finals,450,Main Event,897,Upper Bracket Quarterfinals,Fox Gaming vs Geekay Esports,40469,Haven,51523
