Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Lower Round 3,5859
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Lower Final,5860
Champions Tour Vietnam Stage 3: Challengers 3,604,Qualifier,1190,Preliminary Round of 16,6668
Champions Tour Vietnam Stage 3: Challengers 3,604,Qualifier,1190,Round of 16,6669
Champions Tour Vietnam Stage 3: Challengers 3,604,Qualifier,1190,Quarterfinals,6670
Champions Tour Vietnam Stage 3: Challengers 3,604,All Stages,,All Match Types,
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Upper Quarterfinals,6318
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Upper Semifinals,6319
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Upper Final,6320
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Round 1,6321
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Round 2,6322
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Round 3,6323
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAN,1013,Lower Final,6324
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAN,1014,Round of 16,6106
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAN,1014,Quarterfinals,6107
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Upper Quarterfinals,6264
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Upper Semifinals,6265
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Upper Final,6266
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Round 1,6267
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Round 2,6268
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Round 3,6269
Champions Tour LATAM Stage 3: Challengers 2,517,Main Event: LAS,1015,Lower Final,6270
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAS,1016,Round of 16,6105
Champions Tour LATAM Stage 3: Challengers 2,517,Open Qualifier: LAS,1016,Quarterfinals,6108
Champions Tour LATAM Stage 3: Challengers 2,517,All Stages,,All Match Types,
Champions Tour Philippines Stage 3: Challengers 3,581,Main Event,1138,Quarterfinals,6727
Champions Tour Philippines Stage 3: Challengers 3,581,Main Event,1138,Semifinals,6728
Champions Tour Philippines Stage 3: Challengers 3,581,Main Event,1138,Consolation Final,6729
Champions Tour Philippines Stage 3: Challengers 3,581,Main Event,1138,Grand Final,6730
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 1,1139,Round of 16,5353
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 1,1139,Quarterfinals,5354
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 1,1139,Semifinals,5355
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 2,1241,Round of 16,6560
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 2,1241,Quarterfinals,6561
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 2,1241,Semifinals,6562
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 3,1242,Round of 16,6563
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 3,1242,Quarterfinals,6564
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 3,1242,Semifinals,6565
Champions Tour Philippines Stage 3: Challengers 3,581,Qualifier Day 3,1242,Grand Final,6566
Champions Tour Philippines Stage 3: Challengers 3,581,All Stages,,All Match Types,
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Upper Quarterfinals,6448
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Upper Semifinals,6449
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Upper Final,6450
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Grand Final,6451
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Lower Round 1,6452
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Lower Round 2,6453
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Lower Round 3,6454
Champions Tour Europe Stage 3: Challengers 2,544,Main Event,1062,Lower Final,6455
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Upper Round of 16,6329
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Upper Quarterfinals,6330
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Upper Semifinals,6331
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 1,6333
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 2,6334
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 3,6335
Champions Tour Europe Stage 3: Challengers 2,544,Closed Qualifier,1061,Lower Round 4,6336
Champions Tour Europe Stage 3: Challengers 2,544,Open Qualifier,1060,Round of 256,6325
Champions Tour Europe Stage 3: Challengers 2,544,Open Qualifier,1060,Round of 128,6326
Champions Tour Europe Stage 3: Challengers 2,544,Open Qualifier,1060,Round of 64,6327
Champions Tour Europe Stage 3: Challengers 2,544,Open Qualifier,1060,Round of 32,6328
Champions Tour Europe Stage 3: Challengers 2,544,Open Qualifier,1060,Round of 16,6332
Champions Tour Europe Stage 3: Challengers 2,544,All Stages,,All Match Types,
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Upper Quarterfinals,6480
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Upper Semifinals,6481
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Upper Final,6482
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Grand Final,6483
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Lower Round 1,6484
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Lower Round 2,6485
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Lower Round 3,6486
Champions Tour North America Stage 3: Challengers 2,576,Main Event,1132,Lower Final,6487
Champions Tour North America Stage 3: Challengers 2,576,Open Qualifier,1133,Round of 128,6337
Champions Tour North America Stage 3: Challengers 2,576,Open Qualifier,1133,Round of 64,6338
Champions Tour North America Stage 3: Challengers 2,576,Open Qualifier,1133,Round of 32,6339
Champions Tour North America Stage 3: Challengers 2,576,Open Qualifier,1133,Round of 16,6340
Champions Tour North America Stage 3: Challengers 2,576,Open Qualifier,1133,Quarterfinals,6341
Champions Tour North America Stage 3: Challengers 2,576,All Stages,,All Match Types,
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Quarterfinals,6456
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Semifinals,6457
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Upper Final,6458
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Grand Final,6459
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 1,6460
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 2,6461
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Round 3,6462
Champions Tour Turkey Stage 3: Challengers 2,545,Main Event,1065,Lower Final,6463
Champions Tour Turkey Stage 3: Challengers 2,545,Closed Qualifier,1064,Upper Round of 16,6416
Champions Tour Turkey Stage 3: Challengers 2,545,Closed Qualifier,1064,Upper Quarterfinals,6417
Champions Tour Turkey Stage 3: Challengers 2,545,Closed Qualifier,1064,Upper Semifinals,6418
Champions Tour Turkey Stage 3: Challengers 2,545,Closed Qualifier,1064,Lower Round 1,6419
Champions Tour Turkey Stage 3: Challengers 2,545,Closed Qualifier,1064,Lower Round 2,6420
Champions Tour Turkey Stage 3: Challengers 2,545,Closed Qualifier,1064,Lower Round 3,6421
Champions Tour Turkey Stage 3: Challengers 2,545,Closed Qualifier,1064,Lower Round 4,6422
Champions Tour Turkey Stage 3: Challengers 2,545,Open Qualifier,1063,Round of 64,6423
Champions Tour Turkey Stage 3: Challengers 2,545,Open Qualifier,1063,Round of 32,6424
Champions Tour Turkey Stage 3: Challengers 2,545,Open Qualifier,1063,Round of 16,6425
Champions Tour Turkey Stage 3: Challengers 2,545,All Stages,,All Match Types,
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Upper Quarterfinals,6464
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Upper Semifinals,6465
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Upper Final,6466
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Grand Final,6467
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Round 1,6468
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Round 2,6469
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Round 3,6470
Champions Tour CIS Stage 3: Challengers 2,546,Main Event,1068,Lower Final,6471
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Round of 16,6381
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Quarterfinals,6382
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Upper Semifinals,6383
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 1,6384
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 2,6385
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 3,6386
Champions Tour CIS Stage 3: Challengers 2,546,Closed Qualifier,1067,Lower Round 4,6387
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 64,6378
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 32,6379
Champions Tour CIS Stage 3: Challengers 2,546,Open Qualifier,1066,Round of 16,6380
Champions Tour CIS Stage 3: Challengers 2,546,All Stages,,All Match Types,
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Opening (A),6088
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Winner's (A),6089
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Elimination (A),6090
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Decider (A),6091
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Opening (B),6092
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Winner's (B),6093
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Elimination (B),6094
Champions Tour Brazil Stage 3: Challengers 2,534,Main Event,1041,Decider (B),6095
Champions Tour Brazil Stage 3: Challengers 2,534,Open Qualifier,1040,Round of 16,5944
Champions Tour Brazil Stage 3: Challengers 2,534,Open Qualifier,1040,Quarterfinals,5968
Champions Tour Brazil Stage 3: Challengers 2,534,All Stages,,All Match Types,
Champions Tour Indonesia Stage 3: Challengers 2,611,Main Event,1220,Quarterfinals,6097
Champions Tour Indonesia Stage 3: Challengers 2,611,Main Event,1220,Semifinals,6098
Champions Tour Indonesia Stage 3: Challengers 2,611,Main Event,1220,Grand Final,6099
Champions Tour Indonesia Stage 3: Challengers 2,611,Main Event,1220,Consolation Final,6100
Champions Tour Indonesia Stage 3: Challengers 2,611,Qualifier,1221,Round of 16,6130
Champions Tour Indonesia Stage 3: Challengers 2,611,Qualifier,1221,Quarterfinals,6131
Champions Tour Indonesia Stage 3: Challengers 2,611,Qualifier,1221,Extra Round Semifinals,6133
Champions Tour Indonesia Stage 3: Challengers 2,611,Qualifier,1221,Extra Round Finals,6134
Champions Tour Indonesia Stage 3: Challengers 2,611,All Stages,,All Match Types,
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Upper Quarterfinals,5272
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Upper Semifinals,5273
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Upper Finals,5274
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Grand Finals,5275
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Lower Bracket Round 1,5276
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Lower Bracket Round 2,5277
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Lower Bracket Round 3,5278
Champions Tour Thailand Stage 3: Challengers 2,566,Main Event,1113,Lower Bracket Final,5279
Champions Tour Thailand Stage 3: Challengers 2,566,Qualifiers,1112,Upper Quarterfinals,6202
Champions Tour Thailand Stage 3: Challengers 2,566,Qualifiers,1112,Upper Semifinals,6203
Champions Tour Thailand Stage 3: Challengers 2,566,Qualifiers,1112,Lower Bracket Round 1,6204
Champions Tour Thailand Stage 3: Challengers 2,566,Qualifiers,1112,Lower Bracket Round 2,6205
Champions Tour Thailand Stage 3: Challengers 2,566,Qualifiers,1112,5th Seed Decider,6206
Champions Tour Thailand Stage 3: Challengers 2,566,All Stages,,All Match Types,
Champions Tour Philippines Stage 3: Challengers 2,580,Main Event,1136,Quarterfinals,6444
Champions Tour Philippines Stage 3: Challengers 2,580,Main Event,1136,Semifinals,6445
Champions Tour Philippines Stage 3: Challengers 2,580,Main Event,1136,Consolation Final,6446
Champions Tour Philippines Stage 3: Challengers 2,580,Main Event,1136,Grand Final,6447
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 1,1217,Round of 16,6118
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 1,1217,Quarterfinals,6119
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 1,1217,Semifinals,6120
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 2,1218,Round of 16,6193
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 2,1218,Quarterfinals,6194
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 2,1218,Semifinals,6195
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 3,1219,Round of 16,6311
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 3,1219,Quarterfinals,6312
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 3,1219,Semifinals,6313
Champions Tour Philippines Stage 3: Challengers 2,580,Qualifier Day 3,1219,Grand Final,6314
Champions Tour Philippines Stage 3: Challengers 2,580,All Stages,,All Match Types,
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,573,Main Event,1123,Quarterfinals,6189
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,573,Main Event,1123,Semifinals,6190
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,573,Main Event,1123,Consolation Final,6191
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,573,Main Event,1123,Grand Final,6192
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,573,Qualifiers,1124,Quarterfinals,6188
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 2,573,All Stages,,All Match Types,
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Upper Quarterfinals,5861
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Upper Semifinals,5862
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Upper Final,5863
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Grand Final,5864
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Lower Round 1,5865
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Lower Round 2,5866
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Lower Round 3,5867
Champions Tour Vietnam Stage 3: Challengers 2,603,Main Event,1188,Lower Final,5868
Champions Tour Vietnam Stage 3: Challengers 2,603,Qualifiers,1189,Round of 16,6196
Champions Tour Vietnam Stage 3: Challengers 2,603,Qualifiers,1189,Quarterfinals,6197
Champions Tour Vietnam Stage 3: Challengers 2,603,All Stages,,All Match Types,
Champions Tour Japan Stage 3: Challengers 2,539,Main Event,1049,Group A,6272
Champions Tour Japan Stage 3: Challengers 2,539,Main Event,1049,Group B,6273
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group A,6121
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group B,6122
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group C,6123
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group D,6124
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group E,6125
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group F,6126
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group G,6127
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Group H,6128
Champions Tour Japan Stage 3: Challengers 2,539,Open Qualifier,1048,Round of 8,6129
Champions Tour Japan Stage 3: Challengers 2,539,All Stages,,All Match Types,
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Upper Quarterfinals,5869
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Upper Semifinals,5870
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Upper Final,5871
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Grand Final,5872
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Round 1,5873
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Round 2,5874
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Round 3,5875
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Main Event,1117,Lower Final,5876
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Qualifiers,1116,Round of 16,5335
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,Qualifiers,1116,Quarterfinals,5336
Champions Tour Malaysia & Singapore Stage 3: Challengers 2,568,All Stages,,All Match Types,
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Opening (A),5681
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Winner's (A),5682
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Elimination (A),5683
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Decider (A),5684
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Opening (B),5685
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Winner's (B),5686
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Elimination (B),5687
Champions Tour Brazil Stage 3: Challengers 1,533,Main Event,1039,Decider (B),5688
Champions Tour Brazil Stage 3: Challengers 1,533,Open Qualifier,1038,Round of 32,5624
Champions Tour Brazil Stage 3: Challengers 1,533,Open Qualifier,1038,Round of 16,5625
Champions Tour Brazil Stage 3: Challengers 1,533,All Stages,,All Match Types,
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Upper Quarterfinals,5569
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Upper Semifinals,5570
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Upper Final,5571
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Round 1,5572
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Round 2,5573
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Round 3,5574
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAN,1009,Lower Final,5575
Champions Tour LATAM Stage 3: Challengers 1,516,Open Qualifier: LAN,1010,Round of 16,4956
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Upper Quarterfinals,5577
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Upper Semifinals,5578
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Upper Final,5579
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Round 1,5580
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Round 2,5581
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Round 3,5582
Champions Tour LATAM Stage 3: Challengers 1,516,Main Event: LAS,1011,Lower Final,5583
Champions Tour LATAM Stage 3: Challengers 1,516,Open Qualifier: LAS,1012,Round of 16,4960
Champions Tour LATAM Stage 3: Challengers 1,516,All Stages,,All Match Types,
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Upper Quarterfinals,5770
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Upper Semifinals,5771
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Upper Final,5772
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Grand Final,5773
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Lower Round 1,5774
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Lower Round 2,5775
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Lower Round 3,5776
Champions Tour North America Stage 3: Challengers 1,520,Main Event,1131,Lower Final,5777
Champions Tour North America Stage 3: Challengers 1,520,Open Qualifier,1130,Round of 128,5607
Champions Tour North America Stage 3: Challengers 1,520,Open Qualifier,1130,Round of 64,5608
Champions Tour North America Stage 3: Challengers 1,520,Open Qualifier,1130,Round of 32,5609
Champions Tour North America Stage 3: Challengers 1,520,Open Qualifier,1130,Round of 16,5610
Champions Tour North America Stage 3: Challengers 1,520,All Stages,,All Match Types,
Champions Tour Indonesia Stage 3: Challengers 1,555,Main Event,1111,Quarterfinals,5790
Champions Tour Indonesia Stage 3: Challengers 1,555,Main Event,1111,Semifinals,5791
Champions Tour Indonesia Stage 3: Challengers 1,555,Main Event,1111,Grand Final,5792
Champions Tour Indonesia Stage 3: Challengers 1,555,Main Event,1111,Consolation Final,5793
Champions Tour Indonesia Stage 3: Challengers 1,555,Qualifier,1110,Round of 64,5615
Champions Tour Indonesia Stage 3: Challengers 1,555,Qualifier,1110,Round of 32,5695
Champions Tour Indonesia Stage 3: Challengers 1,555,Qualifier,1110,Round of 16,5697
Champions Tour Indonesia Stage 3: Challengers 1,555,Qualifier,1110,Quarterfinals,5698
Champions Tour Indonesia Stage 3: Challengers 1,555,Qualifier,1110,Extra Round Semifinals,5781
Champions Tour Indonesia Stage 3: Challengers 1,555,Qualifier,1110,7th Seed Match,5783
Champions Tour Indonesia Stage 3: Challengers 1,555,All Stages,,All Match Types,
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Upper Quarterfinals,5738
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Upper Semifinals,5739
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Upper Final,5740
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Round 1,5741
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Round 2,5742
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Round 3,5743
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Lower Final,5744
Champions Tour Europe Stage 3: Challengers 1,541,Main Event,1052,Grand Final,5745
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Upper Round of 16,5616
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Upper Quarterfinals,5617
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Lower Round 1,5618
Champions Tour Europe Stage 3: Challengers 1,541,Closed Qualifier,1056,Lower Round 2,5619
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 256,5595
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 128,5596
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 64,5597
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 32,5598
Champions Tour Europe Stage 3: Challengers 1,541,Open Qualifier,1051,Round of 16,5599
Champions Tour Europe Stage 3: Challengers 1,541,All Stages,,All Match Types,
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Upper Quarterfinals,5809
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Upper Semifinals,5810
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Upper Finals,5811
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Grand Final,5812
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Lower Bracket Round 1,5813
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Lower Bracket Round 2,5814
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Lower Bracket Round 3,5815
Champions Tour Vietnam Stage 3: Challengers 1,600,Main Event,1173,Lower Bracket Final,5816
Champions Tour Vietnam Stage 3: Challengers 1,600,Qualifier,1172,Round of 32,5691
Champions Tour Vietnam Stage 3: Challengers 1,600,Qualifier,1172,Round of 16,5692
Champions Tour Vietnam Stage 3: Challengers 1,600,Qualifier,1172,Quarterfinals,5693
Champions Tour Vietnam Stage 3: Challengers 1,600,Qualifier,1172,Last Chance Qualifiers,5694
Champions Tour Vietnam Stage 3: Challengers 1,600,All Stages,,All Match Types,
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,572,Main Event,1121,Quarterfinals,5326
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,572,Main Event,1121,Semifinals,5327
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,572,Main Event,1121,Grand Finals,5328
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,572,Qualifier,1122,Round of 16,5626
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 1,572,All Stages,,All Match Types,
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Upper Quarterfinals,5264
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Upper Semifinals,5265
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Upper Finals,5266
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Grand Finals,5267
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Lower Round 1,5268
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Lower Round 2,5269
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Lower Round 3,5270
Champions Tour Thailand Stage 3: Challengers 1,564,Main Event,1107,Lower Final,5271
Champions Tour Thailand Stage 3: Challengers 1,564,Qualifiers,1106,Upper Bracket Round 1,5733
Champions Tour Thailand Stage 3: Challengers 1,564,Qualifiers,1106,Upper Bracket Round 2,5734
Champions Tour Thailand Stage 3: Challengers 1,564,Qualifiers,1106,Lower Bracket Round 1,5735
Champions Tour Thailand Stage 3: Challengers 1,564,Qualifiers,1106,Lower Bracket Round 2,5736
Champions Tour Thailand Stage 3: Challengers 1,564,Qualifiers,1106,Lower Bracket Round 3,5737
Champions Tour Thailand Stage 3: Challengers 1,564,All Stages,,All Match Types,
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Upper Quarterfinals,5292
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Upper Semifinals,5293
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Upper Finals,5294
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Grand Final,5295
Champions Tour Malaysia & Singapore Stage 3: Challengers 1,565,Main Event,1109,Lower Bracket Round 1,5296
