Tournament,Tournament ID,Stage,Stage ID,Match Type,Match Type ID
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (A),7402
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Winner's (A),7403
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Elimination (A),7404
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Decider (A),7405
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Opening (B),7406
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Winner's (B),7407
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Elimination (B),7408
Champions Tour South America: Last Chance Qualifier,561,Group Stage,1097,Decider (B),7409
Champions Tour South America: Last Chance Qualifier,561,All Stages,,All Match Types,
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Quarterfinals,7344
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Semifinals,7570
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Upper Bracket Final,7571
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 1,7572
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 2,7573
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 3,7574
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Round 4,7575
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Lower Bracket Final,7576
Champions Tour Asia-Pacific: Last Chance Qualifier,560,Main Event,1096,Grand Final,7577
Champions Tour Asia-Pacific: Last Chance Qualifier,560,All Stages,,All Match Types,
Strike Arabia Championship: Finals,450,Main Event,897,Upper Bracket Quarterfinals,7347
Strike Arabia Championship: Finals,450,Main Event,897,Upper Bracket Semifinals,7348
Strike Arabia Championship: Finals,450,Main Event,897,Upper Finals,7349
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Round 1,7350
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Round 2,7351
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Round 3,7352
Strike Arabia Championship: Finals,450,Main Event,897,Lower Bracket Finals,7353
Strike Arabia Championship: Finals,450,Main Event,897,Grand Finals,7354
Strike Arabia Championship: Finals,450,All Stages,,All Match Types,
Strike Arabia League: Season 3,664,Levant and North Africa,1324,Group Stage,7202
Strike Arabia League: Season 3,664,GCC and Iraq,1323,Group Stage,7201
Strike Arabia League: Season 3,664,All Stages,,All Match Types,
Oceania Tour: Championship,649,Main Event,1291,Upper Quarterfinals,6967
Oceania Tour: Championship,649,Main Event,1291,Upper Semifinals,6968
Oceania Tour: Championship,649,Main Event,1291,Upper Final,6969
Oceania Tour: Championship,649,Main Event,1291,Grand Final,6970
Oceania Tour: Championship,649,Main Event,1291,Lower Round 1,6971
Oceania Tour: Championship,649,Main Event,1291,Lower Round 2,6972
Oceania Tour: Championship,649,Main Event,1291,Lower Round 3,6973
Oceania Tour: Championship,649,Main Event,1291,Lower Final,6974
Oceania Tour: Championship,649,All Stages,,All Match Types,
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303,Quarterfinals,7121
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303,Semifinals,7122
Valorant Champions Tour Stage 3: Masters Berlin,466,Playoffs,1303,Grand Final,7123
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Opening (A),7105
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Opening (B),7106
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Opening (C),7107
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Winner's (A),7109
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Winner's (B),7110
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Winner's (C),7111
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Elimination (A),7113
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Elimination (B),7114
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Elimination (C),7115
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Decider (A),7117
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Decider (B),7118
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Decider (C),7119
Valorant Champions Tour Stage 3: Masters Berlin,466,Group Stage,921,Group D,7256
Valorant Champions Tour Stage 3: Masters Berlin,466,All Stages,,All Match Types,
Valorant Conquerors Championship,557,Playoffs,1302,Upper Bracket Semifinals,6980
Valorant Conquerors Championship,557,Playoffs,1302,Upper Bracket Final,6981
Valorant Conquerors Championship,557,Playoffs,1302,Lower Bracket Round 1,6982
Valorant Conquerors Championship,557,Playoffs,1302,Lower Bracket Final,6983
Valorant Conquerors Championship,557,Playoffs,1302,Grand Final,6984
Valorant Conquerors Championship,557,Group Stage,1093,Opening (A),6895
Valorant Conquerors Championship,557,Group Stage,1093,Winner's (A),6896
Valorant Conquerors Championship,557,Group Stage,1093,Elimination (A),6897
Valorant Conquerors Championship,557,Group Stage,1093,Decider (A),6898
Valorant Conquerors Championship,557,Group Stage,1093,Opening (B),6899
Valorant Conquerors Championship,557,Group Stage,1093,Winner's (B),6900
Valorant Conquerors Championship,557,Group Stage,1093,Elimination (B),6901
Valorant Conquerors Championship,557,Group Stage,1093,Decider (B),6902
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Upper Quarterfinals,6801
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Upper Semifinals,6802
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Upper Final,6803
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Grand Final,6804
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Round 1,6805
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Round 2,6806
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Round 3,6807
Valorant Conquerors Championship,557,Wildcard Qualifier,1183,Lower Final,6808
Valorant Conquerors Championship,557,India Qualifier #2,1182,Round of 16,6714
Valorant Conquerors Championship,557,India Qualifier #2,1182,Quarterfinals,6715
Valorant Conquerors Championship,557,India Qualifier #2,1182,Semifinals,6716
Valorant Conquerors Championship,557,India Qualifier #2,1182,Grand Final,6717
Valorant Conquerors Championship,557,India Qualifier #2,1182,Consolation Final,6726
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Quarterfinals,6686
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Semifinals,6687
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Consolation Final,6688
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #2,1181,Grand Final,6689
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180,Quarterfinals,6488
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180,Semifinals,6489
Valorant Conquerors Championship,557,Bangladesh Qualifier,1180,Grand Final,6490
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179,Quarterfinals,6437
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179,Semifinals,6438
Valorant Conquerors Championship,557,Sri Lanka and Maldives Qualifier,1179,Grand Final,6439
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178,Quarterfinals,6434
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178,Semifinals,6435
Valorant Conquerors Championship,557,Nepal and Bhutan Qualifier,1178,Grand Final,6436
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177,Quarterfinals,5945
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177,Semifinals,5946
Valorant Conquerors Championship,557,Pakistan and Afghanistan Qualifier #1,1177,Grand Final,5947
Valorant Conquerors Championship,557,India Qualifier #1,1176,Round of 16,5825
Valorant Conquerors Championship,557,India Qualifier #1,1176,Quarterfinals,5826
Valorant Conquerors Championship,557,India Qualifier #1,1176,Semifinals,5827
Valorant Conquerors Championship,557,India Qualifier #1,1176,Grand Final,5828
Valorant Conquerors Championship,557,All Stages,,All Match Types,
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Upper Quarterfinals,6908
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Upper Semifinals,6945
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Lower Bracket Round 1,6946
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Lower Bracket Round 2,6947
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Upper Finals,6948
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Lower Bracket Round 3,6949
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Lower Bracket Finals,6950
Champions Tour SEA Stage 3: Challengers Playoffs,570,Playoffs,1128,Grand Finals,6951
Champions Tour SEA Stage 3: Challengers Playoffs,570,Group Stage,1127,Group A,6617
Champions Tour SEA Stage 3: Challengers Playoffs,570,Group Stage,1127,Group B,6618
Champions Tour SEA Stage 3: Challengers Playoffs,570,Group Stage,1127,Group C,6619
Champions Tour SEA Stage 3: Challengers Playoffs,570,Group Stage,1127,Group D,6620
Champions Tour SEA Stage 3: Challengers Playoffs,570,All Stages,,All Match Types,
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Upper Quarterfinals,6786
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Upper Semifinals,6793
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Upper Final,6794
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Grand Final,6795
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Round 1,6796
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Round 2,6797
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Round 3,6798
Champions Tour Brazil Stage 3: Challengers Playoffs,536,Main Event,1044,Lower Final,6799
Champions Tour Brazil Stage 3: Challengers Playoffs,536,All Stages,,All Match Types,
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Upper Round 1,6698
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Upper Quarterfinals,6699
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Upper Semifinals,6700
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Upper Final,6701
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Grand Final,6702
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Lower Round 1,6703
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Lower Round 2,6704
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Lower Round 3,6705
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Lower Round 4,6706
Champions Tour Stage 3: EMEA Challengers Playoffs,547,Main Event,1069,Lower Final,6707
Champions Tour Stage 3: EMEA Challengers Playoffs,547,All Stages,,All Match Types,
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Upper Quarterfinals,6491
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Upper Semifinals,6492
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Upper Final,6493
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Grand Final,6494
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Lower Round 1,6495
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Lower Round 2,6496
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Lower Round 3,6497
Champions Tour North America Stage 3: Challengers Playoffs,578,Main Event,1195,Lower Final,6498
Champions Tour North America Stage 3: Challengers Playoffs,578,All Stages,,All Match Types,
Oceania Tour: Stage 03,594,Finals,1157,Upper Quarterfinals,6813
Oceania Tour: Stage 03,594,Finals,1157,Upper Semifinals,6814
Oceania Tour: Stage 03,594,Finals,1157,Upper Final,6815
Oceania Tour: Stage 03,594,Finals,1157,Grand Final,6816
Oceania Tour: Stage 03,594,Finals,1157,Lower Round 1,6817
Oceania Tour: Stage 03,594,Finals,1157,Lower Round 2,6818
Oceania Tour: Stage 03,594,Finals,1157,Lower Round 3,6819
Oceania Tour: Stage 03,594,Finals,1157,Lower Final,6820
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Upper Bracket Quarterfinals,6591
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Upper Bracket Semifinals,6592
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Lower Bracket Round 1,6593
Oceania Tour: Stage 03,594,Closed Qualifier #2,1156,Lower Bracket Round 2,6594
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Round of 16,6109
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Quarterfinals,6110
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Semifinals,6111
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Grand Finals,6112
Oceania Tour: Stage 03,594,Open Qualifier #2,1155,Consolation Final,6113
Oceania Tour: Stage 03,594,Closed Qualifier #1,1154,Upper Quarterfinals,5817
Oceania Tour: Stage 03,594,Closed Qualifier #1,1154,Upper Semifinals,5818
Oceania Tour: Stage 03,594,Closed Qualifier #1,1154,Lower Round 1,5821
Oceania Tour: Stage 03,594,Closed Qualifier #1,1154,Lower Round 2,5822
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Round of 16,5512
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Quarterfinals,5513
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Semifinals,5514
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,3rd Place Match,5515
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Grand Final,5516
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,Secondary Semifinals,5589
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,5th-6th Decider Match,5590
Oceania Tour: Stage 03,594,Open Qualifier #1,1153,7th-8th Decider Match,5591
Oceania Tour: Stage 03,594,All Stages,,All Match Types,
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Upper Semifinals,6784
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Upper Final,6809
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Lower Round 1,6810
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Lower Final,6811
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LATAM Playoffs,1236,Grand Final,6812
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Opening,6722
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Winner's,6723
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Elimination,6724
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAN Playoffs,1234,Decider,6725
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Opening,6718
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Winner's,6719
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Elimination,6720
Champions Tour LATAM Stage 3: Challengers Playoffs,621,LAS Playoffs,1235,Decider,6721
Champions Tour LATAM Stage 3: Challengers Playoffs,621,All Stages,,All Match Types,
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Upper Quarterfinals,6608
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Upper Semifinals,6609
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Upper Final,6610
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Grand Final,6611
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Lower Round 1,6612
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Lower Round 2,6613
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Lower Round 3,6614
Champions Tour Japan Stage 3: Challengers Playoffs,540,Main Event,1050,Lower Final,6615
Champions Tour Japan Stage 3: Challengers Playoffs,540,All Stages,,All Match Types,
Champions Tour Korea Stage 3: Challengers,595,Playoffs,1160,Quarterfinals,6683
Champions Tour Korea Stage 3: Challengers,595,Playoffs,1160,Semifinals,6684
Champions Tour Korea Stage 3: Challengers,595,Playoffs,1160,Grand Final,6685
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Opening (A),6172
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Winner's (A),6173
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Elimination (A),6174
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Decider (A),6175
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Opening (B),6176
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Winner's (B),6177
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Elimination (B),6178
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Decider (B),6179
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Opening (C),6180
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Winner's (C),6181
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Elimination (C),6182
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Decider (C),6183
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Opening (D),6184
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Winner's (D),6185
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Elimination (D),6186
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Main),1159,Decider (D),6187
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Seeding),1161,Round of 16,5788
Champions Tour Korea Stage 3: Challengers,595,Group Stage (Seeding),1161,Quarter Finals,5789
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group A,5517
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group B,5674
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group C,5675
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group D,5676
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group E,5677
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group F,5678
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group G,5679
Champions Tour Korea Stage 3: Challengers,595,Open Qualifier,1158,Group H,5680
Champions Tour Korea Stage 3: Challengers,595,All Stages,,All Match Types,
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Opening (A),6621
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Winner's (A),6622
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Elimination (A),6623
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Decider (A),6624
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Opening (B),6625
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Winner's (B),6626
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Elimination (B),6627
Champions Tour Brazil Stage 3: Challengers 3,535,Main Event,1043,Decider (B),6628
Champions Tour Brazil Stage 3: Challengers 3,535,Open Qualifier,1042,Round of 16,6607
Champions Tour Brazil Stage 3: Challengers 3,535,Open Qualifier,1042,Quarterfinals,6616
Champions Tour Brazil Stage 3: Challengers 3,535,All Stages,,All Match Types,
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Upper Bracket Quarterfinals,6579
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Upper Bracket Semifinals,6580
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Grand Final,6582
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Lower Bracket Round 1,6587
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Lower Bracket Round 2,6588
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Lower Bracket Round 3,6589
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Lower Bracket Finals,6590
Champions Tour Indonesia Stage 3: Challengers 3,625,Main Event,1243,Upper Bracket Finals,6708
Champions Tour Indonesia Stage 3: Challengers 3,625,Qualifier,1244,Round of 16,6583
Champions Tour Indonesia Stage 3: Challengers 3,625,Qualifier,1244,Quarterfinals,6584
Champions Tour Indonesia Stage 3: Challengers 3,625,Qualifier,1244,Extra Round Semifinals,6585
Champions Tour Indonesia Stage 3: Challengers 3,625,Qualifier,1244,Extra Round Finals,6586
Champions Tour Indonesia Stage 3: Challengers 3,625,All Stages,,All Match Types,
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Upper Quarterfinals,5837
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Upper Semifinals,5838
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Upper Final,5839
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Grand Final,5840
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Lower Round 1,5841
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Lower Round 2,5842
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Lower Round 3,5843
Champions Tour Thailand Stage 3: Challengers 3,567,Main Event,1115,Lower Final,5844
Champions Tour Thailand Stage 3: Challengers 3,567,Qualifier,1114,Quarterfinals,6574
Champions Tour Thailand Stage 3: Challengers 3,567,Qualifier,1114,Semifinals,6575
Champions Tour Thailand Stage 3: Challengers 3,567,Qualifier,1114,Lower Bracket Round 1,6576
Champions Tour Thailand Stage 3: Challengers 3,567,Qualifier,1114,Lower Bracket Round 2,6577
Champions Tour Thailand Stage 3: Challengers 3,567,Qualifier,1114,5th Seed Decider,6578
Champions Tour Thailand Stage 3: Challengers 3,567,All Stages,,All Match Types,
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,574,Main Event,1125,Quarterfinals,6570
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,574,Main Event,1125,Semifinals,6571
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,574,Main Event,1125,Grand Final,6573
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,574,Qualifier,1126,Quarterfinals,6569
Champions Tour Hong Kong & Taiwan Stage 3: Challengers 3,574,All Stages,,All Match Types,
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Upper Quarterfinals,5845
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Upper Semifinals,5846
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Upper Final,5847
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Grand Final,5848
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Round 1,5849
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Round 2,5850
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Round 3,5851
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Main Event,1119,Lower Final,5852
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Quarterfinals,5337
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Last Chance Qualifier Semifinals,5338
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Last Chance Qualifier Grand Finals,5339
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,Qualifier,1118,Round of 16,6653
Champions Tour Malaysia & Singapore Stage 3: Challengers 3,569,All Stages,,All Match Types,
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Upper Quarterfinals,5853
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Upper Semifinals,5854
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Upper Final,5855
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Grand Final,5856
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Lower Round 1,5857
Champions Tour Vietnam Stage 3: Challengers 3,604,Main Event,1191,Lower Round 2,5858
