Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour LATAM Stage 1: Masters,All Stages,All Match Types,Haven,16,53%,47%
Champions Tour LATAM Stage 1: Masters,All Stages,All Match Types,Ascent,14,46%,54%
Champions Tour LATAM Stage 1: Masters,All Stages,All Match Types,Icebox,11,48%,52%
Champions Tour LATAM Stage 1: Masters,All Stages,All Match Types,Split,10,56%,44%
Champions Tour Brazil Stage 1: Masters,Tournament,Quarterfinals,All Maps,11,50%,50%
Champions Tour Brazil Stage 1: Masters,Tournament,Quarterfinals,Ascent,3,53%,47%
Champions Tour Brazil Stage 1: Masters,Tournament,Quarterfinals,Bind,3,50%,50%
Champions Tour Brazil Stage 1: Masters,Tournament,Quarterfinals,Haven,3,47%,53%
Champions Tour Brazil Stage 1: Masters,Tournament,Quarterfinals,Split,2,51%,49%
Champions Tour Brazil Stage 1: Masters,Tournament,Semifinals,All Maps,5,55%,45%
Champions Tour Brazil Stage 1: Masters,Tournament,Semifinals,Haven,2,73%,27%
Champions Tour Brazil Stage 1: Masters,Tournament,Semifinals,Bind,1,59%,41%
Champions Tour Brazil Stage 1: Masters,Tournament,Semifinals,Icebox,1,45%,55%
Champions Tour Brazil Stage 1: Masters,Tournament,Semifinals,Split,1,33%,67%
Champions Tour Brazil Stage 1: Masters,Tournament,Grand Finals,All Maps,3,54%,46%
Champions Tour Brazil Stage 1: Masters,Tournament,Grand Finals,Bind,1,41%,59%
Champions Tour Brazil Stage 1: Masters,Tournament,Grand Finals,Haven,1,41%,59%
Champions Tour Brazil Stage 1: Masters,Tournament,Grand Finals,Icebox,1,79%,21%
Champions Tour Brazil Stage 1: Masters,All Stages,All Match Types,All Maps,19,52%,48%
Champions Tour Brazil Stage 1: Masters,All Stages,All Match Types,Haven,6,54%,46%
Champions Tour Brazil Stage 1: Masters,All Stages,All Match Types,Bind,5,50%,50%
Champions Tour Brazil Stage 1: Masters,All Stages,All Match Types,Ascent,3,53%,47%
Champions Tour Brazil Stage 1: Masters,All Stages,All Match Types,Split,3,44%,56%
Champions Tour Brazil Stage 1: Masters,All Stages,All Match Types,Icebox,2,64%,36%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Quarterfinals,All Maps,10,55%,45%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Quarterfinals,Haven,3,66%,34%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Quarterfinals,Ascent,2,56%,44%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Quarterfinals,Bind,2,51%,49%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Quarterfinals,Icebox,2,32%,68%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Quarterfinals,Split,1,67%,33%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Semifinals,All Maps,4,56%,44%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Semifinals,Ascent,1,33%,67%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Semifinals,Bind,1,52%,48%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Semifinals,Haven,1,67%,33%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Semifinals,Icebox,1,63%,37%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Final,All Maps,2,44%,56%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Final,Haven,1,48%,52%
Champions Tour North America Stage 1: Masters,Main Event,Upper Bracket Final,Icebox,1,39%,61%
Champions Tour North America Stage 1: Masters,Main Event,Grand Final,All Maps,3,46%,54%
Champions Tour North America Stage 1: Masters,Main Event,Grand Final,Ascent,1,29%,71%
Champions Tour North America Stage 1: Masters,Main Event,Grand Final,Bind,1,45%,55%
Champions Tour North America Stage 1: Masters,Main Event,Grand Final,Haven,1,71%,29%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 1,All Maps,5,50%,50%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 1,Haven,2,65%,35%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 1,Ascent,1,29%,71%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 1,Bind,1,43%,57%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 1,Split,1,46%,54%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 2,All Maps,4,48%,52%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 2,Ascent,2,43%,57%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 2,Haven,1,43%,57%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 2,Icebox,1,63%,38%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 3,All Maps,3,48%,52%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 3,Ascent,1,29%,71%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 3,Bind,1,67%,33%
Champions Tour North America Stage 1: Masters,Main Event,Lower Round 3,Haven,1,43%,57%
Champions Tour North America Stage 1: Masters,Main Event,Lower Bracket Final,All Maps,2,60%,40%
Champions Tour North America Stage 1: Masters,Main Event,Lower Bracket Final,Ascent,1,62%,38%
Champions Tour North America Stage 1: Masters,Main Event,Lower Bracket Final,Bind,1,59%,41%
Champions Tour North America Stage 1: Masters,All Stages,All Match Types,All Maps,33,52%,48%
Champions Tour North America Stage 1: Masters,All Stages,All Match Types,Haven,10,60%,40%
Champions Tour North America Stage 1: Masters,All Stages,All Match Types,Ascent,9,43%,57%
Champions Tour North America Stage 1: Masters,All Stages,All Match Types,Bind,7,53%,47%
Champions Tour North America Stage 1: Masters,All Stages,All Match Types,Icebox,5,47%,53%
Champions Tour North America Stage 1: Masters,All Stages,All Match Types,Split,2,56%,44%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (A),All Maps,5,54%,46%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (A),Split,2,60%,40%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (A),Ascent,2,51%,49%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (A),Bind,1,48%,52%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (B),All Maps,5,52%,48%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (B),Ascent,2,54%,46%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (B),Icebox,2,47%,53%
Champions Tour Turkey Stage 1: Masters,Main Event,Opening (B),Haven,1,61%,39%
Champions Tour Turkey Stage 1: Masters,Main Event,Elimination (A),All Maps,3,55%,45%
Champions Tour Turkey Stage 1: Masters,Main Event,Elimination (A),Ascent,1,58%,42%
Champions Tour Turkey Stage 1: Masters,Main Event,Elimination (A),Bind,1,33%,67%
Champions Tour Turkey Stage 1: Masters,Main Event,Elimination (A),Split,1,67%,33%
Champions Tour Turkey Stage 1: Masters,Main Event,Elimination (B),All Maps,2,55%,45%
Champions Tour Turkey Stage 1: Masters,Main Event,Elimination (B),Haven,1,63%,38%
Champions Tour Turkey Stage 1: Masters,Main Event,Elimination (B),Icebox,1,45%,55%
Champions Tour Turkey Stage 1: Masters,Main Event,Winner's (A),All Maps,2,57%,43%
Champions Tour Turkey Stage 1: Masters,Main Event,Winner's (A),Ascent,1,50%,50%
Champions Tour Turkey Stage 1: Masters,Main Event,Winner's (A),Icebox,1,65%,35%
Champions Tour Turkey Stage 1: Masters,Main Event,Winner's (B),All Maps,2,48%,52%
Champions Tour Turkey Stage 1: Masters,Main Event,Winner's (B),Ascent,1,38%,63%
Champions Tour Turkey Stage 1: Masters,Main Event,Winner's (B),Haven,1,58%,42%
Champions Tour Turkey Stage 1: Masters,Main Event,Decider (A),All Maps,3,66%,34%
Champions Tour Turkey Stage 1: Masters,Main Event,Decider (A),Ascent,1,71%,29%
Champions Tour Turkey Stage 1: Masters,Main Event,Decider (A),Bind,1,75%,25%
Champions Tour Turkey Stage 1: Masters,Main Event,Decider (A),Split,1,53%,47%
Champions Tour Turkey Stage 1: Masters,Main Event,Decider (B),All Maps,2,53%,47%
Champions Tour Turkey Stage 1: Masters,Main Event,Decider (B),Bind,1,53%,47%
Champions Tour Turkey Stage 1: Masters,Main Event,Decider (B),Icebox,1,54%,46%
Champions Tour Turkey Stage 1: Masters,Main Event,Semifinals,All Maps,4,44%,56%
Champions Tour Turkey Stage 1: Masters,Main Event,Semifinals,Ascent,2,37%,63%
Champions Tour Turkey Stage 1: Masters,Main Event,Semifinals,Haven,1,55%,45%
Champions Tour Turkey Stage 1: Masters,Main Event,Semifinals,Icebox,1,48%,52%
Champions Tour Turkey Stage 1: Masters,Main Event,Grand Finals,All Maps,3,42%,58%
Champions Tour Turkey Stage 1: Masters,Main Event,Grand Finals,Ascent,1,68%,32%
Champions Tour Turkey Stage 1: Masters,Main Event,Grand Finals,Bind,1,25%,75%
Champions Tour Turkey Stage 1: Masters,Main Event,Grand Finals,Split,1,38%,62%
Champions Tour Turkey Stage 1: Masters,All Stages,All Match Types,All Maps,31,52%,48%
Champions Tour Turkey Stage 1: Masters,All Stages,All Match Types,Ascent,11,51%,49%
Champions Tour Turkey Stage 1: Masters,All Stages,All Match Types,Icebox,6,51%,49%
Champions Tour Turkey Stage 1: Masters,All Stages,All Match Types,Bind,5,46%,54%
Champions Tour Turkey Stage 1: Masters,All Stages,All Match Types,Split,5,56%,44%
Champions Tour Turkey Stage 1: Masters,All Stages,All Match Types,Haven,4,59%,41%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (A),All Maps,4,57%,43%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (A),Haven,2,46%,54%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (A),Ascent,1,54%,46%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (A),Bind,1,83%,17%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (B),All Maps,5,53%,47%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (B),Split,2,45%,55%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (B),Ascent,2,56%,44%
Champions Tour Europe Stage 1: Masters,Main Event,Opening (B),Icebox,1,67%,33%
Champions Tour Europe Stage 1: Masters,Main Event,Winner's (A),All Maps,3,51%,49%
Champions Tour Europe Stage 1: Masters,Main Event,Winner's (A),Ascent,1,58%,42%
Champions Tour Europe Stage 1: Masters,Main Event,Winner's (A),Bind,1,54%,46%
Champions Tour Europe Stage 1: Masters,Main Event,Winner's (A),Split,1,39%,61%
Champions Tour Europe Stage 1: Masters,Main Event,Winner's (B),All Maps,2,46%,54%
Champions Tour Europe Stage 1: Masters,Main Event,Winner's (B),Split,1,54%,46%
Champions Tour Europe Stage 1: Masters,Main Event,Winner's (B),Ascent,1,38%,63%
Champions Tour Europe Stage 1: Masters,Main Event,Elimination (A),All Maps,2,60%,40%
Champions Tour Europe Stage 1: Masters,Main Event,Elimination (A),Bind,1,44%,56%
Champions Tour Europe Stage 1: Masters,Main Event,Elimination (A),Icebox,1,79%,21%
Champions Tour Europe Stage 1: Masters,Main Event,Elimination (B),All Maps,3,51%,49%
Champions Tour Europe Stage 1: Masters,Main Event,Elimination (B),Ascent,1,26%,74%
Champions Tour Europe Stage 1: Masters,Main Event,Elimination (B),Haven,1,58%,42%
Champions Tour Europe Stage 1: Masters,Main Event,Elimination (B),Split,1,67%,33%
Champions Tour Europe Stage 1: Masters,Main Event,Decider (A),All Maps,2,44%,56%
Champions Tour Europe Stage 1: Masters,Main Event,Decider (A),Bind,1,41%,59%
Champions Tour Europe Stage 1: Masters,Main Event,Decider (A),Icebox,1,47%,53%
Champions Tour Europe Stage 1: Masters,Main Event,Decider (B),All Maps,3,39%,61%
Champions Tour Europe Stage 1: Masters,Main Event,Decider (B),Ascent,1,42%,58%
Champions Tour Europe Stage 1: Masters,Main Event,Decider (B),Haven,1,46%,54%
Champions Tour Europe Stage 1: Masters,Main Event,Decider (B),Split,1,29%,71%
Champions Tour Europe Stage 1: Masters,Main Event,Semifinals,All Maps,5,59%,41%
Champions Tour Europe Stage 1: Masters,Main Event,Semifinals,Ascent,2,54%,46%
Champions Tour Europe Stage 1: Masters,Main Event,Semifinals,Bind,1,55%,45%
Champions Tour Europe Stage 1: Masters,Main Event,Semifinals,Haven,1,65%,35%
Champions Tour Europe Stage 1: Masters,Main Event,Semifinals,Icebox,1,67%,33%
Champions Tour Europe Stage 1: Masters,Main Event,Grand Final,All Maps,5,39%,61%
Champions Tour Europe Stage 1: Masters,Main Event,Grand Final,Ascent,1,29%,71%
Champions Tour Europe Stage 1: Masters,Main Event,Grand Final,Bind,1,50%,50%
Champions Tour Europe Stage 1: Masters,Main Event,Grand Final,Haven,1,32%,68%
Champions Tour Europe Stage 1: Masters,Main Event,Grand Final,Icebox,1,50%,50%
Champions Tour Europe Stage 1: Masters,Main Event,Grand Final,Split,1,35%,65%
Champions Tour Europe Stage 1: Masters,All Stages,All Match Types,All Maps,34,50%,50%
Champions Tour Europe Stage 1: Masters,All Stages,All Match Types,Ascent,10,46%,54%
Champions Tour Europe Stage 1: Masters,All Stages,All Match Types,Split,7,45%,55%
Champions Tour Europe Stage 1: Masters,All Stages,All Match Types,Bind,6,55%,45%
Champions Tour Europe Stage 1: Masters,All Stages,All Match Types,Haven,6,49%,51%
Champions Tour Europe Stage 1: Masters,All Stages,All Match Types,Icebox,5,61%,39%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (A),All Maps,4,53%,48%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (A),Bind,2,48%,52%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (A),Ascent,1,44%,56%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (A),Icebox,1,72%,28%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (B),All Maps,4,47%,53%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (B),Bind,1,50%,50%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (B),Haven,1,38%,63%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (B),Icebox,1,58%,42%
Champions Tour CIS Stage 1: Masters,Main Event,Opening (B),Split,1,42%,58%
Champions Tour CIS Stage 1: Masters,Main Event,Elimination (A),All Maps,2,51%,49%
Champions Tour CIS Stage 1: Masters,Main Event,Elimination (A),Bind,1,67%,33%
Champions Tour CIS Stage 1: Masters,Main Event,Elimination (A),Haven,1,41%,59%
Champions Tour CIS Stage 1: Masters,Main Event,Elimination (B),All Maps,3,66%,34%
Champions Tour CIS Stage 1: Masters,Main Event,Elimination (B),Ascent,1,61%,39%
Champions Tour CIS Stage 1: Masters,Main Event,Elimination (B),Haven,1,70%,30%
Champions Tour CIS Stage 1: Masters,Main Event,Elimination (B),Split,1,65%,35%
Champions Tour CIS Stage 1: Masters,Main Event,Winner's (A),All Maps,2,59%,41%
Champions Tour CIS Stage 1: Masters,Main Event,Winner's (A),Split,1,92%,8%
Champions Tour CIS Stage 1: Masters,Main Event,Winner's (A),Ascent,1,37%,63%
Champions Tour CIS Stage 1: Masters,Main Event,Winner's (B),All Maps,2,56%,44%
Champions Tour CIS Stage 1: Masters,Main Event,Winner's (B),Bind,1,39%,61%
Champions Tour CIS Stage 1: Masters,Main Event,Winner's (B),Icebox,1,72%,28%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (A),All Maps,3,38%,62%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (A),Bind,1,35%,65%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (A),Haven,1,19%,81%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (A),Split,1,58%,42%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (B),All Maps,3,51%,49%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (B),Haven,1,29%,71%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (B),Icebox,1,63%,37%
Champions Tour CIS Stage 1: Masters,Main Event,Decider (B),Split,1,63%,38%
Champions Tour CIS Stage 1: Masters,Main Event,Semifinals,All Maps,4,37%,63%
Champions Tour CIS Stage 1: Masters,Main Event,Semifinals,Bind,2,40%,60%
Champions Tour CIS Stage 1: Masters,Main Event,Semifinals,Icebox,2,34%,66%
Champions Tour CIS Stage 1: Masters,Main Event,Grand Final,All Maps,3,48%,52%
Champions Tour CIS Stage 1: Masters,Main Event,Grand Final,Ascent,1,75%,25%
Champions Tour CIS Stage 1: Masters,Main Event,Grand Final,Bind,1,48%,52%
Champions Tour CIS Stage 1: Masters,Main Event,Grand Final,Split,1,26%,74%
Champions Tour CIS Stage 1: Masters,All Stages,All Match Types,All Maps,30,49%,51%
Champions Tour CIS Stage 1: Masters,All Stages,All Match Types,Bind,9,45%,55%
Champions Tour CIS Stage 1: Masters,All Stages,All Match Types,Icebox,6,54%,46%
Champions Tour CIS Stage 1: Masters,All Stages,All Match Types,Split,6,55%,45%
Champions Tour CIS Stage 1: Masters,All Stages,All Match Types,Haven,5,39%,61%
Champions Tour CIS Stage 1: Masters,All Stages,All Match Types,Ascent,4,55%,45%
Champions Tour Korea Stage 1: Masters,Playoffs,Semifinals,All Maps,4,48%,52%
Champions Tour Korea Stage 1: Masters,Playoffs,Semifinals,Split,2,59%,41%
Champions Tour Korea Stage 1: Masters,Playoffs,Semifinals,Ascent,1,21%,79%
Champions Tour Korea Stage 1: Masters,Playoffs,Semifinals,Bind,1,45%,55%
Champions Tour Korea Stage 1: Masters,Playoffs,Grand Final,All Maps,5,40%,60%
Champions Tour Korea Stage 1: Masters,Playoffs,Grand Final,Ascent,1,44%,56%
Champions Tour Korea Stage 1: Masters,Playoffs,Grand Final,Bind,1,29%,71%
Champions Tour Korea Stage 1: Masters,Playoffs,Grand Final,Haven,1,63%,37%
Champions Tour Korea Stage 1: Masters,Playoffs,Grand Final,Icebox,1,33%,67%
Champions Tour Korea Stage 1: Masters,Playoffs,Grand Final,Split,1,33%,67%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (A),All Maps,6,51%,49%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (A),Ascent,2,57%,43%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (A),Icebox,2,54%,46%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (A),Bind,1,41%,59%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (A),Haven,1,43%,57%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (B),All Maps,4,52%,48%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (B),Ascent,2,53%,47%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (B),Bind,1,67%,33%
Champions Tour Korea Stage 1: Masters,Group Stage,Opening (B),Haven,1,38%,63%
Champions Tour Korea Stage 1: Masters,Group Stage,Winner's (A),All Maps,2,46%,54%
Champions Tour Korea Stage 1: Masters,Group Stage,Winner's (A),Split,1,63%,37%
Champions Tour Korea Stage 1: Masters,Group Stage,Winner's (A),Haven,1,32%,68%
Champions Tour Korea Stage 1: Masters,Group Stage,Elimination (A),All Maps,2,59%,41%
Champions Tour Korea Stage 1: Masters,Group Stage,Elimination (A),Ascent,1,56%,44%
Champions Tour Korea Stage 1: Masters,Group Stage,Elimination (A),Bind,1,61%,39%
Champions Tour Korea Stage 1: Masters,Group Stage,Decider (A),All Maps,2,49%,51%
Champions Tour Korea Stage 1: Masters,Group Stage,Decider (A),Ascent,1,52%,48%
Champions Tour Korea Stage 1: Masters,Group Stage,Decider (A),Haven,1,46%,54%
Champions Tour Korea Stage 1: Masters,Group Stage,Winner's (B),All Maps,3,56%,44%
Champions Tour Korea Stage 1: Masters,Group Stage,Winner's (B),Bind,1,48%,52%
Champions Tour Korea Stage 1: Masters,Group Stage,Winner's (B),Icebox,1,46%,54%
Champions Tour Korea Stage 1: Masters,Group Stage,Winner's (B),Split,1,75%,25%
Champions Tour Korea Stage 1: Masters,Group Stage,Elimination (B),All Maps,2,50%,50%
Champions Tour Korea Stage 1: Masters,Group Stage,Elimination (B),Ascent,1,50%,50%
Champions Tour Korea Stage 1: Masters,Group Stage,Elimination (B),Bind,1,50%,50%
Champions Tour Korea Stage 1: Masters,Group Stage,Decider (B),All Maps,3,45%,55%
Champions Tour Korea Stage 1: Masters,Group Stage,Decider (B),Ascent,1,56%,44%
Champions Tour Korea Stage 1: Masters,Group Stage,Decider (B),Bind,1,48%,52%
Champions Tour Korea Stage 1: Masters,Group Stage,Decider (B),Icebox,1,35%,65%
Champions Tour Korea Stage 1: Masters,All Stages,All Match Types,All Maps,33,49%,51%
Champions Tour Korea Stage 1: Masters,All Stages,All Match Types,Ascent,10,51%,49%
Champions Tour Korea Stage 1: Masters,All Stages,All Match Types,Bind,8,48%,52%
Champions Tour Korea Stage 1: Masters,All Stages,All Match Types,Haven,5,44%,56%
Champions Tour Korea Stage 1: Masters,All Stages,All Match Types,Icebox,5,44%,56%
Champions Tour Korea Stage 1: Masters,All Stages,All Match Types,Split,5,57%,43%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Quarterfinals,All Maps,10,49%,51%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Quarterfinals,Ascent,3,43%,57%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Quarterfinals,Haven,3,53%,47%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Quarterfinals,Bind,2,58%,42%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Quarterfinals,Icebox,1,33%,67%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Quarterfinals,Split,1,50%,50%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Semifinals,All Maps,4,51%,49%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Semifinals,Ascent,2,52%,48%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Semifinals,Bind,1,50%,50%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Semifinals,Icebox,1,50%,50%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Final,All Maps,2,66%,34%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Final,Ascent,1,67%,33%
Champions Tour Japan Stage 1: Masters,Main Event,Upper Final,Haven,1,65%,35%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 1,All Maps,5,49%,51%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 1,Ascent,2,56%,44%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 1,Bind,1,46%,54%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 1,Haven,1,39%,61%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 1,Split,1,50%,50%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 2,All Maps,6,53%,47%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 2,Ascent,2,44%,56%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 2,Haven,2,61%,39%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 2,Bind,1,41%,59%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 2,Icebox,1,63%,37%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 3,All Maps,2,46%,54%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 3,Ascent,1,46%,54%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Round 3,Bind,1,47%,53%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Final,All Maps,3,40%,60%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Final,Ascent,1,38%,62%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Final,Bind,1,41%,59%
Champions Tour Japan Stage 1: Masters,Main Event,Lower Final,Icebox,1,41%,59%
Champions Tour Japan Stage 1: Masters,Main Event,Grand Final,All Maps,3,42%,58%
Champions Tour Japan Stage 1: Masters,Main Event,Grand Final,Ascent,1,29%,71%
Champions Tour Japan Stage 1: Masters,Main Event,Grand Final,Bind,1,46%,54%
Champions Tour Japan Stage 1: Masters,Main Event,Grand Final,Haven,1,50%,50%
Champions Tour Japan Stage 1: Masters,All Stages,All Match Types,All Maps,35,49%,51%
Champions Tour Japan Stage 1: Masters,All Stages,All Match Types,Ascent,13,47%,53%
Champions Tour Japan Stage 1: Masters,All Stages,All Match Types,Bind,8,49%,51%
Champions Tour Japan Stage 1: Masters,All Stages,All Match Types,Haven,8,54%,46%
Champions Tour Japan Stage 1: Masters,All Stages,All Match Types,Icebox,4,46%,54%
Champions Tour Japan Stage 1: Masters,All Stages,All Match Types,Split,2,50%,50%
Champions Tour SEA Stage 1: Masters,Main Event,Quarterfinals,All Maps,10,51%,49%
Champions Tour SEA Stage 1: Masters,Main Event,Quarterfinals,Ascent,3,48%,52%
Champions Tour SEA Stage 1: Masters,Main Event,Quarterfinals,Bind,3,55%,45%
Champions Tour SEA Stage 1: Masters,Main Event,Quarterfinals,Haven,2,61%,39%
Champions Tour SEA Stage 1: Masters,Main Event,Quarterfinals,Icebox,1,53%,47%
Champions Tour SEA Stage 1: Masters,Main Event,Quarterfinals,Split,1,30%,70%
Champions Tour SEA Stage 1: Masters,Main Event,Semifinals,All Maps,5,45%,55%
Champions Tour SEA Stage 1: Masters,Main Event,Semifinals,Bind,2,42%,58%
Champions Tour SEA Stage 1: Masters,Main Event,Semifinals,Ascent,1,37%,63%
Champions Tour SEA Stage 1: Masters,Main Event,Semifinals,Haven,1,54%,46%
Champions Tour SEA Stage 1: Masters,Main Event,Semifinals,Split,1,50%,50%
Champions Tour SEA Stage 1: Masters,Main Event,Grand Final,All Maps,5,30%,70%
Champions Tour SEA Stage 1: Masters,Main Event,Grand Final,Ascent,1,17%,83%
Champions Tour SEA Stage 1: Masters,Main Event,Grand Final,Bind,1,47%,53%
Champions Tour SEA Stage 1: Masters,Main Event,Grand Final,Haven,1,32%,68%
Champions Tour SEA Stage 1: Masters,Main Event,Grand Final,Icebox,1,39%,61%
Champions Tour SEA Stage 1: Masters,Main Event,Grand Final,Split,1,14%,86%
Champions Tour SEA Stage 1: Masters,All Stages,All Match Types,All Maps,20,44%,56%
Champions Tour SEA Stage 1: Masters,All Stages,All Match Types,Bind,6,49%,51%
Champions Tour SEA Stage 1: Masters,All Stages,All Match Types,Ascent,5,39%,61%
Champions Tour SEA Stage 1: Masters,All Stages,All Match Types,Haven,4,52%,48%
Champions Tour SEA Stage 1: Masters,All Stages,All Match Types,Split,3,31%,69%
Champions Tour SEA Stage 1: Masters,All Stages,All Match Types,Icebox,2,45%,55%
Oceania Tour: Stage 01,Finals,Quarterfinals,All Maps,10,45%,55%
Oceania Tour: Stage 01,Finals,Quarterfinals,Ascent,3,59%,41%
Oceania Tour: Stage 01,Finals,Quarterfinals,Bind,3,51%,49%
Oceania Tour: Stage 01,Finals,Quarterfinals,Haven,2,34%,66%
Oceania Tour: Stage 01,Finals,Quarterfinals,Icebox,2,26%,74%
Oceania Tour: Stage 01,Finals,Semifinals,All Maps,5,56%,44%
Oceania Tour: Stage 01,Finals,Semifinals,Bind,2,46%,54%
Oceania Tour: Stage 01,Finals,Semifinals,Haven,2,71%,29%
Oceania Tour: Stage 01,Finals,Semifinals,Ascent,1,53%,47%
Oceania Tour: Stage 01,Finals,Grand Final,All Maps,5,39%,61%
Oceania Tour: Stage 01,Finals,Grand Final,Ascent,1,52%,48%
Oceania Tour: Stage 01,Finals,Grand Final,Bind,1,24%,76%
Oceania Tour: Stage 01,Finals,Grand Final,Haven,1,41%,59%
Oceania Tour: Stage 01,Finals,Grand Final,Icebox,1,37%,63%
Oceania Tour: Stage 01,Finals,Grand Final,Split,1,39%,61%
Oceania Tour: Stage 01,Finals,Bronze Final,All Maps,3,51%,49%
Oceania Tour: Stage 01,Finals,Bronze Final,Ascent,1,38%,63%
Oceania Tour: Stage 01,Finals,Bronze Final,Bind,1,33%,67%
Oceania Tour: Stage 01,Finals,Bronze Final,Icebox,1,79%,21%
