Tournament,Stage,Match Type,Match Name,Map
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,DRX vs Cloud9,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,Evil Geniuses vs Talon Esports,Haven
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Quarterfinals,Evil Geniuses vs Talon Esports,Split
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,NRG Esports vs LOUD,Split
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,NRG Esports vs LOUD,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,NRG Esports vs LOUD,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,DRX vs Talon Esports,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,DRX vs Talon Esports,Ascent
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Alpha - Semifinals,DRX vs Talon Esports,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Liquid vs Team Secret,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Liquid vs Team Secret,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Natus Vincere vs KRÜ Esports,Ascent
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Natus Vincere vs KRÜ Esports,Lotus
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,ZETA DIVISION vs Leviatán,Ascent
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,ZETA DIVISION vs Leviatán,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Vitality vs Global Esports,Split
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Vitality vs Global Esports,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Team Vitality vs Global Esports,Lotus
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,FUT Esports vs Rex Regum Qeon,Lotus
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,FUT Esports vs Rex Regum Qeon,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,100 Thieves vs EDward Gaming,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,100 Thieves vs EDward Gaming,Lotus
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,100 Thieves vs EDward Gaming,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Sentinels vs FNATIC,Haven
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,Sentinels vs FNATIC,Split
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,T1 vs FURIA,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Round of 16,T1 vs FURIA,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Team Secret vs Natus Vincere,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Team Secret vs Natus Vincere,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Leviatán vs Team Vitality,Haven
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,Leviatán vs Team Vitality,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FUT Esports vs 100 Thieves,Lotus
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FUT Esports vs 100 Thieves,Haven
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FUT Esports vs 100 Thieves,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FNATIC vs FURIA,Haven
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Quarterfinals,FNATIC vs FURIA,Ascent
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Natus Vincere vs Leviatán,Ascent
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,Natus Vincere vs Leviatán,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,100 Thieves vs FNATIC,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Bracket Stage,Omega - Semifinals,100 Thieves vs FNATIC,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Pearl
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Icebox
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Split
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,LOUD vs DRX,Ascent
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Natus Vincere vs FNATIC,Haven
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Natus Vincere vs FNATIC,Lotus
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Semifinals,Natus Vincere vs FNATIC,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Ascent
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Fracture
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Split
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Lotus
Champions Tour 2023: Lock-In Sao Paulo,Playoffs,Grand Final,LOUD vs FNATIC,Icebox
