Tournament,Stage,Match Type,Match Name,Map,Team,Player,Agent,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,Econ,Spike Plants,Spike Defuse
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Fracture,ZETA DIVISION,SugarZ3ro,brimstone,6,2,,,,,,,,59,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Fracture,Team Secret,BORKUM,brimstone,4,,,,,,,,,55,1,2
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Fracture,Team Secret,JessieVash,killjoy,6,1,,,1,,,,,51,0,2
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Fracture,Team Secret,DubsteP,jett,4,,1,,,,,,,59,2,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Fracture,Team Secret,Jremy,raze,3,1,1,,,,,,,55,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Fracture,Team Secret,invy,breach,,,,,,,,,,30,5,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,ZETA DIVISION,Dep,sova,7,,,,,,,,,66,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,ZETA DIVISION,Laz,cypher,,3,,,,,,,,47,0,2
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,ZETA DIVISION,crow,kayo,3,1,,,,2,,,,50,3,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,ZETA DIVISION,TENNN,raze,3,,1,,,,,,,50,2,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,ZETA DIVISION,SugarZ3ro,omen,3,,,,,,,,,34,1,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,Team Secret,BORKUM,omen,3,1,,,,1,,,,56,1,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,Team Secret,JessieVash,sova,2,2,,,,,,,,63,3,2
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,Team Secret,DubsteP,jett,4,2,,,,,,,,69,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,Team Secret,Jremy,killjoy,2,,,,,,,,,55,2,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Ascent,Team Secret,invy,kayo,2,1,,,,,,,,37,3,2
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,ZETA DIVISION,Dep,jett,5,,,,,,,,,64,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,ZETA DIVISION,Laz,viper,2,2,,,,,,,,64,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,ZETA DIVISION,crow,skye,2,1,1,,,,,,,57,7,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,ZETA DIVISION,TENNN,raze,4,1,,,,,,,,59,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,ZETA DIVISION,SugarZ3ro,astra,2,,,,,,,,,49,2,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,Team Secret,BORKUM,omen,2,1,,,,,,,,50,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,Team Secret,JessieVash,skye,2,,,,,,,,,27,4,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,Team Secret,DubsteP,raze,2,,,,,,,,,41,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,Team Secret,Jremy,reyna,4,,,,,,,,,50,1,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Split,Team Secret,invy,viper,2,2,,,,1,,,,63,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,ZETA DIVISION,Dep,neon,2,1,,,,,,,,49,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,ZETA DIVISION,Laz,chamber,3,3,,,1,,,,,76,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,ZETA DIVISION,crow,skye,3,,,,,,,,,37,9,2
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,ZETA DIVISION,TENNN,raze,2,1,1,,,1,,,,67,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,ZETA DIVISION,SugarZ3ro,omen,3,,,,,,,,,41,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,Team Secret,BORKUM,omen,2,,,,1,,,,,28,2,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,Team Secret,JessieVash,sova,5,,,,,,,,,47,0,1
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,Team Secret,DubsteP,jett,1,1,,,,,,,,78,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,Team Secret,Jremy,killjoy,2,,,,,,,,,36,0,0
Champions Tour 2023: Pacific Last Chance Qualifier,Main Event,Grand Final,ZETA DIVISION vs Team Secret,Lotus,Team Secret,invy,breach,3,1,,,,,,,,63,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Weibo Gaming,pl1xx,sova,6,,,,,,,,,46,6,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Weibo Gaming,R1ckLeexD,killjoy,8,1,,1,2,,,,,41,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Weibo Gaming,Maple,jett,3,6,1,,1,,,,,69,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Weibo Gaming,Zoomer,breach,7,,2,,2,,,,,44,4,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Weibo Gaming,nos,omen,5,2,1,,4,,1,,,37,2,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Totoro Gaming,Flex1n,omen,11,1,2,,3,,,,,46,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Totoro Gaming,YOU,sova,7,2,,,2,,,,,49,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Totoro Gaming,heybay,jett,10,1,1,,,,,,,62,7,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Totoro Gaming,FengF,killjoy,9,4,2,,1,,1,,,70,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,All Maps,Totoro Gaming,ICEKING,breach,8,3,,,,,,,,42,8,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Weibo Gaming,pl1xx,sova,5,,,,,,,,,42,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Weibo Gaming,R1ckLeexD,killjoy,5,,,1,2,,,,,43,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Weibo Gaming,Maple,jett,1,4,,,,,,,,66,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Weibo Gaming,Zoomer,breach,4,,,,1,,,,,43,3,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Weibo Gaming,nos,omen,5,,1,,3,,,,,38,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Totoro Gaming,Flex1n,omen,7,1,1,,3,,,,,43,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Totoro Gaming,YOU,sova,3,,,,1,,,,,38,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Totoro Gaming,heybay,jett,3,,1,,,,,,,45,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Totoro Gaming,FengF,killjoy,7,2,2,,,,1,,,82,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Haven,Totoro Gaming,ICEKING,breach,5,2,,,,,,,,45,5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Weibo Gaming,pl1xx,viper,1,,,,,,,,,50,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Weibo Gaming,R1ckLeexD,killjoy,3,1,,,,,,,,39,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Weibo Gaming,Maple,raze,2,2,1,,1,,,,,71,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Weibo Gaming,Zoomer,skye,3,,2,,1,,,,,45,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Weibo Gaming,nos,astra,,2,,,1,,1,,,36,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Totoro Gaming,Flex1n,omen,4,,1,,,,,,,49,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Totoro Gaming,YOU,cypher,4,2,,,1,,,,,59,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Totoro Gaming,heybay,skye,7,1,,,,,,,,79,5,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Totoro Gaming,FengF,raze,2,2,,,1,,,,,58,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Weibo Gaming vs Totoro Gaming,Split,Totoro Gaming,ICEKING,breach,3,1,,,,,,,,39,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Number One Player,Star1og,omen,5,2,,,1,1,,,,43,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Number One Player,Neal X,jett,5,2,,,,,,,,42,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Number One Player,Aowha,killjoy,2,4,1,,1,,,,,52,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Number One Player,XXXTACO,skye,7,2,,,,,,,,55,15,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Number One Player,Revival,harbor,6,1,,,,,,,,47,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Douyu Gaming,RedLight,omen,7,2,,,1,,,,,64,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Douyu Gaming,LilCrazy,jett,9,1,2,,1,,,,,72,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Douyu Gaming,Guran,skye,10,1,,,2,,,,,52,11,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Douyu Gaming,yyy,killjoy,7,2,,,1,,,,,51,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,All Maps,Douyu Gaming,gagaaaa,viper,4,,1,,,1,1,,,54,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Number One Player,Star1og,omen,2,1,,,,1,,,,42,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Number One Player,Neal X,jett,1,,,,,,,,,41,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Number One Player,Aowha,killjoy,1,,1,,,,,,,54,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Number One Player,XXXTACO,skye,2,,,,,,,,,51,6,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Number One Player,Revival,harbor,3,,,,,,,,,45,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Douyu Gaming,RedLight,omen,3,2,,,,,,,,90,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Douyu Gaming,LilCrazy,jett,5,1,1,,1,,,,,94,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Douyu Gaming,Guran,skye,6,,,,1,,,,,62,5,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Douyu Gaming,yyy,killjoy,1,,,,,,,,,46,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Lotus,Douyu Gaming,gagaaaa,viper,2,,1,,,,1,,,53,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Number One Player,Star1og,viper,3,1,,,1,,,,,43,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Number One Player,Neal X,jett,4,2,,,,,,,,43,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Number One Player,Aowha,astra,1,4,,,1,,,,,49,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Number One Player,XXXTACO,skye,5,2,,,,,,,,59,9,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Number One Player,Revival,raze,3,1,,,,,,,,49,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Douyu Gaming,RedLight,omen,4,,,,1,,,,,38,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Douyu Gaming,LilCrazy,jett,4,,1,,,,,,,50,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Douyu Gaming,Guran,skye,4,1,,,1,,,,,42,6,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Douyu Gaming,yyy,cypher,6,2,,,1,,,,,55,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Number One Player vs Douyu Gaming,Split,Douyu Gaming,gagaaaa,viper,2,,,,,1,,,,55,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Gank Gaming,d3ffo,jett,10,1,,,,1,,,,43,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Gank Gaming,coldfish,sova,8,4,,1,,,,,1,66,6,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Gank Gaming,diseased,killjoy,4,2,,,1,,,,,43,4,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Gank Gaming,Babyblue,kayo,10,3,1,,,,,,,60,6,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Gank Gaming,XJian,omen,7,1,,,1,1,,,,47,4,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Royal Never Give Up,signed,sova,8,2,,,2,,,,,55,11,6
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Royal Never Give Up,SWERL,jett,12,5,2,,2,1,,,,75,0,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Royal Never Give Up,Xiaonuo,killjoy,7,4,2,,1,1,,,,61,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Royal Never Give Up,Zcc,omen,6,2,,,2,,,,,44,5,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,All Maps,Royal Never Give Up,Sorrys,kayo,9,,,,,1,,,,47,5,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Gank Gaming,d3ffo,jett,3,,,,,,,,,35,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Gank Gaming,coldfish,sova,3,1,,,,,,,,65,1,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Gank Gaming,diseased,killjoy,1,,,,1,,,,,38,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Gank Gaming,Babyblue,kayo,2,,1,,,,,,,62,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Gank Gaming,XJian,omen,2,,,,,,,,,44,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Royal Never Give Up,signed,sova,3,2,,,,,,,,73,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Royal Never Give Up,SWERL,jett,5,,,,,,,,,74,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Royal Never Give Up,Xiaonuo,killjoy,5,,,,,1,,,,59,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Royal Never Give Up,Zcc,omen,4,1,,,2,,,,,74,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Ascent,Royal Never Give Up,Sorrys,kayo,3,,,,,,,,,42,5,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Gank Gaming,d3ffo,raze,5,,,,,,,,,51,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Gank Gaming,coldfish,viper,5,,,,,,,,,53,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Gank Gaming,diseased,killjoy,3,1,,,,,,,,58,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Gank Gaming,Babyblue,fade,4,2,,,,,,,,70,5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Gank Gaming,XJian,astra,2,,,,,,,,,55,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Royal Never Give Up,signed,breach,3,,,,2,,,,,49,6,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Royal Never Give Up,SWERL,raze,1,3,,,1,,,,,61,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Royal Never Give Up,Xiaonuo,killjoy,,3,1,,1,,,,,77,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Royal Never Give Up,Zcc,omen,2,,,,,,,,,32,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Lotus,Royal Never Give Up,Sorrys,sova,3,,,,,1,,,,39,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Gank Gaming,d3ffo,yoru,2,1,,,,1,,,,42,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Gank Gaming,coldfish,viper,,3,,1,,,,,1,79,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Gank Gaming,diseased,skye,,1,,,,,,,,33,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Gank Gaming,Babyblue,raze,4,1,,,,,,,,49,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Gank Gaming,XJian,omen,3,1,,,1,1,,,,41,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Royal Never Give Up,signed,skye,2,,,,,,,,,43,3,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Royal Never Give Up,SWERL,jett,6,2,2,,1,1,,,,90,0,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Royal Never Give Up,Xiaonuo,viper,2,1,1,,,,,,,47,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Royal Never Give Up,Zcc,brimstone,,1,,,,,,,,25,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Gank Gaming vs Royal Never Give Up,Bind,Royal Never Give Up,Sorrys,raze,3,,,,,,,,,59,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,All Maps,Four Angry Men,Ace,omen,11,1,,,1,,,,,44,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,All Maps,Four Angry Men,Lumo,skye,6,2,1,,1,2,,,,40,13,4
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,All Maps,Four Angry Men,sphiry,fade,11,4,1,,,,,,,51,3,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,All Maps,Four Angry Men,Strawberrycc,raze,10,5,,,,,,,,49,2,3
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 1,Four Angry Men vs Night Wings Gaming,All Maps,Four Angry Men,XuAN,viper,13,4,,,1,,,,,48,0,3
