Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Split,Night Wings Gaming,8,3,2,0,7,3,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Split,Gank Gaming,7,3,1,0,8,3,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Bind,Night Wings Gaming,7,3,4,0,8,1,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Night Wings Gaming vs Gank Gaming,Bind,Gank Gaming,8,1,3,0,7,3,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Pearl,Number One Player,11,1,3,0,7,0,6,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Pearl,Monarch Effect,7,0,6,0,11,1,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Lotus,Number One Player,7,1,2,0,11,1,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Lotus,Monarch Effect,11,1,1,0,7,1,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Bind,Number One Player,8,1,4,0,12,1,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Number One Player vs Monarch Effect,Bind,Monarch Effect,12,1,2,0,8,1,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Ascent,Totoro Gaming,9,0,4,0,4,0,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Ascent,Douyu Gaming,4,0,0,0,9,0,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Pearl,Totoro Gaming,9,1,1,2,4,2,2,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Totoro Gaming vs Douyu Gaming,Pearl,Douyu Gaming,4,2,2,2,9,1,1,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Lotus,Kingzone,2,0,2,0,8,3,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Lotus,Four Angry Men,8,3,2,0,2,0,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Pearl,Kingzone,2,0,1,1,8,2,1,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Kingzone vs Four Angry Men,Pearl,Four Angry Men,8,2,1,2,2,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Lotus,Invincible Gaming,8,0,5,0,7,1,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Lotus,Rare Atom,7,1,3,0,8,0,5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Bind,Invincible Gaming,11,1,1,0,1,0,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Invincible Gaming vs Rare Atom,Bind,Rare Atom,1,0,1,0,11,1,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Bind,Dragon Ranger Gaming,3,1,3,0,7,2,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Bind,TYLOO,7,2,4,0,3,1,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Ascent,Dragon Ranger Gaming,8,1,0,0,11,1,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 3,Dragon Ranger Gaming vs TYLOO,Ascent,TYLOO,11,1,1,0,8,1,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Haven,Weibo Gaming,10,0,3,0,4,1,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Haven,Night Wings Gaming,4,1,0,0,10,0,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Lotus,Weibo Gaming,11,0,2,0,6,1,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Weibo Gaming vs Night Wings Gaming,Lotus,Night Wings Gaming,6,1,2,0,11,0,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Pearl,Four Angry Men,7,1,5,0,4,0,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Pearl,Invincible Gaming,4,0,1,0,7,1,5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Bind,Four Angry Men,7,2,0,0,10,2,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Bind,Invincible Gaming,10,2,1,0,7,2,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Lotus,Four Angry Men,10,3,0,0,0,0,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Four Angry Men vs Invincible Gaming,Lotus,Invincible Gaming,0,0,2,0,10,3,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Bind,Douyu Gaming,10,1,1,0,9,2,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Bind,Royal Never Give Up,9,2,3,0,10,1,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Split,Douyu Gaming,6,1,2,2,8,1,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Douyu Gaming vs Royal Never Give Up,Split,Royal Never Give Up,8,1,3,1,6,1,2,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Ascent,Nova Esports,8,4,1,0,0,0,1,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Ascent,Gank Gaming,0,0,1,1,8,4,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Bind,Nova Esports,8,1,2,0,6,2,4,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Bind,Gank Gaming,6,2,4,1,8,1,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Lotus,Nova Esports,3,2,3,1,5,2,6,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Nova Esports vs Gank Gaming,Lotus,Gank Gaming,5,2,6,0,3,2,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Ascent,Dragon Ranger Gaming,4,1,3,0,7,3,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Ascent,Monarch Effect,7,3,3,0,4,1,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Pearl,Dragon Ranger Gaming,9,0,3,1,6,0,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Pearl,Monarch Effect,6,0,1,0,9,0,3,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Split,Dragon Ranger Gaming,3,3,3,0,8,2,1,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Dragon Ranger Gaming vs Monarch Effect,Split,Monarch Effect,8,2,1,2,3,3,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Lotus,Shenzhen NTER,9,1,3,0,6,0,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Lotus,Number One Player,6,0,1,0,9,1,3,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Split,Shenzhen NTER,8,4,1,0,6,2,0,2
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 4,Shenzhen NTER vs Number One Player,Split,Number One Player,6,2,0,2,8,4,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Split,Night Wings Gaming,7,0,1,0,7,1,5,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Split,Shenzhen NTER,7,1,5,0,7,0,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Haven,Night Wings Gaming,11,1,1,0,8,0,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Haven,Shenzhen NTER,8,0,1,0,11,1,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Ascent,Night Wings Gaming,10,0,2,1,11,0,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Night Wings Gaming vs Shenzhen NTER,Ascent,Shenzhen NTER,11,0,4,0,10,0,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Bind,Gank Gaming,10,0,2,1,2,3,6,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Bind,Four Angry Men,2,3,6,0,10,0,2,1
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Haven,Gank Gaming,1,0,0,0,4,7,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Haven,Four Angry Men,4,7,2,0,1,0,0,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Gank Gaming,11,1,4,0,15,1,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Gank Gaming vs Four Angry Men,Ascent,Four Angry Men,15,1,2,0,11,1,4,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Dragon Ranger Gaming,10,2,1,0,8,1,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Haven,Douyu Gaming,8,1,2,0,10,2,1,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Dragon Ranger Gaming,11,0,2,0,3,0,2,0
Champions Tour 2023: Champions China Qualifier,Preliminary Stage,Round 5,Dragon Ranger Gaming vs Douyu Gaming,Lotus,Douyu Gaming,3,0,2,0,11,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Haven,Trace Esports,12,1,0,0,7,1,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Haven,Four Angry Men,7,1,1,0,12,1,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Lotus,Trace Esports,14,0,4,0,11,0,5,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Lotus,Four Angry Men,11,0,5,0,14,0,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Bind,Monarch Effect,11,0,2,0,7,0,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Bind,Royal Never Give Up,7,0,4,0,11,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Haven,Monarch Effect,6,0,0,0,9,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Haven,Royal Never Give Up,9,1,3,0,6,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Split,Monarch Effect,8,0,3,2,1,1,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Split,Royal Never Give Up,1,1,0,0,8,0,3,2
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Pearl,TYLOO,8,0,4,1,4,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Pearl,Shenzhen NTER,4,0,0,0,8,0,4,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Lotus,TYLOO,6,1,6,0,4,0,5,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Lotus,Shenzhen NTER,4,0,5,0,6,1,6,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Haven,Weibo Gaming,5,1,4,0,9,2,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Haven,Dragon Ranger Gaming,9,2,2,0,5,1,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Bind,Weibo Gaming,12,0,1,0,8,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Bind,Dragon Ranger Gaming,8,0,1,0,12,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Split,Weibo Gaming,10,0,2,1,4,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Split,Dragon Ranger Gaming,4,0,1,0,10,0,2,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Lotus,Attacking Soul Esports,9,0,4,0,8,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Lotus,Trace Esports,8,0,2,0,9,0,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Split,Attacking Soul Esports,3,0,1,1,11,1,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Split,Trace Esports,11,1,1,0,3,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Bind,Attacking Soul Esports,8,3,0,0,11,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Bind,Trace Esports,11,2,0,0,8,3,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Lotus,Bilibili Gaming,10,0,3,0,9,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Lotus,Monarch Effect,9,0,1,0,10,0,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Haven,Bilibili Gaming,12,0,1,0,5,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Haven,Monarch Effect,5,0,1,1,12,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Fracture,FunPlus Phoenix,5,1,1,2,11,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Fracture,TYLOO,11,0,2,0,5,1,1,2
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Bind,FunPlus Phoenix,9,1,0,0,10,1,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Bind,TYLOO,10,1,2,0,9,1,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Fracture,EDward Gaming,11,1,1,0,4,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Fracture,Weibo Gaming,4,0,2,0,11,1,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Bind,EDward Gaming,9,1,3,0,5,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Bind,Weibo Gaming,5,0,2,0,9,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Fracture,Attacking Soul Esports,11,1,0,1,3,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Fracture,Monarch Effect,3,0,2,0,11,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Split,Attacking Soul Esports,9,0,3,1,5,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Split,Monarch Effect,5,0,0,0,9,0,3,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Lotus,FunPlus Phoenix,6,1,5,1,5,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Lotus,Weibo Gaming,5,0,0,0,6,1,5,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Ascent,FunPlus Phoenix,11,1,0,1,9,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Ascent,Weibo Gaming,9,0,0,0,11,1,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Haven,Trace Esports,7,1,1,1,10,1,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Haven,Bilibili Gaming,10,1,2,0,7,1,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Lotus,Trace Esports,5,0,0,0,9,0,3,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,9,0,3,1,5,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Split,Trace Esports,0,0,2,0,11,2,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Split,Bilibili Gaming,11,2,0,0,0,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Split,TYLOO,5,1,0,0,13,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Split,EDward Gaming,13,0,0,0,5,1,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Haven,TYLOO,2,0,0,0,8,0,4,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Haven,EDward Gaming,8,0,4,1,2,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Bind,TYLOO,1,0,1,0,9,2,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Bind,EDward Gaming,9,2,1,1,1,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Lotus,Trace Esports,6,1,2,0,10,0,2,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Lotus,FunPlus Phoenix,10,0,2,1,6,1,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Split,Trace Esports,9,1,3,0,4,1,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Split,FunPlus Phoenix,4,1,1,0,9,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Ascent,Trace Esports,5,0,2,1,8,3,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Ascent,FunPlus Phoenix,8,3,2,0,5,0,2,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Split,TYLOO,3,0,0,0,12,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Split,Attacking Soul Esports,12,0,1,0,3,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Fracture,TYLOO,9,3,1,0,6,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Fracture,Attacking Soul Esports,6,1,3,0,9,3,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Ascent,TYLOO,10,1,3,0,6,1,4,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Ascent,Attacking Soul Esports,6,1,4,1,10,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Pearl,Bilibili Gaming,1,0,1,1,9,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Pearl,EDward Gaming,9,1,3,0,1,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Bind,Bilibili Gaming,6,0,4,0,8,1,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Bind,EDward Gaming,8,1,4,0,6,0,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Split,Bilibili Gaming,4,0,0,0,9,0,4,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Split,EDward Gaming,9,0,4,0,4,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Pearl,TYLOO,5,0,3,0,9,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Pearl,FunPlus Phoenix,9,1,3,0,5,0,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Bind,TYLOO,11,0,1,1,6,0,0,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Bind,FunPlus Phoenix,6,0,0,1,11,0,1,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Ascent,TYLOO,7,1,3,0,7,3,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Ascent,FunPlus Phoenix,7,3,3,0,7,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Fracture,TYLOO,6,1,2,1,9,3,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Fracture,FunPlus Phoenix,9,3,1,0,6,1,2,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Lotus,Bilibili Gaming,8,2,1,0,8,0,4,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Lotus,FunPlus Phoenix,8,0,4,1,8,2,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Bind,Bilibili Gaming,10,1,2,0,9,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Bind,FunPlus Phoenix,9,0,0,0,10,1,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Pearl,Bilibili Gaming,5,1,3,0,10,0,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Pearl,FunPlus Phoenix,10,0,3,0,5,1,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Split,Bilibili Gaming,10,0,3,0,4,0,2,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Split,FunPlus Phoenix,4,0,2,0,10,0,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Ascent,Bilibili Gaming,7,0,5,1,5,0,0,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Ascent,FunPlus Phoenix,5,0,0,0,7,0,5,1
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Split,EDward Gaming,8,2,3,0,5,0,1,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Split,Bilibili Gaming,5,0,1,0,8,2,3,0
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Fracture,EDward Gaming,11,0,2,0,4,0,0,0
