Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Valorant Champions 2023,Group Stage,Opening (B),Evil Geniuses vs FunPlus Phoenix,Pearl,FunPlus Phoenix,7,0,1,0,11,0,2,0
Valorant Champions 2023,Group Stage,Winner's (D),Natus Vincere vs DRX,Bind,Natus Vincere,6,0,6,1,10,0,5,0
Valorant Champions 2023,Group Stage,Winner's (D),Natus Vincere vs DRX,Bind,DRX,10,0,5,0,6,0,6,1
Valorant Champions 2023,Group Stage,Winner's (D),Natus Vincere vs DRX,Split,Natus Vincere,9,1,2,1,4,3,0,2
Valorant Champions 2023,Group Stage,Winner's (D),Natus Vincere vs DRX,Split,DRX,4,3,0,2,9,1,2,1
Valorant Champions 2023,Group Stage,Winner's (D),Natus Vincere vs DRX,Lotus,Natus Vincere,8,1,3,0,9,0,4,1
Valorant Champions 2023,Group Stage,Winner's (D),Natus Vincere vs DRX,Lotus,DRX,9,0,4,1,8,1,3,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,NRG Esports,7,1,4,0,9,1,3,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Lotus,Bilibili Gaming,9,1,3,1,7,1,4,0
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,NRG Esports,6,0,2,0,9,2,1,1
Valorant Champions 2023,Group Stage,Opening (C),NRG Esports vs Bilibili Gaming,Split,Bilibili Gaming,9,2,1,1,6,0,2,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,FNATIC,9,1,3,0,0,1,2,2
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Fracture,ZETA DIVISION,0,1,2,2,9,1,3,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,FNATIC,6,3,4,0,2,0,4,0
Valorant Champions 2023,Group Stage,Opening (C),FNATIC vs ZETA DIVISION,Haven,ZETA DIVISION,2,0,4,0,6,3,4,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,Evil Geniuses,8,0,6,1,9,1,2,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Pearl,FUT Esports,9,1,2,1,8,0,6,1
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,Evil Geniuses,10,2,1,0,4,3,2,0
Valorant Champions 2023,Group Stage,Winner's (B),Evil Geniuses vs FUT Esports,Bind,FUT Esports,4,3,2,0,10,2,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,Paper Rex,7,3,2,1,6,0,1,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Split,KRÜ Esports,6,0,1,0,7,3,2,1
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,Paper Rex,8,2,2,1,5,1,2,0
Valorant Champions 2023,Group Stage,Opening (A),Paper Rex vs KRÜ Esports,Pearl,KRÜ Esports,5,1,2,0,8,2,2,1
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,EDward Gaming,8,4,1,0,14,0,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Split,Giants Gaming,14,0,1,0,8,4,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,EDward Gaming,8,2,3,0,8,0,3,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Bind,Giants Gaming,8,0,3,0,8,2,3,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,EDward Gaming,9,2,2,0,7,0,1,0
Valorant Champions 2023,Group Stage,Opening (A),EDward Gaming vs Giants Gaming,Ascent,Giants Gaming,7,0,1,0,9,2,2,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,FNATIC,12,1,0,0,2,0,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Haven,Bilibili Gaming,2,0,0,0,12,1,0,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,FNATIC,6,3,4,0,5,2,1,0
Valorant Champions 2023,Group Stage,Winner's (C),FNATIC vs Bilibili Gaming,Lotus,Bilibili Gaming,5,2,1,0,6,3,4,0
Valorant Champions 2023,Group Stage,Elimination (D),Team Liquid vs LOUD,Haven,Team Liquid,1,1,0,0,6,1,5,1
Valorant Champions 2023,Group Stage,Elimination (D),Team Liquid vs LOUD,Haven,LOUD,6,1,5,1,1,1,0,0
Valorant Champions 2023,Group Stage,Elimination (D),Team Liquid vs LOUD,Split,Team Liquid,5,0,2,1,8,3,1,1
Valorant Champions 2023,Group Stage,Elimination (D),Team Liquid vs LOUD,Split,LOUD,8,3,1,1,5,0,2,1
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,Lotus,FunPlus Phoenix,4,4,2,0,9,1,3,0
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,Lotus,T1,9,1,3,0,4,4,2,0
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,Bind,FunPlus Phoenix,4,1,2,0,12,0,0,1
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,Bind,T1,12,0,0,1,4,1,2,0
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,Fracture,Paper Rex,10,1,2,0,4,2,1,0
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,Fracture,EDward Gaming,4,2,1,0,10,1,2,0
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,Pearl,Paper Rex,12,2,2,0,10,2,2,0
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,Pearl,EDward Gaming,10,2,2,0,12,2,2,0
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,Lotus,KRÜ Esports,7,3,0,0,7,1,4,1
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,Lotus,Giants Gaming,7,1,4,1,7,3,0,0
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,Pearl,KRÜ Esports,7,0,4,1,8,0,5,1
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,Pearl,Giants Gaming,8,0,5,1,7,0,4,1
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,Bind,ZETA DIVISION,9,0,2,2,9,2,3,1
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,Bind,NRG Esports,9,2,3,1,9,0,2,2
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,Haven,ZETA DIVISION,1,0,0,0,8,4,1,0
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,Haven,NRG Esports,8,4,1,0,1,0,0,0
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Pearl,Natus Vincere,5,4,3,1,5,2,3,1
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Pearl,LOUD,5,2,3,1,5,4,3,1
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Ascent,Natus Vincere,7,2,1,1,9,1,3,0
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Ascent,LOUD,9,1,3,0,7,2,1,1
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Bind,Natus Vincere,4,3,3,1,8,1,4,0
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Bind,LOUD,8,1,4,0,4,3,3,1
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,Bind,FUT Esports,7,0,5,1,7,0,3,0
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,Bind,T1,7,0,3,0,7,0,5,1
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,Pearl,FUT Esports,8,3,3,0,11,0,1,0
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,Pearl,T1,11,0,1,0,8,3,3,0
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,Split,EDward Gaming,9,2,2,0,4,0,2,0
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,Split,Giants Gaming,4,0,2,0,9,2,2,0
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,Fracture,EDward Gaming,9,1,3,0,4,0,3,0
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,Fracture,Giants Gaming,4,0,3,0,9,1,3,0
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Bind,Bilibili Gaming,10,0,3,0,7,1,2,0
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Bind,NRG Esports,7,1,2,0,10,0,3,0
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Ascent,Bilibili Gaming,10,1,2,0,3,0,2,0
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Ascent,NRG Esports,3,0,2,0,10,1,2,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,Ascent,FNATIC,7,0,3,1,10,0,2,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,Ascent,LOUD,10,0,2,1,7,0,3,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,Lotus,FNATIC,3,1,1,1,6,3,4,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,Lotus,LOUD,6,3,4,0,3,1,1,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Ascent,Paper Rex,13,0,0,0,8,0,2,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Ascent,FUT Esports,8,0,2,0,13,0,0,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Pearl,Paper Rex,9,3,1,0,3,0,1,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Pearl,FUT Esports,3,0,1,0,9,3,1,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Lotus,DRX,4,1,6,2,6,0,4,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Lotus,Bilibili Gaming,6,0,4,0,4,1,6,2
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Haven,DRX,8,1,3,1,5,1,3,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Haven,Bilibili Gaming,5,1,3,0,8,1,3,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Split,Evil Geniuses,10,1,0,1,12,2,0,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Split,EDward Gaming,12,2,0,0,10,1,0,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Ascent,Evil Geniuses,9,0,3,1,4,0,1,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Ascent,EDward Gaming,4,0,1,0,9,0,3,1
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Pearl,Evil Geniuses,9,0,4,0,4,1,0,0
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Pearl,EDward Gaming,4,1,0,0,9,0,4,0
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,Split,FNATIC,9,3,1,0,2,1,1,1
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,Split,FUT Esports,2,1,1,1,9,3,1,0
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,Haven,FNATIC,10,1,2,0,4,1,3,1
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,Haven,FUT Esports,4,1,3,1,10,1,2,0
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Bind,Bilibili Gaming,3,0,1,0,9,3,1,0
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Bind,EDward Gaming,9,3,1,0,3,0,1,0
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Split,Bilibili Gaming,11,1,3,0,8,1,4,0
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Split,EDward Gaming,8,1,4,0,11,1,3,0
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Haven,Bilibili Gaming,8,0,2,0,10,2,1,0
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Haven,EDward Gaming,10,2,1,0,8,0,2,0
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Lotus,LOUD,9,0,4,0,8,2,5,0
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Lotus,Paper Rex,8,2,5,0,9,0,4,0
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Split,LOUD,10,2,1,0,2,0,0,0
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Split,Paper Rex,2,0,0,0,10,2,1,0
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Pearl,LOUD,6,1,2,1,10,1,2,0
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Pearl,Paper Rex,10,1,2,0,6,1,2,1
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,Fracture,DRX,5,3,0,1,7,0,6,0
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,Fracture,Evil Geniuses,7,0,6,0,5,3,0,1
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,Lotus,DRX,3,0,1,0,9,2,2,0
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,Lotus,Evil Geniuses,9,2,2,0,3,0,1,0
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,Bind,LOUD,7,0,4,0,10,0,3,0
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,Bind,EDward Gaming,10,0,3,0,7,0,4,0
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,Ascent,LOUD,10,0,2,1,5,0,0,0
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,Ascent,EDward Gaming,5,0,0,0,10,0,2,1
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,Haven,LOUD,10,1,2,0,9,1,0,1
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,Haven,EDward Gaming,9,1,0,1,10,1,2,0
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,Bind,DRX,6,0,3,4,1,0,0,0
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,Bind,FNATIC,1,0,0,0,6,0,3,4
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,Haven,DRX,6,0,2,1,10,2,1,0
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,Haven,FNATIC,10,2,1,0,6,0,2,1
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,Split,DRX,4,0,1,1,12,1,0,0
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,Split,FNATIC,12,1,0,0,4,0,1,1
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Ascent,Paper Rex,7,1,2,0,7,3,3,0
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Ascent,Evil Geniuses,7,3,3,0,7,1,2,0
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Bind,Paper Rex,11,1,1,0,7,0,2,0
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Bind,Evil Geniuses,7,0,2,0,11,1,1,0
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Pearl,Paper Rex,11,0,4,0,9,1,3,0
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Pearl,Evil Geniuses,9,1,3,0,11,0,4,0
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,Split,FNATIC,2,0,1,1,9,1,3,0
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,Split,LOUD,9,1,3,0,2,0,1,1
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,Ascent,FNATIC,8,3,2,0,6,3,0,0
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,Ascent,LOUD,6,3,0,0,8,3,2,0
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,Haven,FNATIC,2,3,2,0,6,2,5,0
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,Haven,LOUD,6,2,5,0,2,3,2,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Ascent,Evil Geniuses,10,1,3,0,6,2,3,1
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Ascent,LOUD,6,2,3,1,10,1,3,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Lotus,Evil Geniuses,9,1,2,1,2,0,2,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Lotus,LOUD,2,0,2,0,9,1,2,1
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Pearl,Evil Geniuses,6,0,2,0,10,2,1,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Pearl,LOUD,10,2,1,0,6,0,2,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Split,Evil Geniuses,4,0,3,0,9,1,3,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Split,LOUD,9,1,3,0,4,0,3,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Bind,Evil Geniuses,8,2,3,0,5,1,2,0
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Bind,LOUD,5,1,2,0,8,2,3,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Split,Paper Rex,9,1,0,0,8,2,3,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Split,Evil Geniuses,8,2,3,0,9,1,0,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Ascent,Paper Rex,11,0,2,0,10,0,1,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Ascent,Evil Geniuses,10,0,1,0,11,0,2,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Bind,Paper Rex,4,1,0,0,11,0,2,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Bind,Evil Geniuses,11,0,2,0,4,1,0,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Lotus,Paper Rex,5,2,3,0,10,0,3,0
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Lotus,Evil Geniuses,10,0,3,0,5,2,3,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,Bind,MIBR,4,1,2,0,10,0,3,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,Bind,KRÜ Esports,10,0,3,0,4,1,2,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,Lotus,MIBR,4,2,2,0,5,6,2,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,Lotus,KRÜ Esports,5,6,2,0,4,2,2,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,Split,FURIA,7,4,3,0,3,4,4,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,Split,KRÜ Esports,3,4,4,1,7,4,3,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,Ascent,FURIA,1,1,1,1,11,2,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,Ascent,KRÜ Esports,11,2,0,0,1,1,1,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,Bind,FURIA,4,1,6,0,7,0,5,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,Bind,KRÜ Esports,7,0,5,1,4,1,6,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Pearl,Sentinels,9,0,3,0,7,0,6,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Pearl,100 Thieves,7,0,6,1,9,0,3,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Split,Sentinels,7,1,5,0,4,0,2,1
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Split,100 Thieves,4,0,2,1,7,1,5,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Bind,Sentinels,9,3,1,0,4,2,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Bind,100 Thieves,4,2,1,0,9,3,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Pearl,Cloud9,6,4,3,0,5,0,3,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Pearl,Sentinels,5,0,3,0,6,4,3,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Fracture,Cloud9,4,0,1,0,9,1,3,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Fracture,Sentinels,9,1,3,0,4,0,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Split,Cloud9,8,4,1,0,7,0,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Split,Sentinels,7,0,1,0,8,4,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,Split,Leviatán,4,1,0,0,7,4,2,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,Split,KRÜ Esports,7,4,2,0,4,1,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,Lotus,Leviatán,5,1,1,0,6,1,4,2
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,Lotus,KRÜ Esports,6,1,4,2,5,1,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Ascent,Cloud9,9,0,4,0,4,0,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Ascent,KRÜ Esports,4,0,0,0,9,0,4,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Pearl,Cloud9,3,1,0,0,10,2,1,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Pearl,KRÜ Esports,10,2,1,0,3,1,0,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Haven,Cloud9,4,1,1,0,7,2,4,0
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Haven,KRÜ Esports,7,2,4,0,4,1,1,0
