Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
Champions Tour 2023: EMEA League,Regular Season,Week 1,Natus Vincere vs Giants Gaming,Icebox,Natus Vincere,15,6,6,3,Giants Gaming,17,6,6,5,1:35:35
Champions Tour 2023: EMEA League,Regular Season,Week 1,Natus Vincere vs Giants Gaming,Split,Natus Vincere,15,7,5,3,Giants Gaming,13,7,5,1,1:11:30
Champions Tour 2023: EMEA League,Regular Season,Week 1,Natus Vincere vs Giants Gaming,Pearl,Natus Vincere,13,7,6,,Giants Gaming,7,2,5,,
Champions Tour 2023: EMEA League,Regular Season,Week 1,Karmine Corp vs BBL Esports,Icebox,Karmine Corp,19,6,6,7,BBL Esports,17,6,6,5,1:44:51
Champions Tour 2023: EMEA League,Regular Season,Week 1,Karmine Corp vs BBL Esports,Split,Karmine Corp,13,9,4,,BBL Esports,11,8,3,,1:18:49
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Liquid vs FUT Esports,Lotus,Team Liquid,10,5,5,,FUT Esports,13,6,7,,1:10:35
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Liquid vs FUT Esports,Split,Team Liquid,13,7,6,,FUT Esports,6,1,5,,43:22
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Liquid vs FUT Esports,Ascent,Team Liquid,13,6,7,,FUT Esports,6,0,6,,
Champions Tour 2023: EMEA League,Regular Season,Week 1,KOI vs Team Vitality,Split,KOI,9,7,2,,Team Vitality,13,8,5,,1:17:31
Champions Tour 2023: EMEA League,Regular Season,Week 1,KOI vs Team Vitality,Fracture,KOI,13,4,8,1,Team Vitality,15,4,8,3,1:01:00
Champions Tour 2023: EMEA League,Regular Season,Week 1,FNATIC vs BBL Esports,Ascent,FNATIC,6,3,3,,BBL Esports,13,4,9,,55:17
Champions Tour 2023: EMEA League,Regular Season,Week 1,FNATIC vs BBL Esports,Haven,FNATIC,13,8,5,,BBL Esports,9,5,4,,54:02
Champions Tour 2023: EMEA League,Regular Season,Week 1,FNATIC vs BBL Esports,Split,FNATIC,13,6,7,,BBL Esports,11,5,6,,
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Heretics vs Karmine Corp,Icebox,Team Heretics,13,9,4,,Karmine Corp,5,2,3,,1:00:01
Champions Tour 2023: EMEA League,Regular Season,Week 1,Team Heretics vs Karmine Corp,Split,Team Heretics,13,10,3,,Karmine Corp,2,0,2,,38:12
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Vitality vs FUT Esports,Lotus,Team Vitality,4,3,1,,FUT Esports,13,4,9,,40:02
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Vitality vs FUT Esports,Haven,Team Vitality,10,5,5,,FUT Esports,13,6,7,,54:36
Champions Tour 2023: EMEA League,Regular Season,Week 2,Natus Vincere vs BBL Esports,Ascent,Natus Vincere,13,6,7,,BBL Esports,10,4,6,,1:16:27
Champions Tour 2023: EMEA League,Regular Season,Week 2,Natus Vincere vs BBL Esports,Fracture,Natus Vincere,13,6,7,,BBL Esports,8,2,6,,50:08
Champions Tour 2023: EMEA League,Regular Season,Week 2,FNATIC vs Team Heretics,Icebox,FNATIC,13,9,4,,Team Heretics,3,0,3,,53:35
Champions Tour 2023: EMEA League,Regular Season,Week 2,FNATIC vs Team Heretics,Ascent,FNATIC,13,7,6,,Team Heretics,6,1,5,,51:04
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,Ascent,Team Liquid,13,8,5,,Karmine Corp,5,1,4,,1:04:01
Champions Tour 2023: EMEA League,Regular Season,Week 2,Team Liquid vs Karmine Corp,Split,Team Liquid,13,12,1,,Karmine Corp,2,2,0,,39:09
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Lotus,KOI,1,1,0,,Giants Gaming,13,2,11,,55:50
Champions Tour 2023: EMEA League,Regular Season,Week 2,KOI vs Giants Gaming,Ascent,KOI,11,4,7,,Giants Gaming,13,5,8,,1:01:17
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Pearl,Natus Vincere,13,9,4,,Team Heretics,3,0,3,,37:40
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Lotus,Natus Vincere,9,2,7,,Team Heretics,13,3,10,,57:43
Champions Tour 2023: EMEA League,Regular Season,Week 3,Natus Vincere vs Team Heretics,Ascent,Natus Vincere,13,11,2,,Team Heretics,2,1,1,,
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Ascent,KOI,9,6,3,,FUT Esports,13,7,6,,50:32
Champions Tour 2023: EMEA League,Regular Season,Week 3,KOI vs FUT Esports,Icebox,KOI,6,5,1,,FUT Esports,13,6,7,,-
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Lotus,Team Liquid,6,1,5,,FNATIC,13,2,11,,1:12:16
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Liquid vs FNATIC,Haven,Team Liquid,6,6,0,,FNATIC,13,7,6,,48:46
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Icebox,Giants Gaming,13,7,6,,BBL Esports,10,5,5,,1:09:41
Champions Tour 2023: EMEA League,Regular Season,Week 3,Giants Gaming vs BBL Esports,Split,Giants Gaming,13,9,4,,BBL Esports,3,0,3,,37:20
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Ascent,Team Vitality,13,10,3,,Karmine Corp,2,0,2,,47:34
Champions Tour 2023: EMEA League,Regular Season,Week 3,Team Vitality vs Karmine Corp,Split,Team Vitality,13,11,2,,Karmine Corp,6,5,1,,45:45
Champions Tour 2023: EMEA League,Regular Season,Week 4,Team Heretics vs Team Liquid,Split,Team Heretics,8,2,6,,Team Liquid,13,3,10,,1:07:55
Champions Tour 2023: EMEA League,Regular Season,Week 4,Team Heretics vs Team Liquid,Fracture,Team Heretics,15,5,7,3,Team Liquid,17,5,7,5,1:15:41
Champions Tour 2023: EMEA League,Regular Season,Week 4,FUT Esports vs Giants Gaming,Icebox,FUT Esports,5,2,3,,Giants Gaming,13,3,10,,54:31
Champions Tour 2023: EMEA League,Regular Season,Week 4,FUT Esports vs Giants Gaming,Split,FUT Esports,11,4,7,,Giants Gaming,13,5,8,,1:00:00
Champions Tour 2023: EMEA League,Regular Season,Week 4,Karmine Corp vs Natus Vincere,Ascent,Karmine Corp,11,6,5,,Natus Vincere,13,7,6,,1:14:46
Champions Tour 2023: EMEA League,Regular Season,Week 4,Karmine Corp vs Natus Vincere,Lotus,Karmine Corp,7,7,0,,Natus Vincere,13,8,5,,57:11
Champions Tour 2023: EMEA League,Regular Season,Week 4,BBL Esports vs Team Vitality,Ascent,BBL Esports,13,5,8,,Team Vitality,8,1,7,,55:29
Champions Tour 2023: EMEA League,Regular Season,Week 4,BBL Esports vs Team Vitality,Haven,BBL Esports,13,9,4,,Team Vitality,9,6,3,,50:02
Champions Tour 2023: EMEA League,Regular Season,Week 5,Giants Gaming vs Team Liquid,Ascent,Giants Gaming,13,7,6,,Team Liquid,11,6,5,,1:12:48
Champions Tour 2023: EMEA League,Regular Season,Week 5,Giants Gaming vs Team Liquid,Icebox,Giants Gaming,11,5,6,,Team Liquid,13,6,7,,59:52
Champions Tour 2023: EMEA League,Regular Season,Week 5,Giants Gaming vs Team Liquid,Lotus,Giants Gaming,10,5,5,,Team Liquid,13,6,7,,
Champions Tour 2023: EMEA League,Regular Season,Week 5,BBL Esports vs Team Heretics,Haven,BBL Esports,14,7,5,2,Team Heretics,12,7,5,0,1:33:12
Champions Tour 2023: EMEA League,Regular Season,Week 5,BBL Esports vs Team Heretics,Lotus,BBL Esports,10,6,4,,Team Heretics,13,7,6,,1:10:45
Champions Tour 2023: EMEA League,Regular Season,Week 5,BBL Esports vs Team Heretics,Icebox,BBL Esports,13,11,2,,Team Heretics,2,1,1,,
Champions Tour 2023: EMEA League,Regular Season,Week 5,KOI vs Karmine Corp,Lotus,KOI,6,1,5,,Karmine Corp,13,2,11,,1:10:00
Champions Tour 2023: EMEA League,Regular Season,Week 5,KOI vs Karmine Corp,Ascent,KOI,13,6,7,,Karmine Corp,8,2,6,,1:00:42
Champions Tour 2023: EMEA League,Regular Season,Week 5,KOI vs Karmine Corp,Haven,KOI,11,7,4,,Karmine Corp,13,8,5,,
Champions Tour 2023: EMEA League,Regular Season,Week 5,FUT Esports vs FNATIC,Icebox,FUT Esports,5,5,0,,FNATIC,13,6,7,,57:48
Champions Tour 2023: EMEA League,Regular Season,Week 5,FUT Esports vs FNATIC,Lotus,FUT Esports,5,4,1,,FNATIC,13,5,8,,43:45
Champions Tour 2023: EMEA League,Regular Season,Week 5,Team Vitality vs Natus Vincere,Split,Team Vitality,10,3,7,,Natus Vincere,13,4,9,,1:06:52
Champions Tour 2023: EMEA League,Regular Season,Week 5,Team Vitality vs Natus Vincere,Fracture,Team Vitality,10,5,5,,Natus Vincere,13,6,7,,56:06
Champions Tour 2023: EMEA League,Regular Season,Week 6,Team Vitality vs FNATIC,Haven,Team Vitality,12,7,5,0,FNATIC,14,7,5,2,1:09:14
Champions Tour 2023: EMEA League,Regular Season,Week 6,Team Vitality vs FNATIC,Bind,Team Vitality,8,6,2,,FNATIC,13,7,6,,50:32
Champions Tour 2023: EMEA League,Regular Season,Week 6,FUT Esports vs Karmine Corp,Haven,FUT Esports,13,7,6,,Karmine Corp,8,3,5,,57:35
Champions Tour 2023: EMEA League,Regular Season,Week 6,FUT Esports vs Karmine Corp,Ascent,FUT Esports,13,8,5,,Karmine Corp,5,1,4,,48:38
Champions Tour 2023: EMEA League,Regular Season,Week 6,KOI vs BBL Esports,Pearl,KOI,13,9,4,,BBL Esports,3,0,3,,1:06:02
Champions Tour 2023: EMEA League,Regular Season,Week 6,KOI vs BBL Esports,Ascent,KOI,4,3,1,,BBL Esports,13,4,9,,42:03
Champions Tour 2023: EMEA League,Regular Season,Week 6,KOI vs BBL Esports,Bind,KOI,5,5,0,,BBL Esports,13,6,7,,
Champions Tour 2023: EMEA League,Regular Season,Week 6,Natus Vincere vs Team Liquid,Fracture,Natus Vincere,13,6,7,,Team Liquid,11,5,6,,1:07:23
Champions Tour 2023: EMEA League,Regular Season,Week 6,Natus Vincere vs Team Liquid,Bind,Natus Vincere,13,5,8,,Team Liquid,11,4,7,,1:02:47
Champions Tour 2023: EMEA League,Regular Season,Week 6,Giants Gaming vs Team Heretics,Pearl,Giants Gaming,9,3,6,,Team Heretics,13,4,9,,1:15:24
Champions Tour 2023: EMEA League,Regular Season,Week 6,Giants Gaming vs Team Heretics,Lotus,Giants Gaming,14,7,5,2,Team Heretics,16,7,5,4,1:13:28
Champions Tour 2023: EMEA League,Regular Season,Week 4,KOI vs FNATIC,Lotus,KOI,4,2,2,,FNATIC,13,3,10,,1:21:01
Champions Tour 2023: EMEA League,Regular Season,Week 4,KOI vs FNATIC,Ascent,KOI,9,8,1,,FNATIC,13,9,4,,53:53
Champions Tour 2023: EMEA League,Regular Season,Week 7,Giants Gaming vs Team Vitality,Lotus,Giants Gaming,13,8,5,,Team Vitality,6,2,4,,55:49
Champions Tour 2023: EMEA League,Regular Season,Week 7,Giants Gaming vs Team Vitality,Split,Giants Gaming,10,5,5,,Team Vitality,13,6,7,,55:01
Champions Tour 2023: EMEA League,Regular Season,Week 7,Giants Gaming vs Team Vitality,Ascent,Giants Gaming,13,7,6,,Team Vitality,10,5,5,,
Champions Tour 2023: EMEA League,Regular Season,Week 7,FUT Esports vs Natus Vincere,Lotus,FUT Esports,9,3,6,,Natus Vincere,13,4,9,,1:07:26
Champions Tour 2023: EMEA League,Regular Season,Week 7,FUT Esports vs Natus Vincere,Pearl,FUT Esports,11,3,8,,Natus Vincere,13,4,9,,-
Champions Tour 2023: EMEA League,Regular Season,Week 7,Karmine Corp vs FNATIC,Haven,Karmine Corp,2,2,0,,FNATIC,13,3,10,,44:51
Champions Tour 2023: EMEA League,Regular Season,Week 7,Karmine Corp vs FNATIC,Lotus,Karmine Corp,10,6,4,,FNATIC,13,7,6,,1:05:30
Champions Tour 2023: EMEA League,Regular Season,Week 7,BBL Esports vs Team Liquid,Split,BBL Esports,11,3,8,,Team Liquid,13,4,9,,-
Champions Tour 2023: EMEA League,Regular Season,Week 7,BBL Esports vs Team Liquid,Ascent,BBL Esports,13,8,5,,Team Liquid,7,3,4,,46:27
Champions Tour 2023: EMEA League,Regular Season,Week 7,BBL Esports vs Team Liquid,Bind,BBL Esports,7,5,2,,Team Liquid,13,6,7,,
Champions Tour 2023: EMEA League,Regular Season,Week 7,KOI vs Team Heretics,Fracture,KOI,13,9,4,,Team Heretics,7,4,3,,1:09:57
Champions Tour 2023: EMEA League,Regular Season,Week 7,KOI vs Team Heretics,Lotus,KOI,9,7,2,,Team Heretics,13,8,5,,58:31
Champions Tour 2023: EMEA League,Regular Season,Week 7,KOI vs Team Heretics,Ascent,KOI,13,5,8,,Team Heretics,11,4,7,,
Champions Tour 2023: EMEA League,Regular Season,Week 8,FNATIC vs Natus Vincere,Lotus,FNATIC,13,6,7,,Natus Vincere,9,3,6,,1:30:41
Champions Tour 2023: EMEA League,Regular Season,Week 8,FNATIC vs Natus Vincere,Split,FNATIC,13,8,5,,Natus Vincere,8,4,4,,49:41
Champions Tour 2023: EMEA League,Regular Season,Week 8,Team Heretics vs Team Vitality,Haven,Team Heretics,10,8,2,,Team Vitality,13,9,4,,1:13:56
Champions Tour 2023: EMEA League,Regular Season,Week 8,Team Heretics vs Team Vitality,Lotus,Team Heretics,13,4,8,1,Team Vitality,15,4,8,3,1:09:11
Champions Tour 2023: EMEA League,Regular Season,Week 8,Karmine Corp vs Giants Gaming,Lotus,Karmine Corp,14,9,3,2,Giants Gaming,16,9,3,4,1:29:12
Champions Tour 2023: EMEA League,Regular Season,Week 8,Karmine Corp vs Giants Gaming,Ascent,Karmine Corp,5,4,1,,Giants Gaming,13,5,8,,41:33
Champions Tour 2023: EMEA League,Regular Season,Week 8,KOI vs Team Liquid,Fracture,KOI,7,5,2,,Team Liquid,13,6,7,,1:03:59
Champions Tour 2023: EMEA League,Regular Season,Week 8,KOI vs Team Liquid,Split,KOI,13,5,8,,Team Liquid,11,4,7,,58:09
Champions Tour 2023: EMEA League,Regular Season,Week 8,KOI vs Team Liquid,Lotus,KOI,8,5,3,,Team Liquid,13,6,7,,
Champions Tour 2023: EMEA League,Regular Season,Week 8,BBL Esports vs FUT Esports,Pearl,BBL Esports,5,5,0,,FUT Esports,13,6,7,,1:03:12
Champions Tour 2023: EMEA League,Regular Season,Week 8,BBL Esports vs FUT Esports,Haven,BBL Esports,7,2,5,,FUT Esports,13,3,10,,46:04
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Giants Gaming vs FUT Esports,Haven,Giants Gaming,5,3,2,,FUT Esports,13,4,9,,1:01:20
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Giants Gaming vs FUT Esports,Ascent,Giants Gaming,12,3,9,0,FUT Esports,14,3,9,2,55:47
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Lotus,Team Liquid,6,3,3,,Team Vitality,13,4,9,,56:09
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Bind,Team Liquid,13,8,5,,Team Vitality,11,7,4,,55:21
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Team Liquid vs Team Vitality,Ascent,Team Liquid,13,6,7,,Team Vitality,11,5,6,,
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,FNATIC vs FUT Esports,Bind,FNATIC,9,8,1,,FUT Esports,13,9,4,,1:14:00
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,FNATIC vs FUT Esports,Split,FNATIC,13,10,3,,FUT Esports,2,0,2,,34:29
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,FNATIC vs FUT Esports,Lotus,FNATIC,13,11,2,,FUT Esports,1,0,1,,
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Natus Vincere vs Team Liquid,Bind,Natus Vincere,11,8,3,,Team Liquid,13,9,4,,56:35
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Natus Vincere vs Team Liquid,Split,Natus Vincere,10,8,2,,Team Liquid,13,9,4,,1:07:49
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Split,FUT Esports,13,4,9,,Team Vitality,9,1,8,,58:26
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Haven,FUT Esports,9,4,5,,Team Vitality,13,5,8,,48:32
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,FUT Esports vs Team Vitality,Lotus,FUT Esports,13,9,4,,Team Vitality,6,3,3,,
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Natus Vincere vs Giants Gaming,Pearl,Natus Vincere,13,6,7,,Giants Gaming,9,3,6,,53:41
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Natus Vincere vs Giants Gaming,Ascent,Natus Vincere,13,8,5,,Giants Gaming,9,5,4,,56:26
Champions Tour 2023: EMEA League,Playoffs,Upper Final,FNATIC vs Team Liquid,Lotus,FNATIC,14,7,5,2,Team Liquid,12,7,5,0,1:22:02
Champions Tour 2023: EMEA League,Playoffs,Upper Final,FNATIC vs Team Liquid,Bind,FNATIC,13,6,7,,Team Liquid,6,0,6,,47:12
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Natus Vincere vs FUT Esports,Lotus,Natus Vincere,8,2,6,,FUT Esports,13,3,10,,1:05:44
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Natus Vincere vs FUT Esports,Fracture,Natus Vincere,7,4,3,,FUT Esports,13,5,8,,46:27
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Team Liquid vs FUT Esports,Ascent,Team Liquid,13,9,4,,FUT Esports,5,2,3,,1:00:04
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Team Liquid vs FUT Esports,Lotus,Team Liquid,17,2,10,5,FUT Esports,15,2,10,3,1:19:16
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Team Liquid vs FUT Esports,Split,Team Liquid,13,7,6,,FUT Esports,5,0,5,,41:10
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Lotus,FNATIC,13,8,5,,Team Liquid,11,7,4,,1:29:11
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Ascent,FNATIC,12,4,8,0,Team Liquid,14,4,8,2,1:02:10
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Haven,FNATIC,6,4,2,,Team Liquid,13,5,8,,48:00
Champions Tour 2023: EMEA League,Playoffs,Grand Final,FNATIC vs Team Liquid,Fracture,FNATIC,11,4,7,,Team Liquid,13,5,8,,53:41
Champions Tour 2023: Pacific League,League Play,Week 1,ZETA DIVISION vs DRX,Ascent,ZETA DIVISION,5,4,1,,DRX,13,5,8,,1:09:35
Champions Tour 2023: Pacific League,League Play,Week 1,ZETA DIVISION vs DRX,Pearl,ZETA DIVISION,5,1,4,,DRX,13,2,11,,47:41
Champions Tour 2023: Pacific League,League Play,Week 1,T1 vs Global Esports,Pearl,T1,13,9,4,,Global Esports,8,5,3,,1:20:17
Champions Tour 2023: Pacific League,League Play,Week 1,T1 vs Global Esports,Haven,T1,4,2,2,,Global Esports,13,3,10,,40:44
Champions Tour 2023: Pacific League,League Play,Week 1,T1 vs Global Esports,Lotus,T1,13,8,5,,Global Esports,7,3,4,,
Champions Tour 2023: Pacific League,League Play,Week 1,Paper Rex vs DetonatioN FocusMe,Pearl,Paper Rex,13,9,4,,DetonatioN FocusMe,5,2,3,,1:02:23
Champions Tour 2023: Pacific League,League Play,Week 1,Paper Rex vs DetonatioN FocusMe,Lotus,Paper Rex,13,7,6,,DetonatioN FocusMe,11,6,5,,56:00
Champions Tour 2023: Pacific League,League Play,Week 1,Team Secret vs Talon Esports,Ascent,Team Secret,13,8,5,,Talon Esports,5,1,4,,56:11
Champions Tour 2023: Pacific League,League Play,Week 1,Team Secret vs Talon Esports,Icebox,Team Secret,8,3,5,,Talon Esports,13,4,9,,46:47
Champions Tour 2023: Pacific League,League Play,Week 1,Team Secret vs Talon Esports,Fracture,Team Secret,13,10,3,,Talon Esports,3,1,2,,
Champions Tour 2023: Pacific League,League Play,Week 1,Rex Regum Qeon vs Gen.G,Fracture,Rex Regum Qeon,9,4,5,,Gen.G,13,5,8,,1:12:25
Champions Tour 2023: Pacific League,League Play,Week 1,Rex Regum Qeon vs Gen.G,Lotus,Rex Regum Qeon,6,4,2,,Gen.G,13,5,8,,39:05
Champions Tour 2023: Pacific League,League Play,Week 2,ZETA DIVISION vs Rex Regum Qeon,Haven,ZETA DIVISION,10,3,7,,Rex Regum Qeon,13,4,9,,1:06:39
Champions Tour 2023: Pacific League,League Play,Week 2,ZETA DIVISION vs Rex Regum Qeon,Ascent,ZETA DIVISION,13,6,7,,Rex Regum Qeon,10,4,6,,58:14
Champions Tour 2023: Pacific League,League Play,Week 2,ZETA DIVISION vs Rex Regum Qeon,Lotus,ZETA DIVISION,13,7,6,,Rex Regum Qeon,5,0,5,,
Champions Tour 2023: Pacific League,League Play,Week 2,Talon Esports vs T1,Ascent,Talon Esports,8,4,4,,T1,13,5,8,,57:56
Champions Tour 2023: Pacific League,League Play,Week 2,Talon Esports vs T1,Haven,Talon Esports,6,3,3,,T1,13,4,9,,41:33
Champions Tour 2023: Pacific League,League Play,Week 2,Team Secret vs Paper Rex,Haven,Team Secret,11,6,5,,Paper Rex,13,7,6,,1:01:36
Champions Tour 2023: Pacific League,League Play,Week 2,Team Secret vs Paper Rex,Fracture,Team Secret,13,8,5,,Paper Rex,11,7,4,,57:55
Champions Tour 2023: Pacific League,League Play,Week 2,Team Secret vs Paper Rex,Split,Team Secret,13,5,8,,Paper Rex,10,3,7,,
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Lotus,Gen.G,13,5,8,,DetonatioN FocusMe,8,1,7,,57:19
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Fracture,Gen.G,4,4,0,,DetonatioN FocusMe,13,5,8,,45:21
Champions Tour 2023: Pacific League,League Play,Week 2,Gen.G vs DetonatioN FocusMe,Pearl,Gen.G,13,5,8,,DetonatioN FocusMe,8,1,7,,
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Haven,Global Esports,11,5,6,,DRX,13,6,7,,1:11:31
Champions Tour 2023: Pacific League,League Play,Week 2,Global Esports vs DRX,Split,Global Esports,15,6,6,3,DRX,17,6,6,5,1:23:20
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,13,10,3,,DetonatioN FocusMe,4,2,2,,49:43
Champions Tour 2023: Pacific League,League Play,Week 3,Rex Regum Qeon vs DetonatioN FocusMe,Pearl,Rex Regum Qeon,13,9,4,,DetonatioN FocusMe,7,4,3,,49:25
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Pearl,T1,3,1,2,,Paper Rex,13,2,11,,45:21
Champions Tour 2023: Pacific League,League Play,Week 3,T1 vs Paper Rex,Fracture,T1,6,5,1,,Paper Rex,13,6,7,,42:34
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Pearl,ZETA DIVISION,9,3,6,,Global Esports,13,4,9,,1:09:53
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Ascent,ZETA DIVISION,14,5,7,2,Global Esports,12,5,7,0,1:03:28
Champions Tour 2023: Pacific League,League Play,Week 3,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,13,8,5,,Global Esports,8,4,4,,
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Split,Talon Esports,3,1,2,,DRX,13,2,11,,38:57
Champions Tour 2023: Pacific League,League Play,Week 3,Talon Esports vs DRX,Pearl,Talon Esports,10,5,5,,DRX,13,6,7,,49:19
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Haven,Team Secret,8,5,3,,Gen.G,13,6,7,,1:03:34
Champions Tour 2023: Pacific League,League Play,Week 3,Team Secret vs Gen.G,Fracture,Team Secret,11,6,5,,Gen.G,13,7,6,,54:53
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Ascent,Paper Rex,5,3,2,,DRX,13,4,9,,51:25
Champions Tour 2023: Pacific League,League Play,Week 4,Paper Rex vs DRX,Split,Paper Rex,10,5,5,,DRX,13,6,7,,57:07
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Icebox,Team Secret,10,5,5,,Rex Regum Qeon,13,6,7,,56:54
Champions Tour 2023: Pacific League,League Play,Week 4,Team Secret vs Rex Regum Qeon,Split,Team Secret,7,2,5,,Rex Regum Qeon,13,3,10,,47:01
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Ascent,T1,5,3,2,,Gen.G,13,4,9,,57:31
Champions Tour 2023: Pacific League,League Play,Week 4,T1 vs Gen.G,Haven,T1,5,5,0,,Gen.G,13,6,7,,43:59
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Ascent,ZETA DIVISION,13,10,3,,DetonatioN FocusMe,9,7,2,,1:00:56
Champions Tour 2023: Pacific League,League Play,Week 4,ZETA DIVISION vs DetonatioN FocusMe,Haven,ZETA DIVISION,13,9,4,,DetonatioN FocusMe,5,2,3,,43:17
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Split,Talon Esports,6,3,3,,Global Esports,13,4,9,,58:56
Champions Tour 2023: Pacific League,League Play,Week 4,Talon Esports vs Global Esports,Icebox,Talon Esports,11,6,5,,Global Esports,13,7,6,,56:37
Champions Tour 2023: Pacific League,League Play,Week 5,Paper Rex vs Global Esports,Icebox,Paper Rex,7,6,1,,Global Esports,13,7,6,,57:55
Champions Tour 2023: Pacific League,League Play,Week 5,Paper Rex vs Global Esports,Split,Paper Rex,13,9,4,,Global Esports,6,3,3,,45:19
Champions Tour 2023: Pacific League,League Play,Week 5,Paper Rex vs Global Esports,Pearl,Paper Rex,13,8,5,,Global Esports,7,3,4,,
Champions Tour 2023: Pacific League,League Play,Week 5,Gen.G vs DRX,Haven,Gen.G,7,1,6,,DRX,13,2,11,,52:09
Champions Tour 2023: Pacific League,League Play,Week 5,Gen.G vs DRX,Fracture,Gen.G,13,6,7,,DRX,10,4,6,,52:23
Champions Tour 2023: Pacific League,League Play,Week 5,Gen.G vs DRX,Pearl,Gen.G,4,3,1,,DRX,13,4,9,,
Champions Tour 2023: Pacific League,League Play,Week 5,T1 vs Rex Regum Qeon,Haven,T1,13,7,6,,Rex Regum Qeon,9,4,5,,1:09:19
Champions Tour 2023: Pacific League,League Play,Week 5,T1 vs Rex Regum Qeon,Fracture,T1,13,9,4,,Rex Regum Qeon,4,1,3,,35:39
Champions Tour 2023: Pacific League,League Play,Week 5,Team Secret vs DetonatioN FocusMe,Ascent,Team Secret,13,6,7,,DetonatioN FocusMe,11,5,6,,55:23
Champions Tour 2023: Pacific League,League Play,Week 5,Team Secret vs DetonatioN FocusMe,Haven,Team Secret,13,9,4,,DetonatioN FocusMe,8,5,3,,50:02
