Tournament,Stage,Match Type,Match Name,Team,Action,Map
Valorant Champions 2023,Group Stage,Elimination (D),Team Liquid vs LOUD,LOUD,ban,Ascent
Valorant Champions 2023,Group Stage,Elimination (D),Team Liquid vs LOUD,Team Liquid,ban,Bind
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,FunPlus Phoenix,ban,Fracture
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,T1,ban,Split
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,FunPlus Phoenix,pick,Lotus
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,T1,pick,Bind
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,FunPlus Phoenix,ban,Pearl
Valorant Champions 2023,Group Stage,Elimination (B),FunPlus Phoenix vs T1,T1,ban,Haven
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,EDward Gaming,ban,Lotus
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,Paper Rex,ban,Haven
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,EDward Gaming,pick,Fracture
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,Paper Rex,pick,Pearl
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,EDward Gaming,ban,Split
Valorant Champions 2023,Group Stage,Winner's (A),Paper Rex vs EDward Gaming,Paper Rex,ban,Ascent
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,KRÜ Esports,ban,Fracture
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,Giants Gaming,ban,Ascent
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,KRÜ Esports,pick,Lotus
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,Giants Gaming,pick,Pearl
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,KRÜ Esports,ban,Haven
Valorant Champions 2023,Group Stage,Elimination (A),KRÜ Esports vs Giants Gaming,Giants Gaming,ban,Bind
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,ZETA DIVISION,ban,Pearl
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,NRG Esports,ban,Fracture
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,ZETA DIVISION,pick,Bind
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,NRG Esports,pick,Haven
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,ZETA DIVISION,ban,Ascent
Valorant Champions 2023,Group Stage,Elimination (C),ZETA DIVISION vs NRG Esports,NRG Esports,ban,Lotus
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Natus Vincere,ban,Haven
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,LOUD,ban,Fracture
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Natus Vincere,pick,Pearl
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,LOUD,pick,Ascent
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,Natus Vincere,ban,Lotus
Valorant Champions 2023,Group Stage,Decider (D),Natus Vincere vs LOUD,LOUD,ban,Split
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,T1,ban,Split
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,FUT Esports,ban,Fracture
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,T1,pick,Bind
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,FUT Esports,pick,Pearl
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,T1,ban,Lotus
Valorant Champions 2023,Group Stage,Decider (B),FUT Esports vs T1,FUT Esports,ban,Ascent
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,Giants Gaming,ban,Pearl
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,EDward Gaming,ban,Lotus
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,Giants Gaming,pick,Split
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,EDward Gaming,pick,Fracture
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,Giants Gaming,ban,Haven
Valorant Champions 2023,Group Stage,Decider (A),EDward Gaming vs Giants Gaming,EDward Gaming,ban,Ascent
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,NRG Esports,ban,Split
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Bilibili Gaming,ban,Haven
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,NRG Esports,pick,Bind
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Bilibili Gaming,pick,Ascent
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,NRG Esports,ban,Pearl
Valorant Champions 2023,Group Stage,Decider (C),Bilibili Gaming vs NRG Esports,Bilibili Gaming,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,LOUD,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,FNATIC,ban,Pearl
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,LOUD,pick,Ascent
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,FNATIC,pick,Lotus
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,LOUD,ban,Bind
Valorant Champions 2023,Playoffs,Upper Quarterfinals,FNATIC vs LOUD,FNATIC,ban,Haven
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,FUT Esports,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Paper Rex,ban,Haven
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,FUT Esports,pick,Ascent
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Paper Rex,pick,Pearl
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,FUT Esports,ban,Bind
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Paper Rex vs FUT Esports,Paper Rex,ban,Lotus
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Bilibili Gaming,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,DRX,ban,Bind
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Bilibili Gaming,pick,Lotus
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,DRX,pick,Haven
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,Bilibili Gaming,ban,Split
Valorant Champions 2023,Playoffs,Upper Quarterfinals,DRX vs Bilibili Gaming,DRX,ban,Ascent
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,EDward Gaming,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Evil Geniuses,ban,Haven
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,EDward Gaming,pick,Split
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Evil Geniuses,pick,Ascent
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,EDward Gaming,ban,Lotus
Valorant Champions 2023,Playoffs,Upper Quarterfinals,Evil Geniuses vs EDward Gaming,Evil Geniuses,ban,Bind
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FNATIC,ban,Pearl
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Fracture
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FNATIC,pick,Split
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FUT Esports,pick,Haven
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FNATIC,ban,Ascent
Valorant Champions 2023,Playoffs,Lower Round 1,FNATIC vs FUT Esports,FUT Esports,ban,Lotus
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,ban,Fracture
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,EDward Gaming,ban,Lotus
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,pick,Bind
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,EDward Gaming,pick,Split
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,Bilibili Gaming,ban,Pearl
Valorant Champions 2023,Playoffs,Lower Round 1,Bilibili Gaming vs EDward Gaming,EDward Gaming,ban,Ascent
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,LOUD,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Paper Rex,ban,Haven
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,LOUD,pick,Lotus
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Paper Rex,pick,Split
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,LOUD,ban,Bind
Valorant Champions 2023,Playoffs,Upper Semifinals,LOUD vs Paper Rex,Paper Rex,ban,Ascent
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,Evil Geniuses,ban,Haven
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,DRX,ban,Ascent
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,Evil Geniuses,pick,Fracture
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,DRX,pick,Lotus
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,Evil Geniuses,ban,Bind
Valorant Champions 2023,Playoffs,Upper Semifinals,DRX vs Evil Geniuses,DRX,ban,Pearl
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,EDward Gaming,ban,Lotus
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,LOUD,ban,Fracture
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,EDward Gaming,pick,Bind
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,LOUD,pick,Ascent
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,EDward Gaming,ban,Pearl
Valorant Champions 2023,Playoffs,Lower Round 2,LOUD vs EDward Gaming,LOUD,ban,Split
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,FNATIC,ban,Pearl
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,DRX,ban,Lotus
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,FNATIC,pick,Bind
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,DRX,pick,Haven
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,FNATIC,ban,Ascent
Valorant Champions 2023,Playoffs,Lower Round 2,DRX vs FNATIC,DRX,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Evil Geniuses,ban,Split
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Paper Rex,ban,Fracture
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Evil Geniuses,pick,Ascent
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Paper Rex,pick,Bind
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Evil Geniuses,ban,Lotus
Valorant Champions 2023,Playoffs,Upper Final,Paper Rex vs Evil Geniuses,Paper Rex,ban,Haven
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,FNATIC,ban,Pearl
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,LOUD,ban,Fracture
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,FNATIC,pick,Split
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,LOUD,pick,Ascent
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,FNATIC,ban,Lotus
Valorant Champions 2023,Playoffs,Lower Round 3,FNATIC vs LOUD,LOUD,ban,Bind
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Evil Geniuses,ban,Haven
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,LOUD,ban,Fracture
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Evil Geniuses,pick,Ascent
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,LOUD,pick,Lotus
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,Evil Geniuses,pick,Pearl
Valorant Champions 2023,Playoffs,Lower Final,Evil Geniuses vs LOUD,LOUD,pick,Split
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Paper Rex,ban,Haven
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Paper Rex,ban,Fracture
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Paper Rex,pick,Split
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Evil Geniuses,pick,Ascent
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Paper Rex,pick,Bind
Valorant Champions 2023,Playoffs,Grand Final,Paper Rex vs Evil Geniuses,Evil Geniuses,pick,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,KRÜ Esports,ban,Fracture
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,MIBR,ban,Split
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,KRÜ Esports,pick,Bind
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,MIBR,pick,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,KRÜ Esports,ban,Haven
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Round 1,MIBR vs KRÜ Esports,MIBR,ban,Pearl
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,KRÜ Esports,ban,Fracture
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,FURIA,ban,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,KRÜ Esports,pick,Split
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,FURIA,pick,Ascent
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,KRÜ Esports,ban,Pearl
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,FURIA vs KRÜ Esports,FURIA,ban,Haven
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,100 Thieves,ban,Ascent
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Sentinels,ban,Haven
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,100 Thieves,pick,Pearl
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Sentinels,pick,Split
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,100 Thieves,ban,Fracture
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Quarterfinals,Sentinels vs 100 Thieves,Sentinels,ban,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Sentinels,ban,Haven
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Cloud9,ban,Bind
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Sentinels,pick,Pearl
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Cloud9,pick,Fracture
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Sentinels,ban,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Cloud9 vs Sentinels,Cloud9,ban,Ascent
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,KRÜ Esports,ban,Fracture
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,Leviatán,ban,Ascent
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,KRÜ Esports,pick,Split
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,Leviatán,pick,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,KRÜ Esports,ban,Pearl
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Semifinals,Leviatán vs KRÜ Esports,Leviatán,ban,Bind
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,KRÜ Esports,ban,Fracture
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Cloud9,ban,Bind
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,KRÜ Esports,pick,Ascent
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Cloud9,pick,Pearl
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,KRÜ Esports,ban,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Upper Final,Cloud9 vs KRÜ Esports,Cloud9,ban,Split
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Leviatán,Leviatán,ban,Ascent
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Leviatán,Sentinels,ban,Haven
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Leviatán,Leviatán,pick,Fracture
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Leviatán,Sentinels,pick,Split
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Leviatán,Leviatán,ban,Lotus
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Round 1,Sentinels vs Leviatán,Sentinels,ban,Bind
Champions Tour 2023: Americas Last Chance Qualifier,Main Event,Lower Final,Cloud9 vs Leviatán,Cloud9,ban,Fracture
